Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","293,794","(+/-6,216)","313,715","(+/-3,695)","308,633","(+/-6,797)","282,214","(+/-6,136)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","19,323","(+/-2,933)","14,163","(+/-2,176)","18,914","(+/-2,463)","15,208","(+/-2,267)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","10,126","(+/-1,731)","9,203","(+/-1,742)","8,164","(+/-1,802)","9,272","(+/-1,814)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","22,195","(+/-3,168)","19,208","(+/-2,243)","18,578","(+/-3,108)","17,955","(+/-2,349)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","28,158","(+/-3,918)","19,130","(+/-2,392)","21,743","(+/-2,789)","19,874","(+/-2,385)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","35,436","(+/-3,298)","33,814","(+/-2,813)","33,712","(+/-3,290)","35,655","(+/-3,910)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","53,043","(+/-3,457)","53,100","(+/-3,152)","52,152","(+/-3,285)","52,447","(+/-4,236)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","38,692","(+/-3,774)","44,065","(+/-3,225)","41,460","(+/-3,418)","38,653","(+/-4,051)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","45,743","(+/-3,442)","63,809","(+/-4,180)","54,589","(+/-4,986)","50,485","(+/-3,664)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","18,964","(+/-2,113)","26,477","(+/-2,661)","26,822","(+/-2,585)","22,416","(+/-3,211)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","22,114","(+/-2,822)","30,746","(+/-2,745)","32,499","(+/-3,047)","20,249","(+/-2,565)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","63,781","(+/-2,244)","79,687","(+/-2,319)","75,550","(+/-2,360)","70,338","(+/-1,740)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","88,045","(+/-2,930)","105,363","(+/-3,136)","107,616","(+/-4,224)","91,452","(+/-2,716)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","764,848","(+/-16,541)","780,131","(+/-2,186)","793,655","(+/-20,134)","800,670","(+/-17,150)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","662,057","(+/-14,557)","704,755","(+/-5,729)","715,129","(+/-19,428)","708,675","(+/-16,480)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","438,825","(+/-15,753)","541,124","(+/-10,663)","524,650","(+/-18,439)","485,295","(+/-15,267)"
Socioeconomic,"Health Insurance Coverage","With public coverage","302,652","(+/-13,627)","261,695","(+/-9,703)","273,698","(+/-13,350)","319,533","(+/-13,184)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","102,791","(+/-9,037)","75,376","(+/-5,758)","78,526","(+/-7,167)","91,995","(+/-7,032)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","176,430","(+/-9,607)","172,625","(+/-2,088)","170,158","(+/-9,719)","205,848","(+/-9,965)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","16,659","(+/-3,825)","12,183","(+/-2,788)","10,783","(+/-2,773)","15,254","(+/-3,199)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",11.5,(+/-1.3),6.7,(+/-0.9),8.7,(+/-1.2),9.8,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",18.8,(+/-2.5),9.6,(+/-1.7),13.4,(+/-2.3),14.3,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",16.2,(+/-6.7),9.9,(+/-3.7),15.2,(+/-6.8),10.5,(+/-3.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.6,(+/-1.4),3.8,(+/-0.9),5.8,(+/-1.3),5.7,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.7,(+/-2.9),4.3,(+/-1.7),7.2,(+/-2.5),7.6,(+/-2.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.4,(+/-4.2),5.3,(+/-4.4),2.7,(+/-2.9),4.6,(+/-3.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",23.9,(+/-3.8),18.7,(+/-3.2),18.0,(+/-3.9),23.5,(+/-4.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",33.3,(+/-5.5),25.9,(+/-5.2),26.7,(+/-6.5),28.8,(+/-5.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",29.3,(+/-17.0),38.0,(+/-18.9),40.5,(+/-20.2),26.0,(+/-11.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",14.2,(+/-1.3),10.2,(+/-0.9),12.4,(+/-1.2),13.0,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",20.3,(+/-2.7),10.7,(+/-1.9),16.2,(+/-3.3),16.8,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",20.2,(+/-2.7),10.1,(+/-1.9),15.9,(+/-3.3),16.6,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",22.9,(+/-4.6),11.0,(+/-2.6),19.4,(+/-6.6),15.6,(+/-4.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",19.3,(+/-2.8),9.8,(+/-2.1),14.7,(+/-3.3),16.9,(+/-3.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.5,(+/-1.1),10.1,(+/-0.8),11.4,(+/-1.0),11.7,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.3,(+/-1.7),9.8,(+/-1.4),9.9,(+/-1.7),12.6,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.8,(+/-1.5),6.8,(+/-0.9),9.5,(+/-1.5),10.4,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",22.8,(+/-2.1),22.4,(+/-2.1),23.4,(+/-1.9),24.9,(+/-2.0)
Education,"School Enrollment","Population 3 years and over enrolled in school","165,896","(+/-8,625)","172,228","(+/-3,982)","165,315","(+/-9,134)","194,394","(+/-10,030)"
Education,"School Enrollment","Nursery school, preschool","7,479","(+/-1,888)","9,285","(+/-1,983)","6,019","(+/-1,580)","7,332","(+/-1,726)"
Education,"School Enrollment",Kindergarten,"10,241","(+/-1,823)","7,367","(+/-1,545)","9,883","(+/-2,067)","12,533","(+/-2,156)"
Education,"School Enrollment","Elementary school (grades 1-8)","74,200","(+/-5,954)","73,304","(+/-3,163)","71,139","(+/-5,582)","88,901","(+/-5,824)"
Education,"School Enrollment","High school (grades 9-12)","39,771","(+/-3,521)","41,260","(+/-3,072)","38,243","(+/-3,450)","46,428","(+/-4,833)"
Education,"School Enrollment","College or graduate school","34,205","(+/-3,609)","41,012","(+/-3,197)","40,031","(+/-3,981)","39,200","(+/-4,034)"
Education,"Educational Attainment","Population 25 years and over","536,758","(+/-11,483)","561,937","(+/-2,425)","572,696","(+/-13,502)","552,461","(+/-10,827)"
Education,"Educational Attainment","Less than 9th grade","36,900","(+/-3,736)","26,186","(+/-3,281)","22,147","(+/-3,127)","37,247","(+/-4,403)"
Education,"Educational Attainment","9th to 12th grade, no diploma","46,174","(+/-4,963)","35,345","(+/-3,026)","30,358","(+/-4,140)","45,434","(+/-4,027)"
Education,"Educational Attainment","High school graduate (includes equivalency)","150,983","(+/-8,013)","150,716","(+/-6,360)","150,376","(+/-10,075)","168,086","(+/-8,647)"
Education,"Educational Attainment","Some college, no degree","127,810","(+/-7,764)","136,475","(+/-5,748)","129,486","(+/-7,772)","135,530","(+/-6,199)"
Education,"Educational Attainment","Associate's degree","41,746","(+/-4,154)","54,689","(+/-3,788)","47,635","(+/-4,288)","49,317","(+/-4,396)"
Education,"Educational Attainment","Bachelor's degree","87,006","(+/-5,782)","98,675","(+/-5,721)","126,144","(+/-6,256)","79,047","(+/-5,654)"
Education,"Educational Attainment","Graduate or professional degree","46,139","(+/-3,562)","59,851","(+/-4,259)","66,550","(+/-5,034)","37,800","(+/-4,071)"
Education,"Educational Attainment","Percent high school graduate or higher",84.5,(+/-1.0),89.1,(+/-0.7),90.8,(+/-0.9),85.0,(+/-0.9)
Education,"Educational Attainment","Percent bachelor's degree or higher",24.8,(+/-1.3),28.2,(+/-1.2),33.6,(+/-1.3),21.2,(+/-1.1)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","309,891",G,"290,758",G,"306,032",G,"209,608",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",22,J,117,H,23,H,143,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",89,H,"11,574",H,264,G,"1,617",J
Business,"Paid employees for pay period including March 12",Utilities,318,G,"1,724",H,533,J,"2,001",J
Business,"Paid employees for pay period including March 12",Construction,"13,957",G,"23,793",G,"35,184",G,"19,858",G
Business,"Paid employees for pay period including March 12",Manufacturing,"7,126",G,"25,996",G,"9,289",G,"6,826",G
Business,"Paid employees for pay period including March 12","Wholesale trade","4,850",G,"15,147",G,"10,588",G,"6,969",G
Business,"Paid employees for pay period including March 12","Retail trade","40,905",G,"40,090",G,"36,386",G,"34,425",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","11,859",H,"17,236",G,"12,787",G,"15,044",G
Business,"Paid employees for pay period including March 12",Information,"3,837",G,"4,171",H,"6,394",H,"3,670",H
Business,"Paid employees for pay period including March 12","Finance and insurance","10,097",G,"7,681",G,"15,507",G,"6,016",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","6,942",G,"5,801",G,"11,511",G,"3,515",H
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","14,048",G,"16,121",G,"20,690",G,"10,064",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","7,372",H,"1,965",G,"6,943",G,"2,933",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","15,672",G,"19,460",G,"28,893",G,"14,623",G
Business,"Paid employees for pay period including March 12","Educational services","3,687",G,"2,479",G,"5,572",G,"2,939",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","33,053",G,"39,425",G,"35,126",G,"35,055",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","6,716",G,"7,125",G,"7,103",G,"4,663",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","119,894",H,"41,023",G,"53,764",G,"32,831",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","9,422",G,"9,764",G,"9,393",G,"6,385",G
Business,"Paid employees for pay period including March 12","Industries not classified",25,H,66,J,82,H,31,H
Business,"Annual payroll ($1,000)","Total for all sectors","15,767,622",G,"16,240,626",G,"16,740,384",G,"10,565,811",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","1,156",H,"5,352",G,"1,736",H,"5,499",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","6,507",H,"1,241,945",H,"20,987",H,"142,426",J
Business,"Annual payroll ($1,000)",Utilities,"42,517",G,"195,987",H,"67,984",J,"252,473",J
Business,"Annual payroll ($1,000)",Construction,"983,018",G,"1,597,369",G,"2,575,275",G,"1,143,863",G
Business,"Annual payroll ($1,000)",Manufacturing,"388,884",G,"1,938,504",G,"508,927",G,"380,310",G
Business,"Annual payroll ($1,000)","Wholesale trade","339,822",G,"1,015,608",G,"793,665",G,"450,113",G
Business,"Annual payroll ($1,000)","Retail trade","1,513,556",G,"1,473,217",G,"1,311,793",G,"1,302,015",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","811,142",J,"937,099",G,"530,226",G,"657,903",G
Business,"Annual payroll ($1,000)",Information,"324,617",G,"392,252",H,"533,304",H,"242,657",H
Business,"Annual payroll ($1,000)","Finance and insurance","751,756",G,"783,389",G,"1,505,330",G,"465,515",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","465,619",G,"330,753",G,"658,332",G,"187,036",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","1,052,525",G,"1,154,579",G,"1,635,686",G,"798,705",H
Business,"Annual payroll ($1,000)","Management of companies and enterprises","678,615",H,"174,954",G,"894,249",G,"265,810",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","608,344",G,"763,571",G,"1,100,456",G,"553,945",G
Business,"Annual payroll ($1,000)","Educational services","171,141",G,"93,583",G,"261,483",G,"130,421",H
Business,"Annual payroll ($1,000)","Health care and social assistance","1,904,987",G,"2,354,661",G,"1,853,805",G,"2,088,549",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","465,238",H,"225,864",G,"585,859",H,"228,044",H
Business,"Annual payroll ($1,000)","Accommodation and food services","4,898,379",H,"1,157,685",G,"1,565,321",G,"1,035,969",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","358,750",G,"399,687",G,"331,206",G,"233,140",G
Business,"Annual payroll ($1,000)","Industries not classified","1,049",H,"4,567",H,"4,760",G,"1,418",H
Business,"Total Establishments","Total for all sectors","17,298",X,"20,485",X,"22,545",X,"12,557",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",5,X,37,X,5,X,10,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",11,X,128,X,15,X,40,X
Business,"Total Establishments",Utilities,13,X,56,X,14,X,34,X
Business,"Total Establishments",Construction,929,X,"2,120",X,"1,504",X,"1,091",X
Business,"Total Establishments",Manufacturing,279,X,808,X,510,X,346,X
Business,"Total Establishments","Wholesale trade",501,X,"1,016",X,"1,066",X,534,X
Business,"Total Establishments","Retail trade","2,525",X,"2,312",X,"2,311",X,"1,677",X
Business,"Total Establishments","Transportation and warehousing",386,X,655,X,593,X,470,X
Business,"Total Establishments",Information,363,X,435,X,514,X,249,X
Business,"Total Establishments","Finance and insurance","1,170",X,"1,218",X,"1,441",X,613,X
Business,"Total Establishments","Real estate and rental and leasing","1,292",X,"1,371",X,"1,872",X,800,X
Business,"Total Establishments","Professional, scientific, and technical services","2,479",X,"2,582",X,"3,570",X,"1,423",X
Business,"Total Establishments","Management of companies and enterprises",156,X,93,X,147,X,57,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,146",X,"1,320",X,"1,464",X,876,X
Business,"Total Establishments","Educational services",214,X,235,X,308,X,151,X
Business,"Total Establishments","Health care and social assistance","2,071",X,"2,040",X,"2,824",X,"1,667",X
Business,"Total Establishments","Arts, entertainment, and recreation",493,X,468,X,655,X,257,X
Business,"Total Establishments","Accommodation and food services","2,003",X,"1,929",X,"2,178",X,"1,256",X
Business,"Total Establishments","Other services (except public administration)","1,218",X,"1,634",X,"1,498",X,975,X
Business,"Total Establishments","Industries not classified",44,X,28,X,56,X,31,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
