Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Accommodation and food services","24,846",G,"20,561",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","10,268",G,"7,844",G
Business,"Paid employees for pay period including March 12","Industries not classified",27,G,21,J
Business,"Annual payroll ($1,000)","Total for all sectors","15,443,189",G,"10,658,497",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","52,572",H,"116,949",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","2,295",H,"4,424",G
Business,"Annual payroll ($1,000)",Utilities,"66,237",H,"148,436",H
Business,"Annual payroll ($1,000)",Construction,"936,626",G,"736,583",G
Business,"Annual payroll ($1,000)",Manufacturing,"1,909,532",H,"1,267,002",G
Business,"Annual payroll ($1,000)","Wholesale trade","722,850",G,"448,258",G
Business,"Annual payroll ($1,000)","Retail trade","1,516,257",G,"1,339,911",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","387,234",G,"406,273",G
Business,"Annual payroll ($1,000)",Information,"308,373",H,"308,563",G
Business,"Annual payroll ($1,000)","Finance and insurance","1,685,487",H,"625,170",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","255,428",G,"124,821",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","1,309,678",G,"529,926",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","771,426",H,"291,098",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","513,979",G,"305,603",G
Business,"Annual payroll ($1,000)","Educational services","421,321",G,"247,540",G
Business,"Annual payroll ($1,000)","Health care and social assistance","3,145,822",H,"2,844,533",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","141,400",G,"71,709",G
Business,"Annual payroll ($1,000)","Accommodation and food services","899,197",G,"567,409",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","396,789",G,"273,811",G
Business,"Annual payroll ($1,000)","Industries not classified",686,G,478,H
Business,"Total Establishments","Total for all sectors","22,975",X,"19,142",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",393,X,605,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",9,X,11,X
Business,"Total Establishments",Utilities,53,X,71,X
Business,"Total Establishments",Construction,"3,024",X,"2,522",X
Business,"Total Establishments",Manufacturing,906,X,789,X
Business,"Total Establishments","Wholesale trade",762,X,629,X
Business,"Total Establishments","Retail trade","2,998",X,"3,004",X
Business,"Total Establishments","Transportation and warehousing",475,X,786,X
Business,"Total Establishments",Information,439,X,345,X
Business,"Total Establishments","Finance and insurance","1,035",X,778,X
Business,"Total Establishments","Real estate and rental and leasing","1,242",X,801,X
Business,"Total Establishments","Professional, scientific, and technical services","2,367",X,"1,154",X
Business,"Total Establishments","Management of companies and enterprises",115,X,71,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,354",X,"1,008",X
Business,"Total Establishments","Educational services",288,X,227,X
Business,"Total Establishments","Health care and social assistance","2,606",X,"2,297",X
Business,"Total Establishments","Arts, entertainment, and recreation",508,X,401,X
Business,"Total Establishments","Accommodation and food services","2,418",X,"1,826",X
Business,"Total Establishments","Other services (except public administration)","1,957",X,"1,792",X
Business,"Total Establishments","Industries not classified",26,X,25,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
