Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","36,170","(+/-2,766)","23,327","(+/-2,930)","23,976","(+/-2,544)","31,513","(+/-2,944)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","30,393","(+/-2,756)","27,117","(+/-3,000)","22,459","(+/-2,368)","30,757","(+/-2,569)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","37,797","(+/-3,254)","43,888","(+/-4,072)","38,579","(+/-3,167)","44,481","(+/-3,355)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","54,030","(+/-3,320)","57,104","(+/-4,106)","54,894","(+/-4,003)","53,919","(+/-3,221)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","34,950","(+/-3,078)","41,075","(+/-3,839)","42,070","(+/-3,624)","35,735","(+/-3,172)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","34,843","(+/-2,775)","44,960","(+/-3,716)","47,287","(+/-3,891)","35,679","(+/-2,722)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","13,018","(+/-1,613)","18,251","(+/-2,211)","20,937","(+/-2,526)","10,360","(+/-1,721)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","13,180","(+/-1,941)","21,231","(+/-2,489)","23,797","(+/-2,372)","8,375","(+/-1,408)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","50,233","(+/-1,789)","60,134","(+/-1,938)","66,414","(+/-1,786)","48,035","(+/-1,855)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","70,639","(+/-2,760)","81,750","(+/-2,995)","91,104","(+/-2,729)","63,549","(+/-2,244)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","726,158","(+/-4,692)","752,116","(+/-6,961)","778,027","(+/-3,786)","734,898","(+/-9,260)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","669,409","(+/-7,757)","697,964","(+/-8,438)","693,851","(+/-10,417)","677,832","(+/-9,005)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","396,744","(+/-10,358)","489,886","(+/-10,534)","500,877","(+/-13,112)","406,362","(+/-11,568)"
Socioeconomic,"Health Insurance Coverage","With public coverage","372,106","(+/-10,937)","313,942","(+/-10,629)","280,147","(+/-9,257)","379,874","(+/-9,657)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","56,749","(+/-5,748)","54,152","(+/-6,348)","84,176","(+/-9,356)","57,066","(+/-4,284)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","178,780","(+/-2,697)","180,367","(+/-4,386)","200,406","(+/-2,179)","180,160","(+/-5,553)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","7,687","(+/-2,824)","8,576","(+/-2,746)","19,396","(+/-4,660)","8,175","(+/-2,593)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",13.9,(+/-1.3),11.2,(+/-1.7),8.2,(+/-1.1),14.3,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",24.0,(+/-2.6),17.3,(+/-2.9),11.5,(+/-2.1),22.2,(+/-2.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",21.1,(+/-6.2),17.0,(+/-5.9),17.1,(+/-5.8),19.8,(+/-6.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.8,(+/-1.1),5.8,(+/-1.2),6.4,(+/-1.1),7.5,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",10.3,(+/-2.2),7.4,(+/-2.5),9.2,(+/-2.2),10.6,(+/-2.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.5,(+/-2.2),7.1,(+/-5.5),12.3,(+/-5.7),7.9,(+/-6.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",35.8,(+/-4.2),31.4,(+/-5.9),17.8,(+/-3.9),33.3,(+/-4.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",50.1,(+/-6.0),41.0,(+/-8.3),20.8,(+/-5.5),42.2,(+/-5.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",43.2,(+/-12.8),37.8,(+/-16.9),57.1,(+/-22.1),36.7,(+/-11.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",18.7,(+/-1.2),16.3,(+/-1.7),12.7,(+/-1.1),19.6,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",27.4,(+/-3.0),22.2,(+/-4.3),14.1,(+/-2.3),25.5,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",26.9,(+/-3.0),21.9,(+/-4.3),13.9,(+/-2.4),25.0,(+/-2.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",33.4,(+/-4.7),24.7,(+/-6.4),21.4,(+/-4.4),26.8,(+/-4.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",24.7,(+/-2.9),20.9,(+/-4.3),11.4,(+/-2.3),24.3,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",16.1,(+/-1.0),14.6,(+/-1.2),12.3,(+/-0.9),17.9,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",13.6,(+/-1.3),10.4,(+/-1.5),10.5,(+/-1.7),15.8,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",15.4,(+/-1.4),12.8,(+/-2.1),9.6,(+/-1.3),16.0,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",33.6,(+/-2.4),28.9,(+/-2.4),26.8,(+/-2.3),34.2,(+/-2.0)
Education,"School Enrollment","Population 3 years and over enrolled in school","164,601","(+/-4,604)","168,438","(+/-6,172)","195,673","(+/-4,249)","169,650","(+/-5,798)"
Education,"School Enrollment","Nursery school, preschool","12,020","(+/-1,817)","8,792","(+/-1,846)","11,742","(+/-1,549)","11,640","(+/-2,103)"
Education,"School Enrollment",Kindergarten,"9,485","(+/-1,944)","9,889","(+/-2,422)","9,446","(+/-1,643)","10,102","(+/-1,516)"
Education,"School Enrollment","Elementary school (grades 1-8)","77,568","(+/-2,897)","68,877","(+/-3,976)","86,755","(+/-3,379)","72,829","(+/-3,888)"
Education,"School Enrollment","High school (grades 9-12)","37,203","(+/-2,021)","32,881","(+/-2,319)","41,377","(+/-2,415)","39,115","(+/-2,799)"
Education,"School Enrollment","College or graduate school","28,325","(+/-2,915)","47,999","(+/-4,417)","46,353","(+/-3,083)","35,964","(+/-2,714)"
Education,"Educational Attainment","Population 25 years and over","515,636","(+/-4,512)","515,300","(+/-4,933)","512,514","(+/-3,061)","514,174","(+/-6,400)"
Education,"Educational Attainment","Less than 9th grade","20,728","(+/-2,223)","15,143","(+/-2,287)","28,622","(+/-3,352)","18,247","(+/-2,173)"
Education,"Educational Attainment","9th to 12th grade, no diploma","43,722","(+/-3,564)","23,392","(+/-2,640)","29,034","(+/-3,321)","44,549","(+/-3,673)"
Education,"Educational Attainment","High school graduate (includes equivalency)","200,164","(+/-6,219)","151,782","(+/-6,952)","153,324","(+/-6,843)","200,400","(+/-6,698)"
Education,"Educational Attainment","Some college, no degree","113,034","(+/-5,288)","113,375","(+/-7,479)","99,460","(+/-5,351)","112,207","(+/-5,748)"
Education,"Educational Attainment","Associate's degree","43,900","(+/-3,228)","46,464","(+/-4,304)","37,354","(+/-3,224)","39,916","(+/-3,210)"
Education,"Educational Attainment","Bachelor's degree","57,814","(+/-4,557)","99,096","(+/-5,801)","105,153","(+/-5,283)","61,898","(+/-3,742)"
Education,"Educational Attainment","Graduate or professional degree","36,274","(+/-3,409)","66,048","(+/-4,566)","59,567","(+/-4,730)","36,957","(+/-3,352)"
Education,"Educational Attainment","Percent high school graduate or higher",87.5,(+/-0.7),92.5,(+/-0.7),88.8,(+/-0.9),87.8,(+/-0.8)
Education,"Educational Attainment","Percent bachelor's degree or higher",18.2,(+/-1.0),32.0,(+/-1.3),32.1,(+/-1.3),19.2,(+/-1.0)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","204,232",G,"291,264",G,"303,054",G,"202,280",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting","1,511",G,190,H,257,J,"2,765",G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",316,G,759,H,433,G,"1,521",G
Business,"Paid employees for pay period including March 12",Utilities,"1,204",H,"2,288",H,"1,216",G,"3,099",H
Business,"Paid employees for pay period including March 12",Construction,"8,532",G,"16,270",G,"15,933",G,"11,020",G
Business,"Paid employees for pay period including March 12",Manufacturing,"44,302",G,"20,558",G,"47,070",G,"46,507",G
Business,"Paid employees for pay period including March 12","Wholesale trade","9,337",G,"14,331",G,"15,869",G,"5,376",G
Business,"Paid employees for pay period including March 12","Retail trade","31,764",G,"40,748",G,"37,266",G,"29,533",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","11,834",G,"11,444",G,"24,043",G,"8,698",G
Business,"Paid employees for pay period including March 12",Information,"1,921",G,"11,106",H,"5,130",G,"1,674",G
Business,"Paid employees for pay period including March 12","Finance and insurance","6,050",G,"17,900",G,"8,073",G,"5,937",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","2,251",G,"4,338",G,"4,372",G,"2,309",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","3,962",G,"13,453",G,"13,859",G,"4,669",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","2,657",H,"4,508",G,"28,150",J,"1,055",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","6,760",G,"15,953",G,"14,001",G,"10,337",G
Business,"Paid employees for pay period including March 12","Educational services","2,122",G,"7,319",G,"3,669",G,"2,069",H
Business,"Paid employees for pay period including March 12","Health care and social assistance","40,684",G,"63,507",G,"39,223",G,"34,943",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","1,221",G,"2,473",G,"2,869",G,"2,140",H
Business,"Paid employees for pay period including March 12","Accommodation and food services","20,917",G,"30,350",G,"30,969",G,"20,559",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","6,871",G,"13,744",G,"10,646",G,"7,995",G
Business,"Paid employees for pay period including March 12","Industries not classified",16,J,25,J,6,J,74,J
Business,"Annual payroll ($1,000)","Total for all sectors","8,973,021",G,"14,954,233",G,"17,145,096",G,"8,639,361",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","90,128",H,"6,919",G,"10,249",J,"126,460",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","16,451",G,"57,902",H,"26,920",G,"99,333",G
Business,"Annual payroll ($1,000)",Utilities,"99,676",H,"230,139",G,"102,090",G,"333,938",H
Business,"Annual payroll ($1,000)",Construction,"457,612",G,"945,797",G,"837,387",G,"556,005",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,485,165",G,"1,136,180",G,"2,323,942",G,"2,593,298",G
Business,"Annual payroll ($1,000)","Wholesale trade","562,760",G,"923,529",G,"1,009,614",G,"288,718",G
Business,"Annual payroll ($1,000)","Retail trade","960,530",G,"1,330,978",G,"1,377,051",G,"880,855",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","608,641",G,"588,791",G,"1,467,971",G,"415,457",G
Business,"Annual payroll ($1,000)",Information,"93,426",G,"825,949",H,"399,887",G,"72,315",G
Business,"Annual payroll ($1,000)","Finance and insurance","376,579",G,"1,556,968",G,"620,824",G,"331,647",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","77,845",G,"232,989",G,"192,281",G,"87,177",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","197,400",G,"937,223",G,"984,905",G,"215,100",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","186,437",H,"370,441",G,"3,819,084",J,"97,765",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","207,814",G,"505,366",G,"572,884",G,"347,319",G
Business,"Annual payroll ($1,000)","Educational services","54,064",G,"236,830",G,"108,612",G,"58,548",H
Business,"Annual payroll ($1,000)","Health care and social assistance","1,904,329",H,"3,904,306",G,"2,206,679",G,"1,459,314",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","35,328",G,"71,393",G,"80,595",G,"64,023",H
Business,"Annual payroll ($1,000)","Accommodation and food services","374,107",G,"609,800",G,"637,964",G,"405,499",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","184,341",G,"481,904",G,"365,914",G,"205,147",G
Business,"Annual payroll ($1,000)","Industries not classified",388,G,829,G,243,G,"1,443",G
Business,"Total Establishments","Total for all sectors","14,690",X,"19,787",X,"18,409",X,"15,208",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",187,X,36,X,27,X,398,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",25,X,52,X,45,X,141,X
Business,"Total Establishments",Utilities,93,X,70,X,46,X,122,X
Business,"Total Establishments",Construction,"1,149",X,"1,714",X,"1,765",X,"1,305",X
Business,"Total Establishments",Manufacturing,646,X,554,X,628,X,688,X
Business,"Total Establishments","Wholesale trade",712,X,942,X,947,X,566,X
Business,"Total Establishments","Retail trade","2,586",X,"2,819",X,"2,443",X,"2,615",X
Business,"Total Establishments","Transportation and warehousing",761,X,588,X,574,X,671,X
Business,"Total Establishments",Information,253,X,347,X,327,X,222,X
Business,"Total Establishments","Finance and insurance",929,X,"1,573",X,"1,064",X,971,X
Business,"Total Establishments","Real estate and rental and leasing",685,X,"1,071",X,"1,061",X,670,X
Business,"Total Establishments","Professional, scientific, and technical services",925,X,"2,168",X,"1,986",X,952,X
Business,"Total Establishments","Management of companies and enterprises",68,X,129,X,780,X,57,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",471,X,946,X,956,X,592,X
Business,"Total Establishments","Educational services",90,X,248,X,199,X,120,X
Business,"Total Establishments","Health care and social assistance","1,979",X,"2,542",X,"2,052",X,"1,832",X
Business,"Total Establishments","Arts, entertainment, and recreation",198,X,236,X,242,X,175,X
Business,"Total Establishments","Accommodation and food services","1,423",X,"1,707",X,"1,726",X,"1,352",X
Business,"Total Establishments","Other services (except public administration)","1,489",X,"2,021",X,"1,528",X,"1,723",X
Business,"Total Establishments","Industries not classified",21,X,24,X,13,X,36,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
