Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
People,"Veteran Status","Civilian veterans","62,017","(+/-3,980)","51,076","(+/-3,742)","54,590","(+/-3,408)","34,499","(+/-3,166)","27,591","(+/-2,680)","32,771","(+/-2,744)","27,640","(+/-3,170)","49,971","(+/-3,606)","41,397","(+/-2,898)","42,755","(+/-3,825)","38,187","(+/-3,164)","58,434","(+/-4,754)","46,423","(+/-5,282)","40,155","(+/-3,569)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","758,857","(+/-3,554)","718,233","(+/-10,565)","776,444","(+/-8,566)","776,749","(+/-12,668)","751,562","(+/-13,630)","787,431","(+/-11,839)","774,676","(+/-13,594)","742,773","(+/-9,011)","783,612","(+/-14,509)","796,760","(+/-10,346)","780,510","(+/-11,986)","737,885","(+/-3,653)","762,728","(+/-17,502)","769,830","(+/-8,489)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","120,135","(+/-6,465)","123,730","(+/-6,018)","118,689","(+/-5,310)","97,338","(+/-7,254)","94,716","(+/-6,648)","68,244","(+/-4,878)","68,731","(+/-4,764)","114,844","(+/-6,158)","99,693","(+/-5,672)","104,881","(+/-7,376)","80,444","(+/-5,123)","123,809","(+/-7,250)","86,816","(+/-6,776)","126,719","(+/-7,542)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","181,294","(+/-1,977)","177,304","(+/-5,483)","179,396","(+/-4,496)","180,574","(+/-4,992)","142,459","(+/-7,360)","187,300","(+/-6,644)","199,537","(+/-6,465)","178,434","(+/-5,477)","176,044","(+/-6,794)","180,958","(+/-5,274)","170,367","(+/-5,532)","176,256","(+/-1,359)","191,454","(+/-9,472)","181,945","(+/-3,568)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","11,290","(+/-2,129)","9,089","(+/-1,767)","13,205","(+/-2,519)","8,695","(+/-2,449)","9,991","(+/-2,532)","5,659","(+/-1,354)","9,695","(+/-1,846)","8,931","(+/-2,136)","7,841","(+/-1,822)","11,464","(+/-2,873)","6,888","(+/-1,773)","12,314","(+/-2,462)","6,327","(+/-1,627)","10,063","(+/-1,918)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","451,906","(+/-3,718)","419,983","(+/-6,652)","463,871","(+/-6,196)","490,467","(+/-8,848)","512,524","(+/-11,239)","482,222","(+/-8,778)","485,768","(+/-9,762)","443,280","(+/-5,958)","469,852","(+/-10,296)","495,870","(+/-8,297)","497,965","(+/-8,576)","442,537","(+/-3,084)","483,747","(+/-12,326)","467,711","(+/-6,116)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","63,753","(+/-4,976)","62,097","(+/-4,616)","54,384","(+/-4,189)","56,376","(+/-5,401)","51,390","(+/-5,389)","30,337","(+/-3,127)","35,695","(+/-3,718)","59,878","(+/-4,215)","46,864","(+/-3,769)","53,700","(+/-5,318)","39,061","(+/-3,685)","62,169","(+/-5,508)","53,897","(+/-5,211)","69,690","(+/-5,402)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","125,657","(+/-1,947)","120,946","(+/-3,422)","133,177","(+/-3,185)","105,708","(+/-3,146)","96,579","(+/-4,433)","117,909","(+/-4,312)","89,371","(+/-3,017)","121,059","(+/-3,228)","137,716","(+/-3,590)","119,932","(+/-3,096)","112,178","(+/-3,630)","119,092","(+/-1,611)","87,527","(+/-4,104)","120,174","(+/-2,446)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","45,092","(+/-3,102)","52,544","(+/-3,088)","51,100","(+/-2,708)","32,267","(+/-2,800)","33,335","(+/-2,895)","32,248","(+/-2,919)","23,341","(+/-2,085)","46,035","(+/-3,215)","44,988","(+/-3,002)","39,717","(+/-2,849)","34,495","(+/-2,812)","49,326","(+/-3,197)","26,592","(+/-2,934)","46,966","(+/-3,288)"
People,"Residence 1 Year Ago","Population 1 year and over","780,754","(+/-3,062)","747,688","(+/-10,384)","777,262","(+/-8,334)","770,805","(+/-12,461)","752,166","(+/-13,317)","782,067","(+/-11,775)","767,298","(+/-13,677)","761,190","(+/-9,035)","785,358","(+/-14,538)","798,661","(+/-10,399)","778,171","(+/-11,748)","762,880","(+/-3,620)","758,091","(+/-17,119)","768,770","(+/-7,970)"
People,"Residence 1 Year Ago","Same house","646,989","(+/-10,340)","649,603","(+/-12,141)","688,982","(+/-10,668)","662,838","(+/-15,691)","619,005","(+/-14,699)","682,962","(+/-13,690)","685,024","(+/-13,978)","675,143","(+/-8,844)","682,270","(+/-14,738)","675,167","(+/-14,772)","670,200","(+/-12,218)","641,942","(+/-10,753)","689,767","(+/-19,743)","678,467","(+/-11,039)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","133,765","(+/-10,140)","98,085","(+/-8,548)","88,280","(+/-7,150)","107,967","(+/-10,970)","133,161","(+/-10,350)","99,105","(+/-8,115)","82,274","(+/-8,692)","86,047","(+/-7,837)","103,088","(+/-8,739)","123,494","(+/-11,048)","107,971","(+/-7,791)","120,938","(+/-9,745)","68,324","(+/-8,849)","90,303","(+/-8,073)"
People,"Residence 1 Year Ago","Different house in the U.S.","130,429","(+/-10,136)","95,583","(+/-8,336)","86,570","(+/-7,050)","101,158","(+/-10,470)","126,554","(+/-10,061)","91,688","(+/-7,953)","76,383","(+/-8,554)","83,518","(+/-7,727)","98,090","(+/-8,677)","121,429","(+/-11,175)","101,088","(+/-7,514)","118,726","(+/-9,963)","64,012","(+/-8,883)","86,947","(+/-8,072)"
People,"Residence 1 Year Ago","Same county","51,935","(+/-7,926)","45,983","(+/-5,811)","31,673","(+/-4,541)","43,064","(+/-6,871)","44,212","(+/-5,644)","39,312","(+/-6,045)","42,268","(+/-6,901)","38,339","(+/-5,310)","35,582","(+/-4,847)","40,925","(+/-5,567)","39,323","(+/-5,324)","46,163","(+/-7,592)","25,275","(+/-6,720)","34,420","(+/-5,074)"
People,"Residence 1 Year Ago","Different county","78,494","(+/-7,139)","49,600","(+/-6,336)","54,897","(+/-5,975)","58,094","(+/-8,493)","82,342","(+/-8,021)","52,376","(+/-6,286)","34,115","(+/-4,765)","45,179","(+/-6,101)","62,508","(+/-7,524)","80,504","(+/-9,359)","61,765","(+/-6,324)","72,563","(+/-6,863)","38,737","(+/-6,982)","52,527","(+/-6,154)"
People,"Residence 1 Year Ago","Same state","33,986","(+/-5,514)","30,138","(+/-5,071)","36,466","(+/-5,768)","39,182","(+/-8,367)","40,807","(+/-5,786)","25,703","(+/-4,144)","13,474","(+/-2,435)","31,804","(+/-4,874)","40,164","(+/-5,471)","63,726","(+/-8,335)","39,555","(+/-5,546)","42,441","(+/-5,304)","23,017","(+/-5,441)","35,443","(+/-4,693)"
People,"Residence 1 Year Ago","Different state","44,508","(+/-6,449)","19,462","(+/-3,899)","18,431","(+/-3,960)","18,912","(+/-3,524)","41,535","(+/-5,760)","26,673","(+/-5,010)","20,641","(+/-4,224)","13,375","(+/-3,039)","22,344","(+/-4,445)","16,778","(+/-3,534)","22,210","(+/-4,029)","30,122","(+/-5,346)","15,720","(+/-3,669)","17,084","(+/-3,641)"
People,"Residence 1 Year Ago",Abroad,"3,336","(+/-1,344)","2,502","(+/-1,186)","1,710",(+/-954),"6,809","(+/-2,400)","6,607","(+/-2,504)","7,417","(+/-1,884)","5,891","(+/-1,906)","2,529","(+/-1,349)","4,998","(+/-1,961)","2,065","(+/-1,063)","6,883","(+/-1,888)","2,212",(+/-892),"4,312","(+/-1,445)","3,356","(+/-1,848)"
Workers,"Employment Status","Population 16 years and over","627,489","(+/-3,694)","596,499","(+/-7,342)","629,154","(+/-7,050)","622,426","(+/-10,314)","630,638","(+/-12,145)","627,981","(+/-9,257)","601,948","(+/-10,833)","611,781","(+/-6,508)","641,670","(+/-11,963)","648,780","(+/-9,204)","637,614","(+/-9,393)","613,327","(+/-3,647)","600,946","(+/-13,090)","618,057","(+/-6,323)"
Workers,"Employment Status","In labor force","385,075","(+/-5,816)","342,758","(+/-7,855)","378,186","(+/-7,701)","416,472","(+/-10,210)","438,181","(+/-11,579)","431,281","(+/-8,239)","421,096","(+/-9,290)","352,524","(+/-7,367)","389,601","(+/-9,746)","406,576","(+/-8,973)","449,098","(+/-8,846)","364,219","(+/-7,413)","411,180","(+/-12,026)","376,422","(+/-7,302)"
Workers,"Employment Status","Civilian labor force","366,503","(+/-5,817)","326,633","(+/-7,548)","376,244","(+/-7,544)","415,646","(+/-10,262)","437,860","(+/-11,520)","430,233","(+/-8,243)","420,704","(+/-9,212)","346,685","(+/-7,583)","389,061","(+/-9,702)","405,272","(+/-8,967)","448,556","(+/-8,814)","354,017","(+/-7,640)","409,854","(+/-12,126)","375,626","(+/-7,401)"
Workers,"Employment Status",Employed,"349,656","(+/-6,159)","305,163","(+/-7,247)","361,710","(+/-7,218)","394,226","(+/-9,474)","417,636","(+/-11,738)","418,471","(+/-7,872)","404,727","(+/-8,951)","333,363","(+/-7,563)","374,898","(+/-9,983)","388,596","(+/-8,447)","434,489","(+/-8,882)","336,007","(+/-7,761)","390,106","(+/-12,015)","364,128","(+/-8,133)"
Workers,"Employment Status",Unemployed,"16,847","(+/-2,684)","21,470","(+/-3,402)","14,534","(+/-2,804)","21,420","(+/-3,333)","20,224","(+/-2,920)","11,762","(+/-2,102)","15,977","(+/-3,239)","13,322","(+/-2,230)","14,163","(+/-3,161)","16,676","(+/-2,948)","14,067","(+/-2,256)","18,010","(+/-2,591)","19,748","(+/-3,397)","11,498","(+/-2,199)"
Workers,"Employment Status","Armed Forces","18,572","(+/-2,420)","16,125","(+/-2,043)","1,942",(+/-974),826,(+/-522),321,(+/-260),"1,048",(+/-664),392,(+/-443),"5,839","(+/-1,184)",540,(+/-359),"1,304",(+/-704),542,(+/-407),"10,202","(+/-1,580)","1,326","(+/-1,546)",796,(+/-423)
Workers,"Employment Status","Not in labor force","242,414","(+/-6,416)","253,741","(+/-7,137)","250,968","(+/-7,755)","205,954","(+/-9,004)","192,457","(+/-9,491)","196,700","(+/-6,554)","180,852","(+/-7,330)","259,257","(+/-6,898)","252,069","(+/-6,751)","242,204","(+/-7,400)","188,516","(+/-6,588)","249,108","(+/-6,788)","189,766","(+/-8,743)","241,635","(+/-7,179)"
Workers,"Employment Status","Civilian labor force","366,503","(+/-5,817)","326,633","(+/-7,548)","376,244","(+/-7,544)","415,646","(+/-10,262)","437,860","(+/-11,520)","430,233","(+/-8,243)","420,704","(+/-9,212)","346,685","(+/-7,583)","389,061","(+/-9,702)","405,272","(+/-8,967)","448,556","(+/-8,814)","354,017","(+/-7,640)","409,854","(+/-12,126)","375,626","(+/-7,401)"
Workers,"Employment Status","Unemployment Rate",4.6,(+/-0.7),6.6,(+/-1.0),3.9,(+/-0.7),5.2,(+/-0.8),4.6,(+/-0.7),2.7,(+/-0.5),3.8,(+/-0.8),3.8,(+/-0.6),3.6,(+/-0.8),4.1,(+/-0.7),3.1,(+/-0.5),5.1,(+/-0.7),4.8,(+/-0.8),3.1,(+/-0.6)
Workers,"Commuting to Work","Workers 16 years and over","360,844","(+/-6,169)","314,742","(+/-7,535)","355,827","(+/-7,127)","381,678","(+/-9,400)","406,315","(+/-12,120)","414,476","(+/-8,100)","388,398","(+/-8,829)","335,488","(+/-7,273)","368,873","(+/-9,873)","381,526","(+/-8,805)","427,310","(+/-8,490)","337,073","(+/-7,577)","384,013","(+/-12,012)","358,280","(+/-8,028)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","272,856","(+/-6,434)","241,249","(+/-7,334)","273,969","(+/-8,232)","248,527","(+/-7,930)","229,796","(+/-10,457)","240,810","(+/-7,122)","249,092","(+/-8,484)","270,058","(+/-6,752)","270,770","(+/-8,071)","287,073","(+/-8,980)","278,780","(+/-9,835)","261,351","(+/-8,069)","275,126","(+/-10,732)","278,373","(+/-8,548)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","39,008","(+/-3,891)","30,090","(+/-3,687)","25,234","(+/-3,540)","33,009","(+/-4,869)","21,515","(+/-3,301)","27,040","(+/-3,563)","50,665","(+/-4,586)","30,250","(+/-3,877)","38,362","(+/-4,901)","31,418","(+/-3,588)","43,238","(+/-4,540)","29,710","(+/-3,554)","36,055","(+/-5,725)","32,063","(+/-4,033)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","2,448",(+/-896),"3,256","(+/-1,371)",455,(+/-235),"9,630","(+/-1,995)","19,358","(+/-3,368)","3,891","(+/-1,730)","3,275","(+/-1,443)","1,291",(+/-519),542,(+/-316),"1,731",(+/-924),"1,966","(+/-1,095)","2,406","(+/-1,082)","4,384","(+/-1,426)",506,(+/-467)
Workers,"Commuting to Work",Walked,"4,860","(+/-1,515)","5,506","(+/-1,171)","4,831","(+/-1,362)","3,343",(+/-972),"13,705","(+/-2,685)","3,953","(+/-1,209)","4,261","(+/-1,310)","3,322","(+/-1,284)","4,762","(+/-1,163)","5,325","(+/-1,377)","5,187","(+/-1,515)","5,591","(+/-1,546)","1,805",(+/-765),"2,254",(+/-830)
Workers,"Commuting to Work","Other means","5,539","(+/-1,406)","5,492","(+/-1,728)","5,588","(+/-1,674)","7,120","(+/-2,435)","9,082","(+/-2,405)","5,550","(+/-1,546)","8,113","(+/-1,894)","4,704","(+/-1,853)","6,715","(+/-1,629)","6,979","(+/-2,053)","9,453","(+/-2,665)","9,038","(+/-2,213)","4,898","(+/-1,356)","5,324","(+/-1,376)"
Workers,"Commuting to Work","Worked from home","36,133","(+/-4,366)","29,149","(+/-3,052)","45,750","(+/-3,580)","80,049","(+/-5,525)","112,859","(+/-7,205)","133,232","(+/-6,432)","72,992","(+/-5,316)","25,863","(+/-3,218)","47,722","(+/-3,847)","49,000","(+/-4,134)","88,686","(+/-6,370)","28,977","(+/-4,322)","61,745","(+/-5,390)","39,760","(+/-4,278)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",25.2,(+/-0.7),22.6,(+/-0.9),30.3,(+/-1.2),32.2,(+/-1.0),27.6,(+/-1.0),29.8,(+/-0.9),32.3,(+/-0.9),23.1,(+/-0.8),28.8,(+/-0.8),30.5,(+/-0.9),29.3,(+/-0.8),25.2,(+/-0.7),30.2,(+/-0.9),27.7,(+/-0.8)
Workers,Occupation,"Civilian employed population 16 years and over","349,656","(+/-6,159)","305,163","(+/-7,247)","361,710","(+/-7,218)","394,226","(+/-9,474)","417,636","(+/-11,738)","418,471","(+/-7,872)","404,727","(+/-8,951)","333,363","(+/-7,563)","374,898","(+/-9,983)","388,596","(+/-8,447)","434,489","(+/-8,882)","336,007","(+/-7,761)","390,106","(+/-12,015)","364,128","(+/-8,133)"
Workers,Occupation,"Management, business, science, and arts occupations","128,108","(+/-6,634)","98,720","(+/-5,590)","136,004","(+/-6,391)","176,181","(+/-7,084)","245,098","(+/-8,470)","242,527","(+/-8,263)","170,560","(+/-6,206)","114,866","(+/-5,986)","144,921","(+/-6,749)","150,204","(+/-6,313)","194,971","(+/-7,758)","118,110","(+/-6,539)","139,130","(+/-7,585)","123,618","(+/-6,664)"
Workers,Occupation,"Service occupations","60,818","(+/-5,059)","55,749","(+/-4,323)","56,527","(+/-5,293)","54,865","(+/-5,434)","47,337","(+/-4,447)","43,472","(+/-4,474)","62,991","(+/-5,112)","55,164","(+/-4,428)","50,470","(+/-4,475)","52,971","(+/-4,396)","58,763","(+/-4,782)","63,744","(+/-5,320)","56,665","(+/-6,095)","49,436","(+/-4,893)"
Workers,Occupation,"Sales and office occupations","72,092","(+/-4,977)","67,590","(+/-5,033)","78,476","(+/-5,204)","84,309","(+/-6,460)","72,406","(+/-6,920)","85,348","(+/-5,537)","78,775","(+/-5,425)","71,491","(+/-5,678)","77,572","(+/-5,136)","87,167","(+/-5,166)","96,107","(+/-6,211)","63,383","(+/-4,959)","89,032","(+/-7,425)","76,082","(+/-5,107)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","31,542","(+/-3,275)","25,103","(+/-2,615)","31,142","(+/-3,085)","17,803","(+/-2,470)","15,099","(+/-2,630)","16,460","(+/-2,390)","37,755","(+/-3,798)","35,511","(+/-3,109)","37,745","(+/-3,318)","35,912","(+/-2,900)","36,980","(+/-4,057)","34,950","(+/-3,462)","30,969","(+/-4,247)","37,986","(+/-3,673)"
Workers,Occupation,"Production, transportation, and material moving occupations","57,096","(+/-4,316)","58,001","(+/-4,935)","59,561","(+/-4,856)","61,068","(+/-5,274)","37,696","(+/-4,522)","30,664","(+/-3,405)","54,646","(+/-4,315)","56,331","(+/-4,789)","64,190","(+/-5,029)","62,342","(+/-4,610)","47,668","(+/-4,437)","55,820","(+/-4,976)","74,310","(+/-6,637)","77,006","(+/-4,788)"
Workers,Industry,"Civilian employed population 16 years and over","349,656","(+/-6,159)","305,163","(+/-7,247)","361,710","(+/-7,218)","394,226","(+/-9,474)","417,636","(+/-11,738)","418,471","(+/-7,872)","404,727","(+/-8,951)","333,363","(+/-7,563)","374,898","(+/-9,983)","388,596","(+/-8,447)","434,489","(+/-8,882)","336,007","(+/-7,761)","390,106","(+/-12,015)","364,128","(+/-8,133)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","3,884","(+/-1,295)","6,360","(+/-1,115)","2,371",(+/-863),894,(+/-568),905,(+/-457),"1,435",(+/-704),709,(+/-381),"10,638","(+/-2,086)","4,136","(+/-1,106)","3,758","(+/-1,221)",977,(+/-507),"5,713","(+/-1,638)",868,(+/-431),"3,339","(+/-1,077)"
Workers,Industry,Construction,"21,289","(+/-2,803)","16,447","(+/-2,293)","25,037","(+/-3,146)","18,084","(+/-2,509)","14,181","(+/-2,518)","22,975","(+/-3,042)","38,078","(+/-3,553)","19,747","(+/-3,124)","37,064","(+/-3,585)","27,101","(+/-2,996)","35,700","(+/-4,148)","26,085","(+/-3,464)","25,384","(+/-3,617)","31,324","(+/-3,894)"
Workers,Industry,Manufacturing,"34,948","(+/-4,146)","36,432","(+/-4,136)","52,426","(+/-4,629)","31,819","(+/-4,350)","22,355","(+/-2,962)","32,116","(+/-3,072)","34,541","(+/-3,691)","34,221","(+/-4,154)","51,589","(+/-3,507)","44,644","(+/-4,276)","40,856","(+/-4,046)","33,222","(+/-3,737)","31,283","(+/-4,422)","68,937","(+/-4,304)"
Workers,Industry,"Wholesale trade","7,840","(+/-1,716)","5,327","(+/-1,310)","9,144","(+/-1,992)","8,497","(+/-1,959)","10,330","(+/-2,075)","10,319","(+/-1,501)","11,288","(+/-2,007)","5,795","(+/-1,577)","9,451","(+/-1,716)","11,506","(+/-2,053)","11,855","(+/-2,064)","4,615","(+/-1,264)","9,770","(+/-2,561)","8,390","(+/-1,966)"
Workers,Industry,"Retail trade","44,302","(+/-4,418)","38,049","(+/-4,091)","39,752","(+/-3,969)","39,023","(+/-4,599)","38,449","(+/-5,001)","42,744","(+/-3,452)","48,635","(+/-4,825)","40,678","(+/-4,118)","47,448","(+/-4,485)","48,336","(+/-5,136)","51,228","(+/-4,629)","37,285","(+/-4,175)","42,238","(+/-4,403)","41,993","(+/-4,089)"
Workers,Industry,"Transportation and warehousing, and utilities","29,528","(+/-3,096)","21,779","(+/-2,899)","32,837","(+/-3,739)","34,243","(+/-4,033)","30,940","(+/-4,301)","20,933","(+/-3,009)","27,172","(+/-3,241)","23,319","(+/-3,296)","20,122","(+/-2,972)","29,869","(+/-4,020)","25,809","(+/-3,417)","26,484","(+/-3,494)","51,196","(+/-5,103)","28,404","(+/-3,171)"
Workers,Industry,Information,"5,625","(+/-1,442)","3,927","(+/-1,365)","5,494","(+/-1,322)","14,309","(+/-2,867)","15,745","(+/-3,016)","19,360","(+/-2,578)","8,607","(+/-1,757)","3,680","(+/-1,418)","6,074","(+/-1,207)","5,327","(+/-1,585)","12,940","(+/-2,118)","6,039","(+/-1,810)","8,165","(+/-2,018)","5,982","(+/-1,594)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","15,288","(+/-2,163)","19,150","(+/-2,695)","18,825","(+/-2,781)","29,118","(+/-3,292)","37,007","(+/-4,239)","39,043","(+/-2,993)","26,422","(+/-3,033)","18,003","(+/-2,685)","20,931","(+/-2,809)","21,149","(+/-2,758)","32,196","(+/-3,443)","16,054","(+/-2,389)","24,983","(+/-3,735)","18,380","(+/-2,807)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","38,501","(+/-3,891)","27,387","(+/-3,187)","37,158","(+/-3,667)","60,976","(+/-4,681)","89,471","(+/-5,956)","94,162","(+/-5,499)","64,565","(+/-5,009)","29,710","(+/-3,316)","43,493","(+/-3,861)","37,434","(+/-4,327)","67,741","(+/-5,676)","33,318","(+/-3,835)","45,427","(+/-4,995)","33,133","(+/-4,031)"
Workers,Industry,"Educational services, and health care and social assistance","75,646","(+/-4,842)","66,581","(+/-4,982)","70,843","(+/-4,873)","81,606","(+/-5,881)","87,566","(+/-5,339)","74,649","(+/-4,808)","73,368","(+/-5,787)","78,398","(+/-4,728)","74,074","(+/-4,071)","91,843","(+/-5,615)","83,413","(+/-5,581)","78,772","(+/-4,831)","76,001","(+/-6,074)","69,557","(+/-5,040)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","36,062","(+/-4,493)","27,728","(+/-3,894)","31,463","(+/-4,002)","36,058","(+/-4,532)","38,045","(+/-3,988)","31,562","(+/-3,682)","34,229","(+/-3,698)","24,942","(+/-2,948)","30,874","(+/-3,177)","31,125","(+/-3,906)","36,736","(+/-4,270)","33,315","(+/-3,657)","28,779","(+/-4,499)","21,933","(+/-3,461)"
Workers,Industry,"Other services, except public administration","15,137","(+/-2,083)","14,746","(+/-2,329)","15,767","(+/-2,376)","15,626","(+/-2,564)","17,150","(+/-2,825)","20,333","(+/-2,453)","24,245","(+/-3,828)","16,458","(+/-2,291)","17,902","(+/-2,309)","16,200","(+/-2,471)","20,156","(+/-2,977)","17,216","(+/-2,922)","22,668","(+/-3,527)","20,367","(+/-2,472)"
Workers,Industry,"Public administration","21,606","(+/-2,803)","21,250","(+/-3,054)","20,593","(+/-2,754)","23,973","(+/-3,397)","15,492","(+/-2,177)","8,840","(+/-1,588)","12,868","(+/-1,964)","27,774","(+/-3,156)","11,740","(+/-2,049)","20,304","(+/-3,073)","14,882","(+/-2,328)","17,889","(+/-2,795)","23,344","(+/-3,640)","12,389","(+/-2,176)"
Workers,"Class of Worker","Civilian employed population 16 years and over","349,656","(+/-6,159)","305,163","(+/-7,247)","361,710","(+/-7,218)","394,226","(+/-9,474)","417,636","(+/-11,738)","418,471","(+/-7,872)","404,727","(+/-8,951)","333,363","(+/-7,563)","374,898","(+/-9,983)","388,596","(+/-8,447)","434,489","(+/-8,882)","336,007","(+/-7,761)","390,106","(+/-12,015)","364,128","(+/-8,133)"
Workers,"Class of Worker","Private wage and salary workers","266,825","(+/-7,118)","236,377","(+/-8,164)","290,381","(+/-6,875)","313,196","(+/-10,368)","350,354","(+/-11,288)","357,430","(+/-7,654)","331,850","(+/-8,683)","250,078","(+/-7,397)","308,288","(+/-9,515)","296,285","(+/-7,937)","357,666","(+/-8,917)","253,464","(+/-8,316)","307,918","(+/-10,507)","296,243","(+/-7,920)"
Workers,"Class of Worker","Government workers","56,914","(+/-4,457)","51,778","(+/-4,165)","54,808","(+/-4,072)","57,973","(+/-5,147)","47,210","(+/-4,330)","38,429","(+/-3,458)","43,023","(+/-3,873)","63,782","(+/-4,778)","41,620","(+/-3,005)","70,760","(+/-5,357)","50,680","(+/-4,285)","62,549","(+/-5,515)","61,226","(+/-6,628)","46,341","(+/-4,246)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","25,058","(+/-3,250)","16,873","(+/-2,171)","16,067","(+/-2,362)","22,081","(+/-2,867)","19,921","(+/-2,896)","21,840","(+/-2,910)","28,422","(+/-3,607)","19,106","(+/-2,808)","23,794","(+/-2,881)","20,735","(+/-2,501)","25,891","(+/-3,149)","18,677","(+/-2,606)","20,854","(+/-3,409)","21,245","(+/-3,126)"
Workers,"Class of Worker","Unpaid family workers",859,(+/-451),135,(+/-148),454,(+/-300),976,(+/-588),151,(+/-211),772,(+/-439),"1,432",(+/-881),397,(+/-382),"1,196",(+/-522),816,(+/-476),252,(+/-249),"1,317",(+/-734),108,(+/-144),299,(+/-220)
Housing,"Housing Occupancy","Total housing units","346,821","(+/-1,068)","344,291","(+/-4,080)","316,715","(+/-3,640)","324,411","(+/-4,140)","384,081","(+/-7,405)","300,801","(+/-5,625)","275,597","(+/-3,506)","332,854","(+/-4,074)","331,385","(+/-4,701)","318,548","(+/-3,615)","322,491","(+/-3,742)","331,767","(+/-1,349)","302,899","(+/-7,593)","306,495","(+/-2,704)"
Housing,"Housing Occupancy","Occupied housing units","305,467","(+/-4,151)","293,246","(+/-5,216)","293,678","(+/-4,483)","283,013","(+/-5,100)","342,091","(+/-6,981)","285,806","(+/-5,218)","265,535","(+/-4,059)","290,610","(+/-4,818)","284,888","(+/-5,501)","291,917","(+/-4,491)","305,248","(+/-4,267)","282,769","(+/-4,797)","281,689","(+/-6,250)","286,510","(+/-3,896)"
Housing,"Housing Occupancy","Vacant housing units","41,354","(+/-3,917)","51,045","(+/-3,354)","23,037","(+/-3,205)","41,398","(+/-3,717)","41,990","(+/-4,022)","14,995","(+/-2,143)","10,062","(+/-2,132)","42,244","(+/-3,240)","46,497","(+/-3,826)","26,631","(+/-2,933)","17,243","(+/-2,727)","48,998","(+/-4,275)","21,210","(+/-3,155)","19,985","(+/-2,982)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.2,(+/-0.6),1.6,(+/-0.5),0.7,(+/-0.4),1.8,(+/-0.7),1.3,(+/-0.5),0.5,(+/-0.3),0.8,(+/-0.4),1.0,(+/-0.4),1.0,(+/-0.4),1.2,(+/-0.5),0.7,(+/-0.4),0.9,(+/-0.5),1.7,(+/-0.6),0.6,(+/-0.4)
Housing,"Housing Occupancy","Rental vacancy rate",6.0,(+/-1.5),6.3,(+/-1.2),4.3,(+/-1.6),8.6,(+/-1.8),7.4,(+/-1.2),8.9,(+/-2.3),4.2,(+/-1.6),5.1,(+/-1.3),5.8,(+/-1.8),2.8,(+/-1.2),4.9,(+/-1.3),6.9,(+/-1.3),7.4,(+/-1.9),5.6,(+/-1.8)
Housing,"Housing Tenure","Occupied housing units","305,467","(+/-4,151)","293,246","(+/-5,216)","293,678","(+/-4,483)","283,013","(+/-5,100)","342,091","(+/-6,981)","285,806","(+/-5,218)","265,535","(+/-4,059)","290,610","(+/-4,818)","284,888","(+/-5,501)","291,917","(+/-4,491)","305,248","(+/-4,267)","282,769","(+/-4,797)","281,689","(+/-6,250)","286,510","(+/-3,896)"
Housing,"Housing Tenure",Owner-occupied,"195,794","(+/-5,007)","164,991","(+/-5,133)","212,083","(+/-4,971)","173,810","(+/-5,826)","164,365","(+/-5,739)","229,130","(+/-5,335)","172,697","(+/-5,412)","190,584","(+/-4,809)","213,787","(+/-4,860)","212,264","(+/-4,948)","197,423","(+/-4,589)","177,454","(+/-4,567)","181,586","(+/-6,792)","209,917","(+/-5,553)"
