Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Other services (except public administration)","10,094",G,"10,954",G
Business,"Paid employees for pay period including March 12","Industries not classified",26,H,28,J
Business,"Annual payroll ($1,000)","Total for all sectors","11,262,322",G,"12,403,127",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","19,312",G,"8,678",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","655,350",H,"649,948",H
Business,"Annual payroll ($1,000)",Utilities,"228,747",H,"327,320",H
Business,"Annual payroll ($1,000)",Construction,"744,610",G,"610,561",G
Business,"Annual payroll ($1,000)",Manufacturing,"1,078,181",G,"1,804,469",G
Business,"Annual payroll ($1,000)","Wholesale trade","512,348",G,"422,698",G
Business,"Annual payroll ($1,000)","Retail trade","1,161,455",G,"1,159,521",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","334,337",G,"426,959",H
Business,"Annual payroll ($1,000)",Information,"230,176",H,"179,659",G
Business,"Annual payroll ($1,000)","Finance and insurance","499,668",G,"450,049",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","117,938",G,"112,850",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","595,031",G,"713,920",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","140,481",G,"207,954",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","543,190",G,"438,537",G
Business,"Annual payroll ($1,000)","Educational services","52,816",H,"223,585",H
Business,"Annual payroll ($1,000)","Health care and social assistance","3,412,935",G,"3,698,106",H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","56,532",G,"61,061",G
Business,"Annual payroll ($1,000)","Accommodation and food services","560,143",G,"586,055",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","318,433",G,"320,869",G
Business,"Annual payroll ($1,000)","Industries not classified",639,H,328,G
Business,"Total Establishments","Total for all sectors","17,459",X,"17,462",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",154,X,72,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",214,X,209,X
Business,"Total Establishments",Utilities,139,X,104,X
Business,"Total Establishments",Construction,"1,479",X,"1,563",X
Business,"Total Establishments",Manufacturing,531,X,534,X
Business,"Total Establishments","Wholesale trade",716,X,545,X
Business,"Total Establishments","Retail trade","2,883",X,"2,727",X
Business,"Total Establishments","Transportation and warehousing",571,X,547,X
Business,"Total Establishments",Information,333,X,281,X
Business,"Total Establishments","Finance and insurance",975,X,954,X
Business,"Total Establishments","Real estate and rental and leasing",676,X,683,X
Business,"Total Establishments","Professional, scientific, and technical services","1,255",X,"1,304",X
Business,"Total Establishments","Management of companies and enterprises",113,X,99,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",726,X,778,X
Business,"Total Establishments","Educational services",116,X,153,X
Business,"Total Establishments","Health care and social assistance","2,536",X,"2,370",X
Business,"Total Establishments","Arts, entertainment, and recreation",327,X,406,X
Business,"Total Establishments","Accommodation and food services","1,658",X,"1,956",X
Business,"Total Establishments","Other services (except public administration)","2,039",X,"2,157",X
Business,"Total Establishments","Industries not classified",18,X,20,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
