Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","12,802","(+/-1,644)","11,921","(+/-1,676)","11,182","(+/-1,782)","12,126","(+/-1,549)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","24,553","(+/-2,392)","27,044","(+/-2,402)","22,034","(+/-2,660)","26,849","(+/-2,475)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","27,962","(+/-2,592)","25,312","(+/-2,171)","20,993","(+/-2,178)","24,350","(+/-1,933)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","38,589","(+/-2,991)","41,356","(+/-2,957)","43,356","(+/-3,434)","39,238","(+/-2,678)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","62,663","(+/-3,424)","60,549","(+/-2,749)","59,687","(+/-4,058)","61,491","(+/-3,617)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","47,391","(+/-3,372)","46,811","(+/-2,957)","44,822","(+/-3,670)","49,491","(+/-3,011)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","55,292","(+/-2,910)","58,183","(+/-2,881)","59,742","(+/-3,429)","57,522","(+/-3,296)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","23,925","(+/-1,985)","24,486","(+/-1,935)","31,948","(+/-2,729)","22,806","(+/-2,098)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","21,839","(+/-2,151)","22,191","(+/-2,235)","32,854","(+/-2,696)","19,843","(+/-1,947)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","67,381","(+/-1,581)","67,862","(+/-1,675)","74,960","(+/-2,223)","68,755","(+/-1,668)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","88,611","(+/-2,611)","91,105","(+/-2,969)","102,186","(+/-2,378)","88,632","(+/-2,176)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","784,947","(+/-2,219)","784,066","(+/-1,593)","803,737","(+/-2,574)","780,587","(+/-2,469)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","744,572","(+/-4,589)","753,637","(+/-3,970)","765,976","(+/-5,066)","748,356","(+/-4,475)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","579,843","(+/-7,560)","571,372","(+/-8,490)","591,926","(+/-9,578)","569,651","(+/-7,427)"
Socioeconomic,"Health Insurance Coverage","With public coverage","285,899","(+/-7,294)","303,970","(+/-7,959)","279,276","(+/-8,604)","291,110","(+/-6,867)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","40,375","(+/-4,106)","30,429","(+/-4,043)","37,761","(+/-4,182)","32,231","(+/-3,270)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","185,383","(+/-2,012)","183,943","(+/-1,742)","203,072","(+/-2,211)","189,992","(+/-2,210)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","7,132","(+/-1,845)","7,300","(+/-2,315)","8,084","(+/-1,928)","5,882","(+/-1,390)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",6.8,(+/-0.8),7.1,(+/-0.9),6.7,(+/-1.1),6.4,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",11.1,(+/-1.7),10.9,(+/-1.5),11.3,(+/-2.1),9.8,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",15.8,(+/-5.4),11.4,(+/-4.3),8.7,(+/-3.7),14.1,(+/-4.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.7,(+/-0.5),3.6,(+/-0.7),2.7,(+/-0.7),2.9,(+/-0.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.9,(+/-0.9),3.5,(+/-1.2),3.9,(+/-1.5),3.0,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.2,(+/-2.8),5.4,(+/-3.9),2.8,(+/-2.4),3.1,(+/-2.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",24.5,(+/-4.5),22.5,(+/-4.0),23.1,(+/-4.6),23.7,(+/-4.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",32.4,(+/-6.4),30.0,(+/-5.5),30.1,(+/-6.0),29.9,(+/-5.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",48.5,(+/-14.7),29.6,(+/-14.5),36.1,(+/-17.4),34.7,(+/-12.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",11.9,(+/-0.8),11.1,(+/-0.8),9.9,(+/-1.0),10.9,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",11.8,(+/-1.7),12.9,(+/-1.5),12.5,(+/-2.4),11.6,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",11.5,(+/-1.7),12.4,(+/-1.6),12.2,(+/-2.4),11.4,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",12.0,(+/-2.7),14.8,(+/-3.3),13.5,(+/-3.1),14.9,(+/-3.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",11.3,(+/-1.9),11.6,(+/-1.6),11.8,(+/-2.5),10.2,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",11.9,(+/-0.8),10.6,(+/-0.8),9.0,(+/-0.8),10.8,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",8.7,(+/-1.2),9.6,(+/-1.2),6.6,(+/-1.0),8.9,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",7.0,(+/-0.8),7.6,(+/-0.9),7.4,(+/-1.3),7.1,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",27.7,(+/-1.9),22.9,(+/-2.0),19.2,(+/-1.8),24.7,(+/-1.5)
Education,"School Enrollment","Population 3 years and over enrolled in school","199,243","(+/-4,218)","185,199","(+/-4,063)","196,366","(+/-3,706)","199,349","(+/-3,327)"
Education,"School Enrollment","Nursery school, preschool","12,529","(+/-1,577)","12,588","(+/-1,633)","15,260","(+/-1,616)","11,723","(+/-1,625)"
Education,"School Enrollment",Kindergarten,"8,430","(+/-1,321)","9,875","(+/-1,389)","9,303","(+/-1,660)","10,002","(+/-1,718)"
Education,"School Enrollment","Elementary school (grades 1-8)","80,263","(+/-2,473)","79,448","(+/-2,193)","87,151","(+/-2,687)","77,625","(+/-2,495)"
Education,"School Enrollment","High school (grades 9-12)","40,881","(+/-1,907)","39,325","(+/-1,423)","46,988","(+/-2,413)","42,752","(+/-1,982)"
Education,"School Enrollment","College or graduate school","57,140","(+/-2,957)","43,963","(+/-3,131)","37,664","(+/-3,219)","57,247","(+/-2,705)"
Education,"Educational Attainment","Population 25 years and over","538,808","(+/-2,317)","541,307","(+/-2,198)","551,112","(+/-2,518)","528,284","(+/-2,558)"
Education,"Educational Attainment","Less than 9th grade","11,330","(+/-2,173)","9,654","(+/-1,472)","17,194","(+/-2,272)","15,156","(+/-1,735)"
Education,"Educational Attainment","9th to 12th grade, no diploma","21,787","(+/-1,987)","20,201","(+/-2,055)","20,497","(+/-2,786)","25,202","(+/-2,199)"
Education,"Educational Attainment","High school graduate (includes equivalency)","156,159","(+/-4,634)","172,997","(+/-5,638)","145,440","(+/-6,514)","163,248","(+/-4,955)"
Education,"Educational Attainment","Some college, no degree","105,372","(+/-5,127)","106,593","(+/-4,462)","104,605","(+/-5,267)","107,971","(+/-3,795)"
Education,"Educational Attainment","Associate's degree","63,221","(+/-4,155)","70,203","(+/-3,770)","56,101","(+/-4,293)","68,774","(+/-2,976)"
Education,"Educational Attainment","Bachelor's degree","113,821","(+/-4,347)","110,399","(+/-4,736)","139,391","(+/-5,704)","100,129","(+/-4,460)"
Education,"Educational Attainment","Graduate or professional degree","67,118","(+/-3,542)","51,260","(+/-3,293)","67,884","(+/-4,206)","47,804","(+/-2,742)"
Education,"Educational Attainment","Percent high school graduate or higher",93.9,(+/-0.5),94.5,(+/-0.5),93.2,(+/-0.6),92.4,(+/-0.5)
Education,"Educational Attainment","Percent bachelor's degree or higher",33.6,(+/-0.8),29.9,(+/-0.9),37.6,(+/-1.3),28.0,(+/-1.0)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","306,716",G,"337,247",G,"374,112",G,"288,413",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",409,H,658,H,235,G,"1,210",G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",555,H,804,G,322,G,417,J
Business,"Paid employees for pay period including March 12",Utilities,"1,712",H,"1,350",G,"2,271",J,"2,136",H
Business,"Paid employees for pay period including March 12",Construction,"15,891",G,"17,038",G,"19,185",G,"15,340",G
Business,"Paid employees for pay period including March 12",Manufacturing,"60,393",G,"61,918",G,"33,124",G,"60,336",G
Business,"Paid employees for pay period including March 12","Wholesale trade","12,016",G,"16,979",G,"19,724",G,"17,491",G
Business,"Paid employees for pay period including March 12","Retail trade","45,548",G,"48,415",G,"49,810",G,"42,326",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","13,153",G,"17,740",G,"19,398",G,"15,328",G
Business,"Paid employees for pay period including March 12",Information,"10,297",G,"6,362",H,"8,807",G,"4,963",G
Business,"Paid employees for pay period including March 12","Finance and insurance","10,201",G,"20,295",G,"50,242",G,"9,038",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","2,950",G,"2,661",G,"5,486",G,"3,441",H
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","11,172",G,"15,307",H,"24,383",G,"7,911",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","3,860",H,"4,874",G,"12,716",H,"3,052",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","14,621",G,"15,467",G,"19,630",G,"9,971",G
Business,"Paid employees for pay period including March 12","Educational services","8,052",G,"10,152",G,"7,077",G,"5,870",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","54,725",H,"54,468",G,"54,999",G,"49,973",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","3,282",G,"3,964",G,"3,876",G,"2,847",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","27,660",G,"26,156",G,"29,060",G,"25,673",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","10,209",G,"12,610",G,"13,754",G,"11,069",G
Business,"Paid employees for pay period including March 12","Industries not classified",10,J,29,J,13,J,21,J
Business,"Annual payroll ($1,000)","Total for all sectors","14,477,249",G,"17,262,392",G,"22,241,580",G,"13,401,381",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","23,201",H,"41,321",H,"14,510",H,"81,567",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","27,450",G,"57,992",H,"17,575",G,"34,224",J
Business,"Annual payroll ($1,000)",Utilities,"150,492",H,"137,967",G,"286,954",J,"192,815",H
Business,"Annual payroll ($1,000)",Construction,"1,066,099",G,"1,200,226",G,"1,412,620",G,"950,009",G
Business,"Annual payroll ($1,000)",Manufacturing,"3,889,329",G,"4,266,456",G,"1,872,632",G,"3,546,582",G
Business,"Annual payroll ($1,000)","Wholesale trade","701,904",G,"1,107,423",G,"1,358,594",G,"1,078,411",G
Business,"Annual payroll ($1,000)","Retail trade","1,302,224",G,"1,411,587",G,"1,459,995",G,"1,163,000",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","648,974",G,"882,362",G,"1,005,004",G,"766,304",G
Business,"Annual payroll ($1,000)",Information,"351,429",G,"395,392",G,"720,144",G,"378,225",G
Business,"Annual payroll ($1,000)","Finance and insurance","713,058",G,"1,527,945",G,"5,055,157",G,"601,652",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","133,433",G,"125,399",G,"325,970",G,"152,594",H
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","637,413",G,"1,133,090",G,"1,999,326",G,"465,739",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","388,238",H,"350,945",G,"1,200,278",H,"283,431",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","544,768",G,"631,486",G,"964,192",G,"356,528",G
Business,"Annual payroll ($1,000)","Educational services","265,404",H,"340,730",G,"212,242",G,"165,298",G
Business,"Annual payroll ($1,000)","Health care and social assistance","2,711,756",H,"2,713,284",G,"3,060,182",G,"2,298,854",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","70,845",G,"88,889",H,"103,375",G,"59,917",G
Business,"Annual payroll ($1,000)","Accommodation and food services","536,035",G,"476,219",G,"629,010",G,"490,582",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","315,029",G,"372,807",G,"543,387",G,"335,222",G
Business,"Annual payroll ($1,000)","Industries not classified",168,G,872,G,433,H,427,G
Business,"Total Establishments","Total for all sectors","19,421",X,"20,548",X,"21,028",X,"21,464",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",67,X,102,X,55,X,153,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",36,X,55,X,35,X,42,X
Business,"Total Establishments",Utilities,98,X,54,X,121,X,117,X
Business,"Total Establishments",Construction,"2,209",X,"2,176",X,"2,113",X,"2,443",X
Business,"Total Establishments",Manufacturing,846,X,987,X,599,X,988,X
Business,"Total Establishments","Wholesale trade","1,003",X,"1,246",X,"1,102",X,"1,333",X
Business,"Total Establishments","Retail trade","2,703",X,"2,865",X,"2,584",X,"2,905",X
Business,"Total Establishments","Transportation and warehousing",867,X,935,X,746,X,"1,467",X
Business,"Total Establishments",Information,336,X,394,X,418,X,391,X
Business,"Total Establishments","Finance and insurance","1,235",X,"1,446",X,"1,659",X,"1,475",X
Business,"Total Establishments","Real estate and rental and leasing",803,X,792,X,"1,147",X,772,X
Business,"Total Establishments","Professional, scientific, and technical services","1,443",X,"1,387",X,"2,210",X,"1,365",X
Business,"Total Establishments","Management of companies and enterprises",114,X,129,X,172,X,82,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",931,X,991,X,"1,108",X,951,X
Business,"Total Establishments","Educational services",189,X,210,X,232,X,179,X
Business,"Total Establishments","Health care and social assistance","2,174",X,"2,309",X,"2,266",X,"2,147",X
Business,"Total Establishments","Arts, entertainment, and recreation",374,X,364,X,347,X,380,X
Business,"Total Establishments","Accommodation and food services","1,889",X,"1,782",X,"1,812",X,"1,761",X
Business,"Total Establishments","Other services (except public administration)","2,091",X,"2,302",X,"2,285",X,"2,492",X
Business,"Total Establishments","Industries not classified",13,X,22,X,17,X,21,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
