Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","1,027",(+/-529),"1,710",(+/-620),"5,699","(+/-1,121)","8,579","(+/-1,348)","2,106",(+/-750),"11,130","(+/-1,404)","5,334","(+/-1,207)","9,190","(+/-1,570)"
Workers,Industry,Construction,"15,807","(+/-2,598)","24,797","(+/-2,540)","32,159","(+/-3,051)","28,198","(+/-2,562)","23,631","(+/-2,537)","26,910","(+/-2,278)","26,658","(+/-2,509)","26,673","(+/-2,477)"
Workers,Industry,Manufacturing,"34,235","(+/-2,897)","44,953","(+/-3,573)","46,495","(+/-3,014)","41,700","(+/-3,630)","37,301","(+/-3,560)","50,355","(+/-3,299)","43,923","(+/-3,699)","43,597","(+/-3,777)"
Workers,Industry,"Wholesale trade","8,979","(+/-2,146)","11,942","(+/-1,978)","8,126","(+/-1,407)","7,102","(+/-1,714)","6,995","(+/-1,451)","8,258","(+/-1,644)","7,751","(+/-1,866)","6,208","(+/-1,366)"
Workers,Industry,"Retail trade","36,282","(+/-4,278)","39,119","(+/-3,785)","45,166","(+/-3,712)","44,819","(+/-3,535)","40,173","(+/-3,822)","43,050","(+/-2,868)","49,792","(+/-3,450)","40,749","(+/-3,312)"
Workers,Industry,"Transportation and warehousing, and utilities","24,833","(+/-3,133)","17,188","(+/-2,192)","21,922","(+/-2,954)","20,370","(+/-2,239)","28,134","(+/-2,591)","26,379","(+/-2,740)","25,000","(+/-3,098)","22,688","(+/-2,549)"
Workers,Industry,Information,"6,531","(+/-1,431)","8,547","(+/-1,556)","5,902","(+/-1,412)","5,262","(+/-1,216)","7,480","(+/-1,220)","5,101","(+/-1,056)","4,486","(+/-1,128)","4,953","(+/-1,512)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","33,709","(+/-3,986)","39,061","(+/-3,327)","29,287","(+/-2,869)","20,427","(+/-2,297)","29,466","(+/-3,334)","24,192","(+/-2,599)","23,703","(+/-2,854)","18,152","(+/-2,443)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","48,505","(+/-4,223)","53,051","(+/-4,031)","36,815","(+/-3,014)","28,161","(+/-2,686)","56,369","(+/-3,706)","27,372","(+/-2,393)","35,796","(+/-3,199)","25,191","(+/-2,798)"
Workers,Industry,"Educational services, and health care and social assistance","101,521","(+/-5,784)","97,125","(+/-4,542)","91,611","(+/-5,088)","85,827","(+/-3,777)","86,106","(+/-5,821)","83,283","(+/-3,630)","84,153","(+/-4,833)","89,150","(+/-4,585)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","30,889","(+/-3,408)","27,435","(+/-3,235)","26,010","(+/-2,557)","26,377","(+/-2,811)","36,871","(+/-4,448)","25,920","(+/-2,445)","33,824","(+/-3,052)","28,502","(+/-3,111)"
Workers,Industry,"Other services, except public administration","17,829","(+/-2,421)","20,185","(+/-2,346)","15,658","(+/-2,224)","17,379","(+/-2,364)","17,497","(+/-2,405)","16,376","(+/-1,870)","19,520","(+/-2,408)","17,232","(+/-2,225)"
Workers,Industry,"Public administration","15,809","(+/-2,378)","11,073","(+/-1,763)","21,804","(+/-2,604)","18,409","(+/-2,453)","21,532","(+/-2,642)","17,140","(+/-1,854)","11,165","(+/-1,569)","13,944","(+/-1,990)"
Workers,"Class of Worker","Civilian employed population 16 years and over","375,956","(+/-7,462)","396,186","(+/-9,162)","386,654","(+/-7,659)","352,610","(+/-6,922)","393,661","(+/-6,844)","365,466","(+/-6,119)","371,105","(+/-6,511)","346,229","(+/-7,104)"
Workers,"Class of Worker","Private wage and salary workers","315,300","(+/-7,483)","337,861","(+/-8,433)","308,222","(+/-6,438)","269,823","(+/-7,295)","324,388","(+/-7,756)","292,026","(+/-6,155)","307,524","(+/-6,700)","271,890","(+/-7,026)"
Workers,"Class of Worker","Government workers","43,852","(+/-4,694)","37,549","(+/-3,490)","57,498","(+/-4,114)","56,328","(+/-3,926)","49,607","(+/-4,231)","50,495","(+/-3,671)","40,922","(+/-3,001)","48,655","(+/-3,564)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","16,411","(+/-2,308)","20,102","(+/-2,394)","20,312","(+/-2,659)","25,775","(+/-2,629)","18,833","(+/-2,812)","22,222","(+/-2,210)","22,290","(+/-2,335)","24,616","(+/-2,608)"
Workers,"Class of Worker","Unpaid family workers",393,(+/-319),674,(+/-656),622,(+/-411),684,(+/-367),833,(+/-666),723,(+/-313),369,(+/-261),"1,068",(+/-501)
Housing,"Housing Occupancy","Total housing units","389,914","(+/-4,129)","327,451","(+/-4,532)","347,761","(+/-4,153)","354,783","(+/-2,830)","367,125","(+/-2,431)","336,930","(+/-2,148)","355,385","(+/-1,167)","346,946","(+/-2,211)"
Housing,"Housing Occupancy","Occupied housing units","341,720","(+/-5,918)","312,808","(+/-5,177)","309,149","(+/-4,597)","300,797","(+/-4,740)","338,568","(+/-3,378)","294,576","(+/-3,546)","316,115","(+/-3,757)","308,099","(+/-3,964)"
Housing,"Housing Occupancy","Vacant housing units","48,194","(+/-4,058)","14,643","(+/-2,283)","38,612","(+/-3,670)","53,986","(+/-3,473)","28,557","(+/-2,754)","42,354","(+/-3,220)","39,270","(+/-3,484)","38,847","(+/-3,504)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.3,(+/-0.5),0.7,(+/-0.3),0.8,(+/-0.4),0.8,(+/-0.3),0.4,(+/-0.3),0.6,(+/-0.2),1.2,(+/-0.4),1.1,(+/-0.5)
Housing,"Housing Occupancy","Rental vacancy rate",6.5,(+/-1.4),4.1,(+/-1.5),4.8,(+/-1.4),6.4,(+/-1.9),4.9,(+/-1.0),5.0,(+/-1.5),3.4,(+/-1.2),6.0,(+/-1.7)
Housing,"Housing Tenure","Occupied housing units","341,720","(+/-5,918)","312,808","(+/-5,177)","309,149","(+/-4,597)","300,797","(+/-4,740)","338,568","(+/-3,378)","294,576","(+/-3,546)","316,115","(+/-3,757)","308,099","(+/-3,964)"
Housing,"Housing Tenure",Owner-occupied,"185,867","(+/-5,579)","239,437","(+/-4,780)","227,798","(+/-5,269)","215,450","(+/-5,371)","196,197","(+/-5,045)","211,205","(+/-4,766)","206,161","(+/-4,939)","222,685","(+/-4,538)"
Housing,"Housing Tenure",Renter-occupied,"155,853","(+/-6,065)","73,371","(+/-4,704)","81,351","(+/-4,279)","85,347","(+/-4,028)","142,371","(+/-4,760)","83,371","(+/-3,958)","109,954","(+/-4,609)","85,414","(+/-4,318)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.27,(+/-0.06),2.60,(+/-0.04),2.55,(+/-0.04),2.63,(+/-0.05),2.46,(+/-0.04),2.67,(+/-0.04),2.55,(+/-0.04),2.53,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",1.90,(+/-0.07),1.99,(+/-0.10),2.03,(+/-0.08),2.20,(+/-0.08),1.97,(+/-0.05),2.17,(+/-0.07),2.19,(+/-0.06),2.21,(+/-0.07)
Housing,"Year Householder Moved into Unit","Occupied housing units","341,720","(+/-5,918)","312,808","(+/-5,177)","309,149","(+/-4,597)","300,797","(+/-4,740)","338,568","(+/-3,378)","294,576","(+/-3,546)","316,115","(+/-3,757)","308,099","(+/-3,964)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","62,434","(+/-4,506)","47,493","(+/-3,873)","54,076","(+/-3,605)","51,934","(+/-3,408)","72,388","(+/-3,873)","46,474","(+/-3,064)","58,889","(+/-4,736)","48,598","(+/-3,521)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","79,332","(+/-5,043)","64,164","(+/-3,792)","69,735","(+/-3,335)","69,901","(+/-4,460)","84,855","(+/-4,844)","66,399","(+/-3,651)","80,848","(+/-4,130)","67,420","(+/-3,844)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","85,161","(+/-4,855)","80,169","(+/-3,664)","76,045","(+/-3,972)","77,557","(+/-3,934)","80,511","(+/-3,963)","75,496","(+/-3,723)","79,714","(+/-4,182)","74,563","(+/-3,711)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","49,037","(+/-3,576)","52,268","(+/-3,622)","48,548","(+/-3,058)","50,328","(+/-3,096)","46,736","(+/-3,499)","50,574","(+/-2,729)","49,961","(+/-3,027)","53,752","(+/-3,583)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","27,989","(+/-2,598)","33,528","(+/-2,474)","33,269","(+/-2,668)","27,557","(+/-2,101)","24,969","(+/-2,455)","29,277","(+/-2,019)","25,211","(+/-2,709)","28,770","(+/-2,538)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","37,767","(+/-3,096)","35,186","(+/-2,085)","27,476","(+/-2,517)","23,520","(+/-2,030)","29,109","(+/-2,236)","26,356","(+/-1,501)","21,492","(+/-2,016)","34,996","(+/-2,256)"
Housing,Value,"Owner-occupied units","185,867","(+/-5,579)","239,437","(+/-4,780)","227,798","(+/-5,269)","215,450","(+/-5,371)","196,197","(+/-5,045)","211,205","(+/-4,766)","206,161","(+/-4,939)","222,685","(+/-4,538)"
Housing,Value,"Less than $50,000","12,850","(+/-2,221)","6,666","(+/-1,228)","14,532","(+/-1,754)","18,939","(+/-2,039)","10,925","(+/-1,818)","18,973","(+/-1,739)","15,063","(+/-2,147)","26,341","(+/-2,288)"
Housing,Value,"$50,000 to $99,999","29,717","(+/-3,234)","5,176","(+/-1,057)","10,875","(+/-1,323)","22,339","(+/-2,086)","16,989","(+/-1,979)","28,144","(+/-2,062)","20,255","(+/-1,758)","32,979","(+/-2,743)"
Housing,Value,"$100,000 to $149,999","32,923","(+/-3,046)","12,396","(+/-1,695)","20,390","(+/-2,186)","30,233","(+/-2,356)","25,708","(+/-2,716)","27,533","(+/-1,987)","27,404","(+/-2,682)","34,161","(+/-3,228)"
Housing,Value,"$150,000 to $199,999","29,476","(+/-3,007)","25,415","(+/-2,449)","33,692","(+/-2,966)","33,120","(+/-2,742)","33,891","(+/-2,763)","28,280","(+/-2,153)","36,525","(+/-2,510)","39,618","(+/-2,832)"
Housing,Value,"$200,000 to $299,999","37,635","(+/-3,312)","59,958","(+/-3,127)","64,594","(+/-3,268)","46,514","(+/-2,962)","52,126","(+/-3,321)","50,241","(+/-2,767)","52,914","(+/-3,299)","44,943","(+/-2,849)"
Housing,Value,"$300,000 to $499,999","25,995","(+/-2,720)","80,553","(+/-3,635)","63,456","(+/-3,487)","45,032","(+/-2,729)","41,174","(+/-3,006)","39,357","(+/-2,424)","38,643","(+/-2,723)","33,400","(+/-2,348)"
Housing,Value,"$500,000 to $999,999","13,310","(+/-1,954)","41,735","(+/-2,849)","17,629","(+/-2,244)","15,827","(+/-1,928)","13,711","(+/-1,655)","16,713","(+/-1,950)","13,002","(+/-1,830)","10,045","(+/-1,503)"
Housing,Value,"$1,000,000 or more","3,961",(+/-882),"7,538","(+/-1,315)","2,630",(+/-848),"3,446",(+/-805),"1,673",(+/-557),"1,964",(+/-578),"2,355",(+/-808),"1,198",(+/-456)
Housing,Value,"Median (dollars)","173,600","(+/-6,154)","322,100","(+/-7,090)","253,000","(+/-4,895)","206,600","(+/-7,024)","219,300","(+/-5,943)","205,300","(+/-5,403)","206,500","(+/-5,173)","169,500","(+/-3,296)"
Housing,"Mortgage Status","Owner-occupied units","185,867","(+/-5,579)","239,437","(+/-4,780)","227,798","(+/-5,269)","215,450","(+/-5,371)","196,197","(+/-5,045)","211,205","(+/-4,766)","206,161","(+/-4,939)","222,685","(+/-4,538)"
Housing,"Mortgage Status","Housing units with a mortgage","119,972","(+/-4,995)","154,735","(+/-4,326)","141,677","(+/-4,671)","125,648","(+/-4,450)","122,037","(+/-5,010)","120,605","(+/-4,016)","119,452","(+/-4,447)","121,406","(+/-4,247)"
Housing,"Mortgage Status","Housing units without a mortgage","65,895","(+/-4,665)","84,702","(+/-3,331)","86,121","(+/-3,777)","89,802","(+/-3,320)","74,160","(+/-3,473)","90,600","(+/-3,336)","86,709","(+/-3,804)","101,279","(+/-4,016)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","119,972","(+/-4,995)","154,735","(+/-4,326)","141,677","(+/-4,671)","125,648","(+/-4,450)","122,037","(+/-5,010)","120,605","(+/-4,016)","119,452","(+/-4,447)","121,406","(+/-4,247)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","1,076",(+/-575),"1,270",(+/-517),"1,448",(+/-510),"1,256",(+/-449),761,(+/-412),"1,512",(+/-434),"1,294",(+/-568),"3,035",(+/-948)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","28,142","(+/-3,098)","14,220","(+/-1,766)","25,236","(+/-1,958)","35,166","(+/-2,775)","20,293","(+/-2,276)","28,123","(+/-2,273)","36,030","(+/-2,895)","44,076","(+/-3,577)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","44,286","(+/-3,501)","41,736","(+/-2,586)","47,852","(+/-3,344)","45,380","(+/-3,044)","43,112","(+/-3,046)","40,661","(+/-2,865)","46,756","(+/-3,262)","42,707","(+/-3,493)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","20,120","(+/-2,765)","39,510","(+/-3,047)","37,563","(+/-2,773)","23,372","(+/-2,291)","28,040","(+/-2,793)","26,843","(+/-2,112)","20,767","(+/-2,179)","18,200","(+/-2,333)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","12,475","(+/-2,156)","23,724","(+/-2,286)","17,437","(+/-1,909)","11,714","(+/-2,053)","16,972","(+/-2,223)","12,681","(+/-1,659)","7,681","(+/-1,339)","8,182","(+/-1,577)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","5,517","(+/-1,374)","13,611","(+/-1,742)","7,797","(+/-1,284)","4,162",(+/-868),"5,405","(+/-1,037)","5,955","(+/-1,084)","3,663",(+/-974),"3,004",(+/-846)
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","8,356","(+/-1,244)","20,664","(+/-2,226)","4,344",(+/-928),"4,598",(+/-945),"7,454","(+/-1,422)","4,830",(+/-944),"3,261",(+/-828),"2,202",(+/-737)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,317",(+/-35),"1,731",(+/-31),"1,464",(+/-25),"1,256",(+/-34),"1,463",(+/-34),"1,371",(+/-29),"1,213",(+/-26),"1,153",(+/-34)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","65,895","(+/-4,665)","84,702","(+/-3,331)","86,121","(+/-3,777)","89,802","(+/-3,320)","74,160","(+/-3,473)","90,600","(+/-3,336)","86,709","(+/-3,804)","101,279","(+/-4,016)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","4,583","(+/-1,170)","2,571",(+/-654),"6,948","(+/-1,074)","10,102","(+/-1,397)","3,335",(+/-664),"8,784",(+/-996),"9,145","(+/-1,533)","17,324","(+/-2,074)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","12,147","(+/-1,901)","9,746","(+/-1,225)","20,409","(+/-2,199)","23,846","(+/-2,059)","11,919","(+/-1,460)","24,163","(+/-1,828)","21,822","(+/-2,024)","32,408","(+/-2,257)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","23,808","(+/-2,847)","25,359","(+/-2,157)","30,609","(+/-2,774)","31,817","(+/-2,400)","28,882","(+/-2,726)","31,254","(+/-2,041)","32,313","(+/-2,826)","33,199","(+/-2,964)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","12,710","(+/-1,985)","22,068","(+/-2,141)","17,368","(+/-1,936)","13,993","(+/-1,603)","12,930","(+/-1,432)","16,151","(+/-1,631)","15,561","(+/-1,600)","11,432","(+/-1,477)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","5,428",(+/-995),"11,909","(+/-1,569)","6,057","(+/-1,069)","5,537","(+/-1,118)","8,817","(+/-1,313)","5,540",(+/-959),"4,519","(+/-1,138)","3,679",(+/-740)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","7,219","(+/-1,281)","13,049","(+/-1,505)","4,730","(+/-1,193)","4,507",(+/-864),"8,277","(+/-1,258)","4,708",(+/-992),"3,349",(+/-884),"3,237",(+/-788)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",536,(+/-18),638,(+/-17),500,(+/-13),463,(+/-11),550,(+/-12),472,(+/-9),468,(+/-11),404,(+/-12)
Housing,"Gross Rent","Occupied units paying rent","150,369","(+/-5,881)","70,164","(+/-4,667)","75,850","(+/-4,123)","78,815","(+/-4,118)","137,539","(+/-4,811)","74,909","(+/-3,794)","103,023","(+/-4,497)","76,189","(+/-3,981)"
Housing,"Gross Rent","Less than $500","11,162","(+/-2,300)","2,161",(+/-759),"7,040","(+/-1,509)","10,084","(+/-1,613)","9,659","(+/-1,855)","11,863","(+/-1,435)","9,780","(+/-1,538)","14,214","(+/-1,965)"
Housing,"Gross Rent","$500 to $999","60,992","(+/-4,191)","22,334","(+/-2,719)","33,681","(+/-3,116)","37,724","(+/-3,188)","44,434","(+/-3,530)","36,629","(+/-2,708)","57,789","(+/-3,537)","47,405","(+/-3,287)"
Housing,"Gross Rent","$1,000 to $1,499","55,062","(+/-5,354)","29,336","(+/-3,086)","23,285","(+/-2,741)","22,392","(+/-2,172)","55,356","(+/-4,387)","18,115","(+/-2,558)","29,153","(+/-2,867)","11,036","(+/-1,819)"
Housing,"Gross Rent","$1,500 to $1,999","17,183","(+/-2,604)","9,604","(+/-1,580)","8,203","(+/-1,675)","6,022","(+/-1,170)","20,811","(+/-3,628)","5,484","(+/-1,199)","4,646","(+/-1,245)","2,404","(+/-1,029)"
Housing,"Gross Rent","$2,000 to $2,499","2,738","(+/-1,003)","3,258","(+/-1,316)","2,367",(+/-891),"2,021",(+/-911),"4,936","(+/-1,460)","2,312","(+/-1,013)",945,(+/-540),601,(+/-473)
Housing,"Gross Rent","$2,500 to $2,999","1,683",(+/-878),566,(+/-353),555,(+/-420),218,(+/-171),548,(+/-349),365,(+/-248),256,(+/-191),197,(+/-201)
Housing,"Gross Rent","$3,000 or more","1,549",(+/-819),"2,905",(+/-919),719,(+/-342),354,(+/-246),"1,795",(+/-710),141,(+/-151),454,(+/-453),332,(+/-294)
Housing,"Gross Rent","Median (dollars)","1,022",(+/-29),"1,180",(+/-39),963,(+/-29),890,(+/-26),"1,115",(+/-21),845,(+/-26),866,(+/-21),745,(+/-19)
Housing,"Gross Rent","No rent paid","5,484","(+/-1,377)","3,207",(+/-969),"5,501","(+/-1,125)","6,532","(+/-1,156)","4,832","(+/-1,251)","8,462","(+/-1,377)","6,931","(+/-1,384)","9,225","(+/-1,656)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","341,720","(+/-5,918)","312,808","(+/-5,177)","309,149","(+/-4,597)","300,797","(+/-4,740)","338,568","(+/-3,378)","294,576","(+/-3,546)","316,115","(+/-3,757)","308,099","(+/-3,964)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","25,986","(+/-3,046)","9,871","(+/-1,606)","13,652","(+/-1,968)","15,297","(+/-2,229)","24,611","(+/-2,988)","18,282","(+/-2,009)","14,921","(+/-1,873)","21,588","(+/-2,400)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","18,635","(+/-2,654)","6,031","(+/-1,482)","10,327","(+/-1,962)","15,087","(+/-1,916)","14,628","(+/-2,082)","12,107","(+/-1,710)","16,773","(+/-2,149)","17,566","(+/-1,755)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","29,822","(+/-3,429)","14,085","(+/-1,789)","19,059","(+/-2,503)","23,636","(+/-2,456)","24,026","(+/-2,684)","21,843","(+/-1,759)","30,193","(+/-2,898)","31,659","(+/-2,700)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","30,777","(+/-3,351)","18,141","(+/-2,363)","20,756","(+/-2,030)","25,010","(+/-2,465)","28,091","(+/-2,652)","23,935","(+/-2,169)","32,325","(+/-2,986)","35,594","(+/-3,240)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","42,926","(+/-4,260)","28,465","(+/-2,486)","34,807","(+/-3,270)","39,318","(+/-2,898)","45,078","(+/-3,736)","34,946","(+/-2,440)","45,702","(+/-3,346)","38,094","(+/-3,104)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","61,496","(+/-5,087)","46,255","(+/-3,436)","55,044","(+/-3,476)","58,364","(+/-3,251)","66,244","(+/-3,837)","52,670","(+/-3,334)","58,710","(+/-3,649)","52,781","(+/-3,515)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","40,200","(+/-3,411)","38,113","(+/-2,978)","44,937","(+/-3,597)","44,047","(+/-3,809)","42,190","(+/-3,510)","41,609","(+/-3,027)","46,003","(+/-3,765)","40,111","(+/-2,866)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","45,851","(+/-3,491)","64,547","(+/-3,601)","58,170","(+/-3,342)","48,484","(+/-3,030)","50,472","(+/-3,980)","51,789","(+/-3,200)","44,286","(+/-3,246)","43,848","(+/-2,870)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","22,143","(+/-2,482)","37,253","(+/-3,020)","28,469","(+/-2,597)","16,932","(+/-1,870)","22,101","(+/-2,555)","19,086","(+/-2,110)","14,911","(+/-1,897)","14,052","(+/-2,112)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","23,884","(+/-2,601)","50,047","(+/-3,143)","23,928","(+/-2,260)","14,622","(+/-1,725)","21,127","(+/-2,340)","18,309","(+/-1,763)","12,291","(+/-1,474)","12,806","(+/-1,549)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","57,762","(+/-1,932)","96,915","(+/-3,028)","75,478","(+/-2,199)","62,213","(+/-1,742)","61,184","(+/-1,650)","66,176","(+/-1,980)","56,419","(+/-2,074)","53,903","(+/-1,903)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","84,002","(+/-2,839)","131,455","(+/-4,421)","96,723","(+/-2,301)","79,985","(+/-2,472)","82,905","(+/-2,427)","87,147","(+/-2,520)","73,750","(+/-2,042)","73,219","(+/-2,678)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","733,427","(+/-10,354)","770,578","(+/-12,893)","760,276","(+/-10,866)","753,571","(+/-6,975)","767,606","(+/-6,403)","750,604","(+/-5,180)","776,325","(+/-3,427)","758,946","(+/-6,405)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","678,101","(+/-10,463)","737,914","(+/-12,043)","708,495","(+/-11,652)","680,809","(+/-9,492)","688,733","(+/-8,246)","679,753","(+/-7,094)","690,584","(+/-6,782)","686,199","(+/-8,500)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","486,379","(+/-11,883)","615,724","(+/-12,791)","573,800","(+/-12,468)","504,650","(+/-11,642)","510,087","(+/-10,725)","526,196","(+/-9,628)","487,621","(+/-7,998)","470,349","(+/-10,672)"
Socioeconomic,"Health Insurance Coverage","With public coverage","268,163","(+/-10,694)","205,536","(+/-6,050)","227,509","(+/-7,733)","280,259","(+/-9,540)","253,237","(+/-10,429)","242,588","(+/-6,015)","296,573","(+/-7,775)","310,791","(+/-8,236)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","55,326","(+/-4,989)","32,664","(+/-4,091)","51,781","(+/-4,753)","72,762","(+/-6,433)","78,873","(+/-6,690)","70,851","(+/-5,786)","85,741","(+/-6,516)","72,747","(+/-4,958)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","164,210","(+/-6,138)","181,101","(+/-7,452)","167,638","(+/-6,168)","189,863","(+/-4,742)","181,358","(+/-4,672)","185,826","(+/-3,431)","185,725","(+/-2,735)","185,911","(+/-3,935)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","6,700","(+/-2,052)","4,426","(+/-1,605)","7,031","(+/-1,633)","13,727","(+/-2,468)","12,613","(+/-2,716)","16,240","(+/-2,783)","12,495","(+/-2,415)","10,116","(+/-1,660)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",12.9,(+/-1.9),3.4,(+/-0.7),5.6,(+/-0.8),9.1,(+/-1.0),9.8,(+/-1.3),8.8,(+/-1.0),9.8,(+/-1.1),11.1,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",22.4,(+/-3.7),4.6,(+/-1.2),8.3,(+/-1.4),12.5,(+/-1.7),15.4,(+/-2.5),13.0,(+/-1.8),15.5,(+/-1.9),18.4,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",17.1,(+/-6.7),9.1,(+/-4.9),8.4,(+/-4.4),14.5,(+/-5.9),9.5,(+/-3.9),9.4,(+/-3.9),13.2,(+/-4.8),13.2,(+/-4.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.8,(+/-1.0),2.2,(+/-0.5),3.1,(+/-0.6),5.5,(+/-0.9),4.2,(+/-0.8),4.4,(+/-0.7),5.8,(+/-1.0),6.7,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.7,(+/-2.3),2.6,(+/-1.1),2.8,(+/-0.9),5.7,(+/-1.5),5.2,(+/-1.7),4.0,(+/-1.0),7.1,(+/-1.6),11.3,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",11.7,(+/-6.8),3.4,(+/-2.8),1.1,(+/-1.1),4.7,(+/-3.2),3.7,(+/-3.2),2.5,(+/-2.1),6.1,(+/-5.7),7.6,(+/-4.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",28.3,(+/-4.7),10.8,(+/-3.8),20.8,(+/-4.5),23.4,(+/-3.6),24.5,(+/-3.7),28.8,(+/-4.3),25.0,(+/-4.7),29.1,(+/-3.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",37.7,(+/-6.6),14.3,(+/-6.1),31.1,(+/-6.7),30.8,(+/-5.2),31.6,(+/-5.4),38.1,(+/-5.5),33.0,(+/-6.3),37.3,(+/-5.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",39.3,(+/-18.2),48.8,(+/-26.4),55.3,(+/-20.5),47.3,(+/-21.3),21.7,(+/-13.1),42.2,(+/-17.8),33.0,(+/-13.0),27.0,(+/-11.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",17.7,(+/-1.6),5.7,(+/-0.7),9.8,(+/-0.8),13.2,(+/-0.9),14.6,(+/-1.3),13.6,(+/-1.1),14.5,(+/-1.1),16.5,(+/-1.0)
