Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Accommodation and food services","28,727",G,"23,616",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","10,745",G,"9,641",G
Business,"Paid employees for pay period including March 12","Industries not classified",20,G,26,G
Business,"Annual payroll ($1,000)","Total for all sectors","18,668,907",G,"15,113,259",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","5,766",H,"30,388",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","8,603",G,"9,434",H
Business,"Annual payroll ($1,000)",Utilities,"230,938",H,"103,586",H
Business,"Annual payroll ($1,000)",Construction,"1,202,440",G,"1,099,547",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,383,341",G,"2,255,850",G
Business,"Annual payroll ($1,000)","Wholesale trade","1,113,310",G,"946,395",G
Business,"Annual payroll ($1,000)","Retail trade","1,753,017",G,"1,658,719",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","508,119",G,"268,047",G
Business,"Annual payroll ($1,000)",Information,"910,917",G,"555,121",G
Business,"Annual payroll ($1,000)","Finance and insurance","2,445,112",H,"680,780",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","302,079",G,"173,240",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","1,869,081",G,"1,519,158",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","500,861",H,"336,146",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","778,871",G,"565,103",G
Business,"Annual payroll ($1,000)","Educational services","443,861",H,"711,701",H
Business,"Annual payroll ($1,000)","Health care and social assistance","2,804,266",G,"3,023,481",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","178,327",G,"155,398",G
Business,"Annual payroll ($1,000)","Accommodation and food services","789,371",G,"629,132",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","439,778",G,"390,934",G
Business,"Annual payroll ($1,000)","Industries not classified",849,G,"1,099",H
Business,"Total Establishments","Total for all sectors","19,850",X,"18,447",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",34,X,104,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",17,X,19,X
Business,"Total Establishments",Utilities,48,X,66,X
Business,"Total Establishments",Construction,"2,371",X,"2,360",X
Business,"Total Establishments",Manufacturing,810,X,927,X
Business,"Total Establishments","Wholesale trade",873,X,794,X
Business,"Total Establishments","Retail trade","2,909",X,"2,800",X
Business,"Total Establishments","Transportation and warehousing",440,X,421,X
Business,"Total Establishments",Information,360,X,339,X
Business,"Total Establishments","Finance and insurance","1,095",X,835,X
Business,"Total Establishments","Real estate and rental and leasing",800,X,710,X
Business,"Total Establishments","Professional, scientific, and technical services","1,953",X,"1,644",X
Business,"Total Establishments","Management of companies and enterprises",108,X,94,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,319",X,"1,177",X
Business,"Total Establishments","Educational services",310,X,340,X
Business,"Total Establishments","Health care and social assistance","1,907",X,"1,793",X
Business,"Total Establishments","Arts, entertainment, and recreation",447,X,386,X
Business,"Total Establishments","Accommodation and food services","2,064",X,"1,777",X
Business,"Total Establishments","Other services (except public administration)","1,963",X,"1,835",X
Business,"Total Establishments","Industries not classified",22,X,26,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
