Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Other services (except public administration)","7,924",G,"8,558",G
Business,"Paid employees for pay period including March 12","Industries not classified",41,J,15,J
Business,"Annual payroll ($1,000)","Total for all sectors","9,119,984",G,"8,805,187",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","53,507",G,"41,001",J
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","70,794",H,"419,148",H
Business,"Annual payroll ($1,000)",Utilities,"133,244",J,"144,870",G
Business,"Annual payroll ($1,000)",Construction,"1,119,561",G,"811,235",G
Business,"Annual payroll ($1,000)",Manufacturing,"647,388",G,"536,549",G
Business,"Annual payroll ($1,000)","Wholesale trade","360,555",G,"554,708",G
Business,"Annual payroll ($1,000)","Retail trade","1,142,086",G,"920,937",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","268,664",G,"335,082",G
Business,"Annual payroll ($1,000)",Information,"337,171",G,"173,451",G
Business,"Annual payroll ($1,000)","Finance and insurance","552,365",G,"694,543",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","180,890",G,"122,374",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","764,485",G,"540,315",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","153,018",H,"155,450",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","355,959",G,"249,334",G
Business,"Annual payroll ($1,000)","Educational services","91,130",G,"88,766",G
Business,"Annual payroll ($1,000)","Health care and social assistance","1,791,781",G,"2,147,071",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","142,349",G,"102,031",G
Business,"Annual payroll ($1,000)","Accommodation and food services","664,219",G,"471,238",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","289,719",G,"296,862",G
Business,"Annual payroll ($1,000)","Industries not classified","1,099",H,222,G
Business,"Total Establishments","Total for all sectors","22,378",X,"17,969",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",250,X,102,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",70,X,235,X
Business,"Total Establishments",Utilities,68,X,131,X
Business,"Total Establishments",Construction,"3,900",X,"2,412",X
Business,"Total Establishments",Manufacturing,847,X,534,X
Business,"Total Establishments","Wholesale trade",690,X,816,X
Business,"Total Establishments","Retail trade","2,362",X,"2,208",X
Business,"Total Establishments","Transportation and warehousing",664,X,729,X
Business,"Total Establishments",Information,377,X,301,X
Business,"Total Establishments","Finance and insurance",961,X,992,X
Business,"Total Establishments","Real estate and rental and leasing","1,455",X,945,X
Business,"Total Establishments","Professional, scientific, and technical services","2,509",X,"1,542",X
Business,"Total Establishments","Management of companies and enterprises",56,X,62,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,225",X,839,X
Business,"Total Establishments","Educational services",264,X,166,X
Business,"Total Establishments","Health care and social assistance","2,288",X,"1,852",X
Business,"Total Establishments","Arts, entertainment, and recreation",660,X,653,X
Business,"Total Establishments","Accommodation and food services","1,996",X,"1,719",X
Business,"Total Establishments","Other services (except public administration)","1,710",X,"1,713",X
Business,"Total Establishments","Industries not classified",26,X,18,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
