Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,Industry,"Civilian employed population 16 years and over","434,357","(+/-5,652)","405,666","(+/-7,556)","348,219","(+/-5,902)","398,897","(+/-7,229)","353,286","(+/-6,305)","397,161","(+/-6,319)","393,914","(+/-6,492)","399,644","(+/-8,453)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","4,463","(+/-1,331)","5,405","(+/-1,555)","11,756","(+/-2,001)","12,540","(+/-2,023)","1,393",(+/-641),"3,383","(+/-1,242)","5,160","(+/-1,188)","7,773","(+/-1,877)"
Workers,Industry,Construction,"28,687","(+/-3,340)","23,811","(+/-3,237)","35,133","(+/-3,561)","30,331","(+/-3,139)","27,759","(+/-3,451)","32,812","(+/-3,488)","29,277","(+/-2,947)","43,508","(+/-4,353)"
Workers,Industry,Manufacturing,"26,332","(+/-3,497)","34,224","(+/-3,287)","18,866","(+/-2,857)","33,008","(+/-3,339)","22,698","(+/-2,516)","24,872","(+/-2,973)","30,354","(+/-3,087)","35,533","(+/-4,232)"
Workers,Industry,"Wholesale trade","4,944","(+/-1,030)","7,076","(+/-1,584)","5,394","(+/-1,287)","8,437","(+/-1,552)","4,522","(+/-1,296)","9,426","(+/-2,237)","7,711","(+/-1,548)","9,699","(+/-1,806)"
Workers,Industry,"Retail trade","41,237","(+/-3,515)","36,932","(+/-3,745)","42,003","(+/-3,581)","38,562","(+/-3,323)","39,868","(+/-4,139)","42,273","(+/-4,031)","39,724","(+/-3,722)","49,517","(+/-4,089)"
Workers,Industry,"Transportation and warehousing, and utilities","21,750","(+/-3,111)","14,912","(+/-2,118)","20,571","(+/-2,857)","19,873","(+/-2,427)","19,187","(+/-3,015)","26,825","(+/-3,385)","19,877","(+/-2,728)","30,845","(+/-3,539)"
Workers,Industry,Information,"16,817","(+/-2,303)","9,691","(+/-1,519)","4,545","(+/-1,089)","14,226","(+/-2,192)","9,422","(+/-2,032)","12,263","(+/-2,018)","11,730","(+/-1,804)","6,617","(+/-1,283)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","36,168","(+/-3,226)","24,062","(+/-2,974)","18,633","(+/-2,551)","33,706","(+/-2,809)","25,630","(+/-2,964)","35,984","(+/-3,144)","29,529","(+/-3,139)","21,861","(+/-2,703)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","94,705","(+/-5,677)","72,190","(+/-5,086)","40,739","(+/-3,447)","60,402","(+/-3,908)","51,856","(+/-4,047)","60,154","(+/-3,848)","69,553","(+/-4,728)","44,461","(+/-4,401)"
Workers,Industry,"Educational services, and health care and social assistance","93,000","(+/-5,564)","92,249","(+/-5,581)","75,380","(+/-4,381)","81,524","(+/-4,374)","83,771","(+/-4,390)","83,576","(+/-4,675)","75,458","(+/-4,567)","75,831","(+/-5,305)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","33,944","(+/-3,722)","50,840","(+/-4,799)","37,681","(+/-3,893)","29,489","(+/-3,325)","30,345","(+/-3,031)","34,898","(+/-3,027)","37,119","(+/-3,520)","34,608","(+/-3,938)"
Workers,Industry,"Other services, except public administration","18,286","(+/-2,647)","19,364","(+/-3,192)","18,541","(+/-2,768)","18,487","(+/-2,592)","17,368","(+/-2,366)","16,072","(+/-2,738)","20,011","(+/-2,669)","21,013","(+/-3,714)"
Workers,Industry,"Public administration","14,024","(+/-2,260)","14,910","(+/-1,882)","18,977","(+/-2,267)","18,312","(+/-2,425)","19,467","(+/-2,628)","14,623","(+/-1,838)","18,411","(+/-1,911)","18,378","(+/-2,377)"
Workers,"Class of Worker","Civilian employed population 16 years and over","434,357","(+/-5,652)","405,666","(+/-7,556)","348,219","(+/-5,902)","398,897","(+/-7,229)","353,286","(+/-6,305)","397,161","(+/-6,319)","393,914","(+/-6,492)","399,644","(+/-8,453)"
Workers,"Class of Worker","Private wage and salary workers","363,181","(+/-7,183)","314,573","(+/-8,284)","257,571","(+/-6,621)","317,523","(+/-7,354)","279,048","(+/-7,347)","330,066","(+/-6,870)","315,847","(+/-7,064)","320,960","(+/-8,520)"
Workers,"Class of Worker","Government workers","52,799","(+/-4,895)","62,410","(+/-4,440)","59,286","(+/-4,689)","54,426","(+/-4,201)","54,173","(+/-4,274)","46,388","(+/-3,401)","52,621","(+/-3,946)","55,900","(+/-4,514)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","18,274","(+/-2,495)","28,553","(+/-2,852)","31,020","(+/-3,353)","25,947","(+/-2,909)","19,704","(+/-2,671)","20,439","(+/-2,811)","24,569","(+/-2,861)","22,211","(+/-3,198)"
Workers,"Class of Worker","Unpaid family workers",103,(+/-100),130,(+/-231),342,(+/-226),"1,001",(+/-763),361,(+/-281),268,(+/-231),877,(+/-600),573,(+/-446)
Housing,"Housing Occupancy","Total housing units","365,104","(+/-1,148)","375,031","(+/-3,561)","354,820","(+/-2,219)","293,235","(+/-3,896)","301,230",(+/-535),"295,597","(+/-3,172)","330,033","(+/-2,809)","275,155","(+/-2,794)"
Housing,"Housing Occupancy","Occupied housing units","338,611","(+/-4,066)","307,462","(+/-3,888)","311,504","(+/-3,775)","280,819","(+/-3,742)","290,416","(+/-2,057)","285,131","(+/-3,278)","305,673","(+/-3,132)","264,968","(+/-3,030)"
Housing,"Housing Occupancy","Vacant housing units","26,493","(+/-3,759)","67,569","(+/-3,680)","43,316","(+/-3,399)","12,416","(+/-2,248)","10,814","(+/-1,973)","10,466","(+/-2,044)","24,360","(+/-2,835)","10,187","(+/-1,968)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.1,(+/-0.6),0.9,(+/-0.4),0.7,(+/-0.4),0.3,(+/-0.2),0.5,(+/-0.4),0.3,(+/-0.2),0.7,(+/-0.4),0.8,(+/-0.5)
Housing,"Housing Occupancy","Rental vacancy rate",5.8,(+/-1.4),8.7,(+/-1.5),4.4,(+/-1.6),3.6,(+/-1.7),2.7,(+/-1.1),4.4,(+/-1.3),4.9,(+/-1.4),4.5,(+/-1.8)
Housing,"Housing Tenure","Occupied housing units","338,611","(+/-4,066)","307,462","(+/-3,888)","311,504","(+/-3,775)","280,819","(+/-3,742)","290,416","(+/-2,057)","285,131","(+/-3,278)","305,673","(+/-3,132)","264,968","(+/-3,030)"
Housing,"Housing Tenure",Owner-occupied,"166,472","(+/-4,489)","192,257","(+/-4,764)","226,464","(+/-5,428)","217,259","(+/-4,176)","186,663","(+/-4,151)","185,000","(+/-4,204)","214,227","(+/-4,456)","195,967","(+/-5,108)"
Housing,"Housing Tenure",Renter-occupied,"172,139","(+/-5,312)","115,205","(+/-4,768)","85,040","(+/-5,323)","63,560","(+/-3,308)","103,753","(+/-4,263)","100,131","(+/-3,755)","91,446","(+/-4,450)","69,001","(+/-4,745)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.31,(+/-0.05),2.43,(+/-0.04),2.38,(+/-0.04),2.75,(+/-0.04),2.58,(+/-0.04),2.59,(+/-0.06),2.42,(+/-0.04),2.85,(+/-0.06)
Housing,"Housing Tenure","Average household size of renter-occupied unit",1.86,(+/-0.05),2.05,(+/-0.06),2.06,(+/-0.07),2.19,(+/-0.09),2.22,(+/-0.07),2.34,(+/-0.10),2.04,(+/-0.07),2.50,(+/-0.14)
Housing,"Year Householder Moved into Unit","Occupied housing units","338,611","(+/-4,066)","307,462","(+/-3,888)","311,504","(+/-3,775)","280,819","(+/-3,742)","290,416","(+/-2,057)","285,131","(+/-3,278)","305,673","(+/-3,132)","264,968","(+/-3,030)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","104,865","(+/-4,985)","74,675","(+/-3,995)","50,899","(+/-3,376)","54,748","(+/-4,087)","72,297","(+/-5,372)","62,734","(+/-4,101)","62,653","(+/-3,956)","51,069","(+/-4,446)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","88,617","(+/-4,361)","78,580","(+/-4,395)","76,675","(+/-4,471)","69,265","(+/-4,133)","77,931","(+/-4,375)","70,044","(+/-3,601)","69,731","(+/-4,445)","64,550","(+/-4,249)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","73,910","(+/-4,566)","69,908","(+/-3,613)","78,746","(+/-4,167)","76,579","(+/-3,888)","65,826","(+/-4,317)","69,710","(+/-3,765)","77,766","(+/-4,313)","76,249","(+/-5,004)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","36,815","(+/-3,077)","41,844","(+/-2,697)","51,714","(+/-3,642)","46,522","(+/-2,975)","39,680","(+/-2,659)","42,811","(+/-3,075)","42,603","(+/-2,794)","39,926","(+/-3,205)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","17,478","(+/-2,255)","27,254","(+/-2,449)","29,662","(+/-2,444)","22,605","(+/-2,196)","20,180","(+/-1,990)","22,852","(+/-1,693)","29,713","(+/-2,386)","18,541","(+/-2,505)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","16,926","(+/-1,812)","15,201","(+/-1,537)","23,808","(+/-2,062)","11,100","(+/-1,216)","14,502","(+/-1,690)","16,980","(+/-1,689)","23,207","(+/-1,792)","14,633","(+/-1,517)"
Housing,Value,"Owner-occupied units","166,472","(+/-4,489)","192,257","(+/-4,764)","226,464","(+/-5,428)","217,259","(+/-4,176)","186,663","(+/-4,151)","185,000","(+/-4,204)","214,227","(+/-4,456)","195,967","(+/-5,108)"
Housing,Value,"Less than $50,000","2,078",(+/-693),"5,288","(+/-1,382)","10,477","(+/-1,708)","6,382","(+/-1,211)","6,502","(+/-1,526)","5,488","(+/-1,405)","4,148","(+/-1,195)","8,957","(+/-1,605)"
Housing,Value,"$50,000 to $99,999","1,174",(+/-538),"3,525","(+/-1,385)","10,307","(+/-1,582)","5,473","(+/-1,021)","2,310",(+/-782),"2,131",(+/-716),"2,741",(+/-908),"5,676","(+/-1,787)"
Housing,Value,"$100,000 to $149,999",821,(+/-612),"1,650",(+/-737),"8,107","(+/-1,029)","4,320",(+/-870),"1,759",(+/-644),"1,556",(+/-560),"1,853",(+/-886),"2,639",(+/-952)
Housing,Value,"$150,000 to $199,999","2,773",(+/-976),"1,554",(+/-797),"17,751","(+/-2,415)","3,904",(+/-942),"2,132",(+/-740),"3,236",(+/-884),"2,974",(+/-873),"1,761",(+/-709)
Housing,Value,"$200,000 to $299,999","9,798","(+/-1,568)","5,566","(+/-1,207)","42,156","(+/-3,282)","13,136","(+/-1,753)","14,622","(+/-2,273)","9,444","(+/-1,775)","9,213","(+/-1,762)","11,462","(+/-1,822)"
Housing,Value,"$300,000 to $499,999","45,953","(+/-3,252)","39,441","(+/-3,033)","71,054","(+/-3,695)","45,073","(+/-3,157)","82,101","(+/-4,123)","59,886","(+/-3,602)","47,904","(+/-3,109)","84,281","(+/-4,713)"
Housing,Value,"$500,000 to $999,999","76,865","(+/-3,727)","90,132","(+/-3,721)","49,567","(+/-3,261)","115,003","(+/-4,185)","68,697","(+/-3,925)","87,273","(+/-3,600)","121,348","(+/-4,284)","75,766","(+/-3,867)"
Housing,Value,"$1,000,000 or more","27,010","(+/-2,318)","45,101","(+/-3,157)","17,045","(+/-2,057)","23,968","(+/-2,201)","8,540","(+/-1,390)","15,986","(+/-1,594)","24,046","(+/-2,290)","5,425","(+/-1,364)"
Housing,Value,"Median (dollars)","599,100","(+/-12,353)","674,900","(+/-13,880)","359,700","(+/-7,999)","598,200","(+/-7,686)","464,200","(+/-7,487)","541,800","(+/-11,280)","613,400","(+/-8,656)","466,400","(+/-6,179)"
Housing,"Mortgage Status","Owner-occupied units","166,472","(+/-4,489)","192,257","(+/-4,764)","226,464","(+/-5,428)","217,259","(+/-4,176)","186,663","(+/-4,151)","185,000","(+/-4,204)","214,227","(+/-4,456)","195,967","(+/-5,108)"
Housing,"Mortgage Status","Housing units with a mortgage","125,907","(+/-4,914)","126,348","(+/-4,931)","136,025","(+/-4,819)","158,033","(+/-5,000)","130,705","(+/-4,086)","132,976","(+/-4,474)","142,969","(+/-4,563)","140,830","(+/-5,704)"
Housing,"Mortgage Status","Housing units without a mortgage","40,565","(+/-2,782)","65,909","(+/-4,204)","90,439","(+/-3,678)","59,226","(+/-2,870)","55,958","(+/-3,439)","52,024","(+/-2,746)","71,258","(+/-3,196)","55,137","(+/-4,048)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","125,907","(+/-4,914)","126,348","(+/-4,931)","136,025","(+/-4,819)","158,033","(+/-5,000)","130,705","(+/-4,086)","132,976","(+/-4,474)","142,969","(+/-4,563)","140,830","(+/-5,704)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",810,(+/-600),792,(+/-385),"1,367",(+/-601),715,(+/-356),"1,077",(+/-501),"1,479",(+/-849),935,(+/-549),"1,007",(+/-515)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","4,770",(+/-969),"4,210","(+/-1,313)","19,597","(+/-2,583)","7,382","(+/-1,230)","7,154","(+/-1,360)","5,352",(+/-998),"5,658","(+/-1,303)","6,061","(+/-1,479)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","20,429","(+/-2,501)","17,325","(+/-2,012)","41,303","(+/-3,605)","17,199","(+/-2,144)","28,229","(+/-2,597)","19,558","(+/-1,973)","20,409","(+/-2,300)","22,098","(+/-2,815)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","28,768","(+/-2,821)","25,174","(+/-2,914)","33,582","(+/-2,549)","29,862","(+/-2,606)","33,519","(+/-2,583)","31,462","(+/-2,684)","31,397","(+/-3,169)","32,518","(+/-3,405)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","23,644","(+/-2,645)","25,105","(+/-2,488)","20,040","(+/-2,803)","34,897","(+/-2,682)","31,976","(+/-3,173)","29,942","(+/-2,563)","32,169","(+/-2,626)","36,006","(+/-3,576)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","14,975","(+/-1,768)","19,455","(+/-2,356)","8,243","(+/-1,499)","29,009","(+/-2,625)","13,752","(+/-1,871)","18,979","(+/-2,098)","23,051","(+/-2,580)","22,442","(+/-3,225)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","32,511","(+/-2,845)","34,287","(+/-3,074)","11,893","(+/-1,884)","38,969","(+/-2,983)","14,998","(+/-1,915)","26,204","(+/-2,327)","29,350","(+/-2,593)","20,698","(+/-2,614)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","2,173",(+/-63),"2,312",(+/-55),"1,574",(+/-33),"2,342",(+/-39),"1,934",(+/-44),"2,144",(+/-42),"2,203",(+/-46),"2,121",(+/-46)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","40,565","(+/-2,782)","65,909","(+/-4,204)","90,439","(+/-3,678)","59,226","(+/-2,870)","55,958","(+/-3,439)","52,024","(+/-2,746)","71,258","(+/-3,196)","55,137","(+/-4,048)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","1,363",(+/-551),"2,060",(+/-945),"9,800","(+/-1,426)","2,334",(+/-623),"2,437",(+/-785),"1,716",(+/-773),"3,279",(+/-966),"2,657",(+/-944)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","5,336","(+/-1,396)","6,806","(+/-1,551)","28,126","(+/-2,523)","6,847","(+/-1,097)","9,657","(+/-1,595)","4,707","(+/-1,175)","8,978","(+/-1,503)","8,220","(+/-1,738)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","11,742","(+/-1,630)","14,114","(+/-1,702)","26,954","(+/-2,535)","14,846","(+/-1,555)","18,958","(+/-2,098)","13,439","(+/-1,682)","19,697","(+/-2,165)","16,360","(+/-2,041)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","9,957","(+/-1,431)","16,916","(+/-2,172)","12,434","(+/-1,698)","16,323","(+/-1,983)","12,518","(+/-1,619)","15,066","(+/-1,965)","19,582","(+/-1,853)","12,624","(+/-1,762)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","6,256","(+/-1,474)","12,250","(+/-1,629)","6,637","(+/-1,408)","9,707","(+/-1,560)","7,262","(+/-1,928)","8,309","(+/-1,376)","9,223","(+/-1,196)","6,961","(+/-1,708)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","5,911","(+/-1,124)","13,763","(+/-1,899)","6,488","(+/-1,053)","9,169","(+/-1,446)","5,126","(+/-1,230)","8,787","(+/-1,481)","10,499","(+/-1,325)","8,315","(+/-1,576)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",634,(+/-30),707,(+/-27),446,(+/-13),661,(+/-16),567,(+/-23),676,(+/-18),639,(+/-23),605,(+/-27)
Housing,"Gross Rent","Occupied units paying rent","169,549","(+/-5,288)","112,186","(+/-4,640)","78,365","(+/-5,361)","60,601","(+/-3,217)","100,324","(+/-4,108)","98,223","(+/-3,591)","88,859","(+/-4,501)","66,634","(+/-4,714)"
Housing,"Gross Rent","Less than $500","11,095","(+/-2,099)","2,975",(+/-878),"6,387","(+/-1,273)","2,251",(+/-746),"1,619",(+/-793),"2,458",(+/-821),"3,255",(+/-976),"2,911","(+/-1,242)"
Housing,"Gross Rent","$500 to $999","11,281","(+/-2,036)","9,147","(+/-2,004)","25,669","(+/-2,778)","9,719","(+/-1,373)","10,954","(+/-2,048)","3,975","(+/-1,117)","7,910","(+/-1,841)","8,004","(+/-1,921)"
Housing,"Gross Rent","$1,000 to $1,499","42,560","(+/-3,652)","28,467","(+/-3,416)","23,709","(+/-3,254)","9,398","(+/-1,629)","32,282","(+/-2,675)","24,816","(+/-2,746)","19,382","(+/-2,443)","17,527","(+/-2,605)"
Housing,"Gross Rent","$1,500 to $1,999","47,352","(+/-3,533)","34,338","(+/-3,484)","14,142","(+/-2,175)","19,009","(+/-2,299)","32,866","(+/-3,273)","35,973","(+/-2,884)","30,552","(+/-3,388)","23,480","(+/-3,315)"
Housing,"Gross Rent","$2,000 to $2,499","28,834","(+/-3,468)","19,785","(+/-2,928)","5,466","(+/-1,525)","10,723","(+/-1,499)","15,798","(+/-2,065)","19,013","(+/-2,390)","16,707","(+/-2,317)","10,149","(+/-2,038)"
Housing,"Gross Rent","$2,500 to $2,999","13,494","(+/-2,069)","8,821","(+/-1,523)","1,199",(+/-699),"5,105","(+/-1,152)","4,587","(+/-1,451)","7,877","(+/-1,705)","7,159","(+/-1,442)","2,444",(+/-838)
Housing,"Gross Rent","$3,000 or more","14,933","(+/-2,328)","8,653","(+/-1,909)","1,793",(+/-887),"4,396","(+/-1,069)","2,218","(+/-1,056)","4,111","(+/-1,123)","3,894",(+/-982),"2,119",(+/-959)
Housing,"Gross Rent","Median (dollars)","1,709",(+/-39),"1,726",(+/-41),"1,140",(+/-45),"1,735",(+/-41),"1,581",(+/-40),"1,748",(+/-33),"1,727",(+/-35),"1,604",(+/-48)
Housing,"Gross Rent","No rent paid","2,590",(+/-951),"3,019",(+/-844),"6,675","(+/-1,471)","2,959",(+/-803),"3,429",(+/-982),"1,908",(+/-804),"2,587",(+/-740),"2,367",(+/-900)
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","338,611","(+/-4,066)","307,462","(+/-3,888)","311,504","(+/-3,775)","280,819","(+/-3,742)","290,416","(+/-2,057)","285,131","(+/-3,278)","305,673","(+/-3,132)","264,968","(+/-3,030)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","18,470","(+/-2,425)","13,232","(+/-2,030)","16,760","(+/-2,337)","7,992","(+/-1,383)","12,111","(+/-2,064)","10,421","(+/-1,664)","10,675","(+/-1,916)","8,757","(+/-1,800)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","10,367","(+/-2,313)","8,261","(+/-1,719)","12,521","(+/-1,692)","5,300","(+/-1,049)","5,745","(+/-1,074)","5,265","(+/-1,169)","6,470","(+/-1,540)","5,569","(+/-1,570)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","19,511","(+/-2,391)","16,789","(+/-2,752)","25,038","(+/-2,482)","11,202","(+/-1,681)","14,535","(+/-2,160)","13,678","(+/-2,158)","14,764","(+/-2,053)","12,331","(+/-2,486)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","19,388","(+/-2,664)","16,663","(+/-2,053)","26,314","(+/-2,770)","12,214","(+/-1,772)","18,967","(+/-2,398)","14,539","(+/-2,109)","15,417","(+/-1,906)","14,902","(+/-2,181)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","31,545","(+/-3,368)","29,964","(+/-3,868)","37,017","(+/-3,675)","22,240","(+/-2,449)","27,506","(+/-3,288)","24,333","(+/-2,829)","24,984","(+/-2,616)","22,710","(+/-2,905)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","49,020","(+/-3,838)","40,696","(+/-2,987)","54,969","(+/-3,503)","32,955","(+/-2,503)","52,575","(+/-4,505)","47,129","(+/-3,336)","43,140","(+/-3,580)","40,191","(+/-3,808)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","41,078","(+/-3,830)","36,905","(+/-3,549)","41,339","(+/-3,052)","35,807","(+/-3,405)","42,913","(+/-3,937)","40,257","(+/-3,082)","41,701","(+/-3,186)","39,980","(+/-3,762)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","56,745","(+/-3,877)","56,169","(+/-3,764)","51,881","(+/-3,813)","58,245","(+/-4,040)","55,149","(+/-4,045)","55,054","(+/-3,302)","61,226","(+/-3,808)","58,433","(+/-4,849)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","33,760","(+/-3,137)","34,848","(+/-2,768)","21,917","(+/-2,205)","40,711","(+/-3,036)","28,641","(+/-2,347)","30,161","(+/-2,549)","35,336","(+/-2,548)","30,481","(+/-3,138)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","58,727","(+/-3,617)","53,935","(+/-3,211)","23,748","(+/-2,428)","54,153","(+/-3,450)","32,274","(+/-2,705)","44,294","(+/-3,151)","51,960","(+/-3,221)","31,614","(+/-3,255)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","87,684","(+/-3,876)","94,059","(+/-2,345)","67,311","(+/-2,572)","108,087","(+/-2,796)","82,432","(+/-2,681)","91,725","(+/-2,601)","97,203","(+/-3,154)","92,047","(+/-3,514)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","125,498","(+/-3,233)","128,276","(+/-3,867)","90,531","(+/-3,054)","140,523","(+/-4,074)","105,984","(+/-3,030)","124,862","(+/-3,567)","125,269","(+/-3,506)","111,667","(+/-3,811)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","712,185","(+/-2,045)","721,405","(+/-6,652)","721,744","(+/-3,902)","738,291","(+/-10,109)","693,406","(+/-3,366)","713,183","(+/-6,587)","709,413","(+/-5,385)","732,736","(+/-8,119)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","662,066","(+/-5,496)","685,445","(+/-8,286)","658,180","(+/-7,363)","699,042","(+/-10,535)","641,131","(+/-5,575)","647,643","(+/-8,243)","675,347","(+/-6,352)","664,984","(+/-10,067)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","492,497","(+/-9,149)","556,041","(+/-10,923)","434,762","(+/-11,422)","568,073","(+/-11,496)","494,156","(+/-9,869)","485,168","(+/-11,440)","526,519","(+/-10,704)","491,486","(+/-15,521)"
Socioeconomic,"Health Insurance Coverage","With public coverage","225,068","(+/-8,959)","203,834","(+/-8,586)","323,194","(+/-9,787)","214,214","(+/-8,372)","246,110","(+/-9,558)","232,681","(+/-8,951)","231,228","(+/-8,345)","236,524","(+/-12,589)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","50,119","(+/-5,111)","35,960","(+/-4,340)","63,564","(+/-6,377)","39,249","(+/-4,967)","52,275","(+/-5,285)","65,540","(+/-5,793)","34,066","(+/-4,683)","67,752","(+/-7,514)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","134,764","(+/-1,416)","140,685","(+/-3,953)","157,577","(+/-2,642)","182,061","(+/-5,151)","175,618","(+/-1,632)","167,942","(+/-4,343)","137,173","(+/-3,132)","189,422","(+/-5,059)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","7,138","(+/-2,384)","4,284","(+/-1,953)","9,297","(+/-2,702)","6,577","(+/-2,005)","8,832","(+/-1,865)","9,128","(+/-1,986)","2,995","(+/-1,270)","13,933","(+/-3,109)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",7.4,(+/-1.5),5.1,(+/-0.8),8.8,(+/-1.1),4.0,(+/-0.7),5.3,(+/-0.9),5.7,(+/-1.0),4.1,(+/-1.0),6.3,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",12.5,(+/-2.9),7.7,(+/-1.6),12.9,(+/-2.1),4.9,(+/-1.2),9.0,(+/-1.9),9.1,(+/-2.0),6.9,(+/-1.9),10.6,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.2,(+/-5.2),6.1,(+/-4.3),12.7,(+/-4.6),4.9,(+/-3.1),4.0,(+/-2.2),6.5,(+/-3.5),6.7,(+/-4.7),5.4,(+/-3.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.4,(+/-1.4),2.0,(+/-0.6),5.0,(+/-1.0),2.3,(+/-0.5),2.7,(+/-0.8),3.6,(+/-0.8),2.7,(+/-0.8),4.6,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.5,(+/-2.8),2.0,(+/-0.9),4.8,(+/-1.6),2.2,(+/-0.8),3.5,(+/-1.4),4.3,(+/-1.3),3.9,(+/-1.7),7.8,(+/-2.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.0,(+/-1.9),2.8,(+/-2.5),0.3,(+/-0.5),1.1,(+/-1.2),1.4,(+/-1.7),5.7,(+/-4.2),2.5,(+/-3.1),1.7,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",15.0,(+/-5.3),24.8,(+/-5.1),26.0,(+/-5.0),14.9,(+/-4.2),17.8,(+/-4.3),15.6,(+/-4.4),13.4,(+/-4.8),17.6,(+/-4.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",23.0,(+/-7.6),32.9,(+/-7.8),35.4,(+/-7.6),18.6,(+/-6.5),27.3,(+/-7.2),25.6,(+/-7.3),19.6,(+/-7.7),26.1,(+/-7.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",18.3,(+/-13.9),37.1,(+/-25.2),60.8,(+/-15.3),27.7,(+/-19.6),21.5,(+/-14.4),9.7,(+/-12.0),30.0,(+/-23.7),35.5,(+/-26.2)
