Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","3,134",(+/-870),"8,013","(+/-1,277)","14,347","(+/-1,557)","3,163",(+/-880),"4,922","(+/-1,101)","8,926","(+/-1,383)","13,704","(+/-1,353)","10,029","(+/-1,416)"
Workers,Industry,Construction,"26,264","(+/-2,493)","22,169","(+/-2,455)","23,182","(+/-2,193)","12,877","(+/-1,734)","27,447","(+/-2,550)","23,452","(+/-2,340)","27,818","(+/-2,145)","24,632","(+/-2,589)"
Workers,Industry,Manufacturing,"73,141","(+/-4,543)","45,909","(+/-4,121)","63,101","(+/-3,289)","51,473","(+/-4,597)","80,418","(+/-3,833)","93,182","(+/-4,050)","70,175","(+/-3,054)","80,664","(+/-3,373)"
Workers,Industry,"Wholesale trade","13,020","(+/-2,073)","8,160","(+/-1,474)","8,220","(+/-1,267)","7,399","(+/-1,242)","10,521","(+/-1,906)","8,228","(+/-1,285)","8,175","(+/-1,315)","10,045","(+/-1,680)"
Workers,Industry,"Retail trade","40,048","(+/-3,434)","37,863","(+/-3,053)","50,228","(+/-3,293)","41,549","(+/-4,057)","40,943","(+/-2,844)","38,433","(+/-3,226)","42,715","(+/-2,531)","39,726","(+/-2,722)"
Workers,Industry,"Transportation and warehousing, and utilities","22,873","(+/-2,666)","16,152","(+/-2,211)","19,684","(+/-1,624)","17,667","(+/-2,417)","16,772","(+/-2,492)","18,855","(+/-2,090)","18,878","(+/-1,976)","18,827","(+/-1,874)"
Workers,Industry,Information,"4,607","(+/-1,089)","9,545","(+/-1,421)","3,869",(+/-833),"5,318","(+/-1,223)","7,118","(+/-1,395)","5,224","(+/-1,110)","3,908",(+/-791),"4,603","(+/-1,108)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","18,047","(+/-2,651)","29,909","(+/-2,755)","21,724","(+/-2,018)","21,525","(+/-2,425)","28,506","(+/-2,895)","19,640","(+/-2,447)","20,402","(+/-1,873)","24,620","(+/-2,074)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","29,987","(+/-2,750)","61,551","(+/-3,855)","24,022","(+/-2,137)","41,846","(+/-3,668)","41,156","(+/-2,958)","27,893","(+/-2,497)","21,706","(+/-1,636)","29,905","(+/-2,577)"
Workers,Industry,"Educational services, and health care and social assistance","82,016","(+/-5,371)","109,433","(+/-4,738)","95,538","(+/-4,585)","89,820","(+/-4,431)","90,972","(+/-3,854)","72,477","(+/-4,367)","81,629","(+/-3,438)","83,962","(+/-3,850)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","27,306","(+/-2,566)","27,770","(+/-3,233)","30,939","(+/-2,620)","36,084","(+/-3,943)","20,800","(+/-2,153)","29,111","(+/-2,596)","23,861","(+/-2,034)","25,968","(+/-2,429)"
Workers,Industry,"Other services, except public administration","15,132","(+/-2,459)","17,388","(+/-2,059)","15,968","(+/-1,631)","14,478","(+/-1,957)","15,838","(+/-1,567)","16,930","(+/-1,942)","15,069","(+/-1,396)","15,564","(+/-1,704)"
Workers,Industry,"Public administration","13,580","(+/-2,051)","19,321","(+/-2,238)","13,674","(+/-1,568)","11,942","(+/-2,360)","11,499","(+/-1,631)","14,256","(+/-1,823)","14,433","(+/-1,171)","10,451","(+/-1,574)"
Workers,"Class of Worker","Civilian employed population 16 years and over","369,155","(+/-6,384)","413,183","(+/-5,351)","384,496","(+/-5,299)","355,141","(+/-7,376)","396,912","(+/-5,369)","376,607","(+/-5,016)","362,473","(+/-4,928)","378,996","(+/-4,981)"
Workers,"Class of Worker","Private wage and salary workers","307,178","(+/-6,561)","314,077","(+/-6,458)","310,035","(+/-5,621)","297,060","(+/-7,289)","336,344","(+/-5,425)","314,354","(+/-5,376)","289,687","(+/-5,159)","317,061","(+/-4,989)"
Workers,"Class of Worker","Government workers","46,374","(+/-4,039)","75,752","(+/-4,322)","51,865","(+/-3,239)","42,811","(+/-4,095)","41,300","(+/-3,273)","41,679","(+/-2,769)","47,108","(+/-2,242)","40,887","(+/-3,166)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","15,061","(+/-1,837)","22,767","(+/-2,352)","21,712","(+/-1,787)","14,774","(+/-1,730)","18,688","(+/-1,950)","19,967","(+/-1,961)","24,685","(+/-1,776)","20,645","(+/-2,036)"
Workers,"Class of Worker","Unpaid family workers",542,(+/-491),587,(+/-318),884,(+/-349),496,(+/-300),580,(+/-357),607,(+/-225),993,(+/-351),403,(+/-248)
Housing,"Housing Occupancy","Total housing units","325,976","(+/-3,035)","340,476","(+/-1,355)","338,312","(+/-1,776)","334,081","(+/-3,311)","319,980","(+/-2,525)","338,479","(+/-1,278)","420,681","(+/-1,832)","352,370",(+/-627)
Housing,"Housing Occupancy","Occupied housing units","300,701","(+/-3,946)","326,875","(+/-2,086)","307,848","(+/-2,629)","302,427","(+/-4,058)","308,181","(+/-2,784)","313,119","(+/-2,269)","320,287","(+/-3,295)","311,683","(+/-2,782)"
Housing,"Housing Occupancy","Vacant housing units","25,275","(+/-3,214)","13,601","(+/-1,982)","30,464","(+/-2,510)","31,654","(+/-3,313)","11,799","(+/-2,081)","25,360","(+/-1,961)","100,394","(+/-3,037)","40,687","(+/-2,732)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.5,(+/-0.3),0.1,(+/-0.1),0.4,(+/-0.2),0.9,(+/-0.4),0.2,(+/-0.2),0.4,(+/-0.2),0.4,(+/-0.2),0.2,(+/-0.2)
Housing,"Housing Occupancy","Rental vacancy rate",5.6,(+/-1.6),2.5,(+/-1.0),3.9,(+/-1.1),6.3,(+/-1.1),3.1,(+/-1.6),2.9,(+/-1.2),6.2,(+/-1.7),2.3,(+/-1.2)
Housing,"Housing Tenure","Occupied housing units","300,701","(+/-3,946)","326,875","(+/-2,086)","307,848","(+/-2,629)","302,427","(+/-4,058)","308,181","(+/-2,784)","313,119","(+/-2,269)","320,287","(+/-3,295)","311,683","(+/-2,782)"
Housing,"Housing Tenure",Owner-occupied,"204,476","(+/-4,800)","202,723","(+/-3,419)","216,331","(+/-3,628)","138,083","(+/-5,217)","233,235","(+/-3,385)","219,577","(+/-3,789)","254,576","(+/-4,035)","227,492","(+/-3,276)"
Housing,"Housing Tenure",Renter-occupied,"96,225","(+/-4,829)","124,152","(+/-3,806)","91,517","(+/-3,689)","164,344","(+/-4,934)","74,946","(+/-3,951)","93,542","(+/-3,744)","65,711","(+/-3,199)","84,191","(+/-3,153)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.52,(+/-0.04),2.45,(+/-0.03),2.46,(+/-0.03),2.53,(+/-0.06),2.56,(+/-0.02),2.42,(+/-0.03),2.37,(+/-0.03),2.48,(+/-0.03)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.07,(+/-0.08),1.84,(+/-0.05),1.97,(+/-0.05),2.16,(+/-0.06),1.81,(+/-0.07),1.92,(+/-0.05),1.90,(+/-0.06),1.95,(+/-0.05)
Housing,"Year Householder Moved into Unit","Occupied housing units","300,701","(+/-3,946)","326,875","(+/-2,086)","307,848","(+/-2,629)","302,427","(+/-4,058)","308,181","(+/-2,784)","313,119","(+/-2,269)","320,287","(+/-3,295)","311,683","(+/-2,782)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","48,784","(+/-3,517)","77,563","(+/-3,906)","51,818","(+/-3,128)","69,687","(+/-4,328)","42,393","(+/-2,987)","49,466","(+/-3,210)","43,342","(+/-2,515)","43,356","(+/-2,921)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","62,573","(+/-3,589)","74,310","(+/-3,284)","62,013","(+/-3,207)","76,278","(+/-4,627)","64,221","(+/-3,872)","64,685","(+/-3,600)","60,215","(+/-3,320)","65,175","(+/-3,378)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","72,860","(+/-4,066)","68,997","(+/-3,495)","67,280","(+/-3,400)","67,485","(+/-4,019)","74,453","(+/-3,377)","71,512","(+/-3,415)","77,595","(+/-3,249)","76,472","(+/-3,643)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","52,547","(+/-3,770)","53,432","(+/-3,086)","56,601","(+/-2,624)","40,145","(+/-3,190)","55,560","(+/-2,978)","53,765","(+/-3,137)","58,334","(+/-2,176)","56,040","(+/-3,196)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","31,945","(+/-2,299)","25,489","(+/-1,780)","32,847","(+/-1,928)","23,719","(+/-2,097)","37,454","(+/-2,014)","34,081","(+/-2,157)","38,075","(+/-1,913)","35,538","(+/-2,256)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","31,992","(+/-2,409)","27,084","(+/-1,740)","37,289","(+/-1,978)","25,113","(+/-1,840)","34,100","(+/-2,148)","39,610","(+/-2,221)","42,726","(+/-1,887)","35,102","(+/-1,961)"
Housing,Value,"Owner-occupied units","204,476","(+/-4,800)","202,723","(+/-3,419)","216,331","(+/-3,628)","138,083","(+/-5,217)","233,235","(+/-3,385)","219,577","(+/-3,789)","254,576","(+/-4,035)","227,492","(+/-3,276)"
Housing,Value,"Less than $50,000","7,982","(+/-1,507)","5,280",(+/-905),"11,976","(+/-1,365)","5,711","(+/-1,047)","6,093","(+/-1,041)","8,555","(+/-1,223)","15,193","(+/-1,453)","9,351","(+/-1,222)"
Housing,Value,"$50,000 to $99,999","8,999","(+/-1,540)","3,846",(+/-640),"16,076","(+/-1,416)","13,496","(+/-1,830)","2,377",(+/-537),"15,299","(+/-1,702)","26,553","(+/-1,674)","14,219","(+/-1,523)"
Housing,Value,"$100,000 to $149,999","22,572","(+/-2,238)","9,139","(+/-1,180)","29,815","(+/-2,222)","18,152","(+/-1,885)","7,108","(+/-1,138)","32,380","(+/-2,050)","35,890","(+/-2,206)","26,822","(+/-2,144)"
Housing,Value,"$150,000 to $199,999","36,625","(+/-2,716)","15,214","(+/-1,474)","38,276","(+/-2,238)","31,605","(+/-2,719)","18,349","(+/-1,897)","39,202","(+/-2,683)","39,214","(+/-2,329)","38,217","(+/-2,828)"
Housing,Value,"$200,000 to $299,999","55,168","(+/-3,096)","47,729","(+/-2,601)","56,204","(+/-2,061)","38,902","(+/-2,734)","59,075","(+/-2,740)","54,153","(+/-2,507)","58,281","(+/-2,825)","62,775","(+/-3,288)"
Housing,Value,"$300,000 to $499,999","54,998","(+/-3,241)","78,974","(+/-3,259)","48,773","(+/-2,365)","20,473","(+/-1,768)","92,903","(+/-3,641)","49,718","(+/-2,450)","55,098","(+/-2,387)","57,276","(+/-2,880)"
Housing,Value,"$500,000 to $999,999","15,748","(+/-2,026)","38,385","(+/-2,341)","13,042","(+/-1,446)","8,288","(+/-1,024)","41,424","(+/-2,860)","16,956","(+/-1,402)","22,068","(+/-1,683)","16,643","(+/-1,469)"
Housing,Value,"$1,000,000 or more","2,384",(+/-651),"4,156",(+/-791),"2,169",(+/-466),"1,456",(+/-435),"5,906","(+/-1,029)","3,314",(+/-644),"2,279",(+/-532),"2,189",(+/-427)
Housing,Value,"Median (dollars)","246,700","(+/-5,058)","342,100","(+/-5,341)","218,300","(+/-3,733)","200,200","(+/-4,569)","340,400","(+/-5,251)","224,800","(+/-4,583)","217,000","(+/-4,117)","237,300","(+/-4,237)"
Housing,"Mortgage Status","Owner-occupied units","204,476","(+/-4,800)","202,723","(+/-3,419)","216,331","(+/-3,628)","138,083","(+/-5,217)","233,235","(+/-3,385)","219,577","(+/-3,789)","254,576","(+/-4,035)","227,492","(+/-3,276)"
Housing,"Mortgage Status","Housing units with a mortgage","129,707","(+/-4,878)","132,527","(+/-3,359)","123,852","(+/-3,404)","89,642","(+/-4,418)","150,923","(+/-3,587)","130,119","(+/-3,489)","142,055","(+/-3,757)","137,597","(+/-3,762)"
Housing,"Mortgage Status","Housing units without a mortgage","74,769","(+/-3,952)","70,196","(+/-2,757)","92,479","(+/-3,166)","48,441","(+/-3,168)","82,312","(+/-2,954)","89,458","(+/-3,363)","112,521","(+/-2,932)","89,895","(+/-3,151)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","129,707","(+/-4,878)","132,527","(+/-3,359)","123,852","(+/-3,404)","89,642","(+/-4,418)","150,923","(+/-3,587)","130,119","(+/-3,489)","142,055","(+/-3,757)","137,597","(+/-3,762)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",533,(+/-359),373,(+/-260),"1,008",(+/-294),155,(+/-155),366,(+/-234),877,(+/-273),"1,872",(+/-609),"1,170",(+/-379)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","16,030","(+/-2,006)","8,628","(+/-1,232)","24,776","(+/-2,054)","11,366","(+/-1,609)","10,975","(+/-1,752)","26,856","(+/-1,797)","31,813","(+/-1,830)","25,529","(+/-1,937)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","43,794","(+/-3,080)","28,630","(+/-2,310)","43,404","(+/-2,541)","34,017","(+/-3,098)","33,214","(+/-2,632)","48,090","(+/-2,695)","48,992","(+/-2,561)","47,808","(+/-2,648)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","35,330","(+/-2,886)","38,346","(+/-2,240)","30,133","(+/-1,992)","24,074","(+/-2,257)","48,640","(+/-2,722)","26,357","(+/-1,621)","31,373","(+/-1,903)","34,873","(+/-2,407)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","19,129","(+/-1,716)","25,124","(+/-2,171)","12,464","(+/-1,398)","10,139","(+/-1,455)","27,103","(+/-2,160)","14,386","(+/-1,261)","14,435","(+/-1,323)","15,317","(+/-1,599)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","8,995","(+/-1,768)","14,246","(+/-1,703)","6,640","(+/-1,034)","4,640",(+/-973),"14,339","(+/-1,968)","6,462",(+/-951),"6,816","(+/-1,080)","6,415","(+/-1,058)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","5,896","(+/-1,236)","17,180","(+/-1,835)","5,427","(+/-1,096)","5,251",(+/-961),"16,286","(+/-1,645)","7,091",(+/-950),"6,754","(+/-1,077)","6,485","(+/-1,045)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,554",(+/-33),"1,865",(+/-32),"1,410",(+/-26),"1,490",(+/-30),"1,804",(+/-33),"1,387",(+/-22),"1,367",(+/-19),"1,442",(+/-21)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","74,769","(+/-3,952)","70,196","(+/-2,757)","92,479","(+/-3,166)","48,441","(+/-3,168)","82,312","(+/-2,954)","89,458","(+/-3,363)","112,521","(+/-2,932)","89,895","(+/-3,151)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","1,887",(+/-548),"1,399",(+/-473),"4,396",(+/-809),967,(+/-366),"1,844",(+/-697),"2,673",(+/-619),"6,711",(+/-970),"2,583",(+/-513)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","4,983","(+/-1,118)","3,724",(+/-723),"13,593","(+/-1,349)","3,619","(+/-1,020)","4,079",(+/-776),"12,040","(+/-1,455)","22,308","(+/-1,441)","14,005","(+/-1,529)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","21,228","(+/-2,074)","13,589","(+/-1,485)","33,632","(+/-1,872)","14,622","(+/-1,619)","23,361","(+/-1,930)","33,133","(+/-2,284)","39,629","(+/-1,985)","34,438","(+/-2,562)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","25,990","(+/-2,922)","17,916","(+/-2,009)","22,965","(+/-2,012)","13,559","(+/-1,522)","27,041","(+/-2,042)","22,621","(+/-2,066)","24,380","(+/-1,554)","21,771","(+/-1,605)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","10,806","(+/-1,242)","15,464","(+/-1,744)","9,596","(+/-1,297)","7,852","(+/-1,279)","13,257","(+/-1,364)","9,878","(+/-1,357)","9,144","(+/-1,041)","10,022","(+/-1,328)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","9,875","(+/-1,607)","18,104","(+/-1,591)","8,297","(+/-1,001)","7,822","(+/-1,051)","12,730","(+/-1,461)","9,113","(+/-1,200)","10,349","(+/-1,066)","7,076",(+/-965)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",676,(+/-17),781,(+/-18),568,(+/-8),665,(+/-18),680,(+/-11),583,(+/-10),538,(+/-7),566,(+/-11)
Housing,"Gross Rent","Occupied units paying rent","93,358","(+/-4,838)","121,203","(+/-3,766)","84,900","(+/-3,357)","160,397","(+/-5,073)","72,950","(+/-3,902)","89,844","(+/-3,750)","59,669","(+/-3,148)","80,789","(+/-3,193)"
Housing,"Gross Rent","Less than $500","5,422","(+/-1,343)","4,799","(+/-1,192)","7,420","(+/-1,205)","11,965","(+/-1,743)","3,815",(+/-777),"7,287","(+/-1,135)","8,174","(+/-1,195)","6,840","(+/-1,321)"
Housing,"Gross Rent","$500 to $999","36,618","(+/-2,941)","28,301","(+/-3,023)","45,019","(+/-3,130)","70,272","(+/-4,570)","23,200","(+/-2,720)","50,702","(+/-2,857)","33,402","(+/-2,557)","45,450","(+/-2,761)"
Housing,"Gross Rent","$1,000 to $1,499","35,845","(+/-3,342)","54,230","(+/-3,659)","23,887","(+/-2,280)","51,054","(+/-3,954)","30,444","(+/-3,223)","22,816","(+/-2,119)","13,939","(+/-1,791)","21,850","(+/-2,714)"
Housing,"Gross Rent","$1,500 to $1,999","12,100","(+/-1,757)","23,835","(+/-2,910)","6,772","(+/-1,543)","19,153","(+/-2,612)","10,711","(+/-1,664)","5,252","(+/-1,242)","3,237",(+/-708),"4,542","(+/-1,054)"
Housing,"Gross Rent","$2,000 to $2,499","2,602","(+/-1,161)","7,477","(+/-1,943)","1,144",(+/-406),"4,067","(+/-1,136)","2,767",(+/-880),"1,207",(+/-654),286,(+/-203),"1,109",(+/-546)
Housing,"Gross Rent","$2,500 to $2,999",525,(+/-330),"1,468",(+/-683),69,(+/-68),"1,121",(+/-524),"1,056",(+/-565),729,(+/-341),22,(+/-35),146,(+/-154)
Housing,"Gross Rent","$3,000 or more",246,(+/-210),"1,093",(+/-488),589,(+/-269),"2,765",(+/-966),957,(+/-416),"1,851",(+/-505),609,(+/-323),852,(+/-367)
Housing,"Gross Rent","Median (dollars)","1,049",(+/-27),"1,217",(+/-25),889,(+/-20),989,(+/-22),"1,130",(+/-31),881,(+/-16),825,(+/-24),896,(+/-26)
Housing,"Gross Rent","No rent paid","2,867",(+/-828),"2,949",(+/-975),"6,617","(+/-1,137)","3,947","(+/-1,074)","1,996",(+/-611),"3,698",(+/-786),"6,042",(+/-968),"3,402",(+/-780)
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","300,701","(+/-3,946)","326,875","(+/-2,086)","307,848","(+/-2,629)","302,427","(+/-4,058)","308,181","(+/-2,784)","313,119","(+/-2,269)","320,287","(+/-3,295)","311,683","(+/-2,782)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","11,949","(+/-1,648)","14,746","(+/-2,250)","12,584","(+/-1,655)","20,942","(+/-2,384)","10,704","(+/-1,611)","14,781","(+/-1,473)","14,825","(+/-1,524)","14,527","(+/-1,922)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","9,460","(+/-1,570)","6,849","(+/-1,456)","10,855","(+/-1,554)","18,816","(+/-2,405)","6,671","(+/-1,102)","10,029","(+/-1,464)","13,564","(+/-1,260)","10,043","(+/-1,634)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","20,729","(+/-2,731)","21,091","(+/-2,300)","23,051","(+/-2,179)","27,859","(+/-3,146)","17,392","(+/-2,549)","22,964","(+/-2,172)","23,805","(+/-1,744)","17,967","(+/-1,781)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","22,909","(+/-2,472)","19,699","(+/-2,643)","24,845","(+/-2,120)","28,457","(+/-2,897)","16,943","(+/-1,919)","23,675","(+/-2,421)","25,837","(+/-1,817)","22,969","(+/-2,321)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","35,356","(+/-2,866)","34,444","(+/-2,412)","40,295","(+/-2,672)","43,011","(+/-3,329)","26,580","(+/-2,245)","39,361","(+/-2,922)","40,638","(+/-2,184)","38,771","(+/-2,917)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","57,711","(+/-3,607)","51,126","(+/-3,210)","57,308","(+/-2,991)","56,820","(+/-3,462)","50,263","(+/-2,977)","60,251","(+/-2,974)","60,090","(+/-2,685)","58,361","(+/-2,839)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","42,741","(+/-3,100)","43,791","(+/-2,758)","45,429","(+/-2,688)","33,051","(+/-2,920)","42,534","(+/-2,971)","43,013","(+/-2,546)","43,914","(+/-2,560)","46,019","(+/-2,869)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","52,210","(+/-3,441)","64,001","(+/-3,383)","56,196","(+/-2,529)","38,466","(+/-3,516)","65,499","(+/-3,249)","57,040","(+/-3,143)","55,700","(+/-2,850)","60,646","(+/-2,741)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","26,391","(+/-2,585)","33,071","(+/-2,635)","20,785","(+/-1,843)","18,204","(+/-2,062)","33,494","(+/-2,915)","21,818","(+/-1,799)","22,638","(+/-1,772)","22,896","(+/-1,772)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","21,245","(+/-1,858)","38,057","(+/-2,531)","16,500","(+/-1,652)","16,801","(+/-1,790)","38,101","(+/-2,209)","20,187","(+/-1,417)","19,276","(+/-1,735)","19,484","(+/-1,694)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","71,781","(+/-1,882)","82,271","(+/-1,824)","67,520","(+/-1,674)","54,672","(+/-2,007)","89,947","(+/-2,208)","68,092","(+/-1,864)","66,222","(+/-1,239)","71,930","(+/-1,690)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","92,357","(+/-2,588)","110,856","(+/-3,309)","86,290","(+/-2,119)","77,617","(+/-2,319)","115,795","(+/-2,701)","90,229","(+/-1,957)","86,694","(+/-1,845)","91,845","(+/-2,222)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","722,133","(+/-4,317)","738,863","(+/-2,649)","731,566","(+/-4,426)","714,465","(+/-5,278)","738,098","(+/-4,433)","718,174","(+/-3,462)","732,172","(+/-4,474)","735,980","(+/-1,257)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","678,613","(+/-7,470)","709,152","(+/-4,421)","684,763","(+/-5,640)","660,184","(+/-8,217)","715,887","(+/-5,285)","688,247","(+/-4,535)","686,224","(+/-5,044)","705,538","(+/-3,967)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","520,072","(+/-10,239)","605,727","(+/-7,718)","538,034","(+/-7,311)","419,194","(+/-12,045)","599,161","(+/-7,533)","534,527","(+/-7,821)","522,940","(+/-6,422)","532,877","(+/-7,663)"
Socioeconomic,"Health Insurance Coverage","With public coverage","265,963","(+/-9,159)","202,655","(+/-7,489)","261,783","(+/-7,522)","315,863","(+/-10,596)","215,467","(+/-5,335)","260,627","(+/-7,499)","295,115","(+/-5,401)","261,534","(+/-6,607)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","43,520","(+/-6,276)","29,711","(+/-3,655)","46,803","(+/-4,349)","54,281","(+/-5,618)","22,211","(+/-3,331)","29,927","(+/-2,949)","45,948","(+/-3,579)","30,442","(+/-4,013)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","168,008","(+/-3,696)","160,942","(+/-2,372)","164,311","(+/-2,518)","182,799","(+/-3,712)","163,407","(+/-3,134)","157,200","(+/-1,919)","158,909","(+/-2,133)","169,978","(+/-1,614)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","8,614","(+/-2,865)","7,565","(+/-1,610)","11,975","(+/-1,777)","5,458","(+/-1,456)","4,589","(+/-1,467)","5,696","(+/-1,181)","11,581","(+/-2,008)","4,192","(+/-1,496)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",6.6,(+/-1.1),4.8,(+/-0.9),6.7,(+/-0.8),14.7,(+/-1.7),4.4,(+/-0.7),6.7,(+/-0.9),6.9,(+/-0.6),5.7,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.5,(+/-2.0),7.8,(+/-1.8),11.4,(+/-1.8),21.7,(+/-2.8),6.6,(+/-1.6),11.2,(+/-1.9),10.7,(+/-1.3),9.0,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.6,(+/-1.8),12.7,(+/-5.8),13.4,(+/-3.4),19.9,(+/-6.8),9.9,(+/-4.1),11.4,(+/-4.4),11.3,(+/-3.0),9.0,(+/-4.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.2,(+/-0.8),2.6,(+/-0.8),3.8,(+/-0.6),6.0,(+/-1.4),2.2,(+/-0.4),3.4,(+/-0.6),4.0,(+/-0.4),3.0,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.0,(+/-1.6),3.4,(+/-1.6),5.4,(+/-1.6),8.2,(+/-2.6),1.3,(+/-0.6),4.2,(+/-1.3),4.2,(+/-0.8),3.7,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.2,(+/-1.5),5.3,(+/-5.7),5.6,(+/-3.6),6.0,(+/-7.0),0.2,(+/-0.4),4.5,(+/-3.9),4.1,(+/-1.6),4.3,(+/-3.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",20.1,(+/-4.9),17.2,(+/-4.8),23.4,(+/-4.0),29.5,(+/-4.1),19.6,(+/-4.4),23.6,(+/-4.6),23.8,(+/-3.9),22.0,(+/-4.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",22.6,(+/-5.6),23.9,(+/-7.1),33.3,(+/-5.5),36.1,(+/-5.3),28.1,(+/-7.0),32.3,(+/-6.6),31.9,(+/-5.7),30.0,(+/-6.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.5,(+/-6.3),32.7,(+/-21.1),43.5,(+/-12.2),38.6,(+/-13.8),38.4,(+/-18.1),29.6,(+/-14.3),45.8,(+/-13.5),42.0,(+/-21.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",9.5,(+/-1.1),9.7,(+/-0.8),11.5,(+/-0.9),19.1,(+/-1.5),6.1,(+/-0.6),10.2,(+/-0.7),10.7,(+/-0.6),9.0,(+/-0.7)
