Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Accommodation and food services","36,928",G,"41,225",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","14,195",G,"6,789",G
Business,"Paid employees for pay period including March 12","Industries not classified",44,G,22,H
Business,"Annual payroll ($1,000)","Total for all sectors","15,357,128",G,"8,437,110",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","1,275",G,"8,582",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",0,N,"10,470",H
Business,"Annual payroll ($1,000)",Utilities,"230,194",J,"165,027",H
Business,"Annual payroll ($1,000)",Construction,"1,620,046",G,"815,339",G
Business,"Annual payroll ($1,000)",Manufacturing,"299,937",G,"216,640",G
Business,"Annual payroll ($1,000)","Wholesale trade","652,039",G,"291,941",G
Business,"Annual payroll ($1,000)","Retail trade","1,189,952",G,"1,080,854",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","1,161,237",G,"333,613",G
Business,"Annual payroll ($1,000)",Information,"353,882",G,"115,153",H
Business,"Annual payroll ($1,000)","Finance and insurance","1,444,410",G,"256,022",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","437,413",G,"311,757",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","1,341,555",G,"408,817",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","562,167",G,"67,763",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","666,744",G,"544,395",G
Business,"Annual payroll ($1,000)","Educational services","517,375",G,"171,852",H
Business,"Annual payroll ($1,000)","Health care and social assistance","3,041,580",G,"1,573,674",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","106,277",G,"194,462",G
Business,"Annual payroll ($1,000)","Accommodation and food services","1,175,090",G,"1,618,911",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","553,283",G,"251,457",G
Business,"Annual payroll ($1,000)","Industries not classified","2,672",G,381,G
Business,"Total Establishments","Total for all sectors","17,138",X,"15,054",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",21,X,22,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",0,N,6,X
Business,"Total Establishments",Utilities,17,X,60,X
Business,"Total Establishments",Construction,"1,315",X,"1,627",X
Business,"Total Establishments",Manufacturing,354,X,381,X
Business,"Total Establishments","Wholesale trade",885,X,532,X
Business,"Total Establishments","Retail trade","2,164",X,"2,209",X
Business,"Total Establishments","Transportation and warehousing",419,X,532,X
Business,"Total Establishments",Information,305,X,242,X
Business,"Total Establishments","Finance and insurance",914,X,561,X
Business,"Total Establishments","Real estate and rental and leasing","1,038",X,"1,000",X
Business,"Total Establishments","Professional, scientific, and technical services","2,051",X,"1,299",X
Business,"Total Establishments","Management of companies and enterprises",176,X,50,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",850,X,947,X
Business,"Total Establishments","Educational services",293,X,256,X
Business,"Total Establishments","Health care and social assistance","2,055",X,"1,688",X
Business,"Total Establishments","Arts, entertainment, and recreation",208,X,330,X
Business,"Total Establishments","Accommodation and food services","2,031",X,"1,768",X
Business,"Total Establishments","Other services (except public administration)","2,021",X,"1,524",X
Business,"Total Establishments","Industries not classified",21,X,20,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
