Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","9,088","(+/-1,528)","9,032","(+/-1,572)","9,705","(+/-1,783)","5,663","(+/-1,296)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","7,128","(+/-1,466)","9,452","(+/-1,829)","7,248","(+/-1,440)","3,481","(+/-1,048)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","12,592","(+/-1,767)","13,469","(+/-1,669)","12,802","(+/-1,824)","7,603","(+/-1,619)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","18,546","(+/-2,228)","20,418","(+/-3,012)","16,187","(+/-1,817)","11,826","(+/-1,980)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","26,841","(+/-2,657)","28,130","(+/-2,859)","24,434","(+/-2,334)","23,112","(+/-2,604)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","49,942","(+/-3,222)","54,765","(+/-4,386)","45,255","(+/-3,877)","41,744","(+/-3,473)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","42,122","(+/-3,048)","42,093","(+/-3,646)","36,357","(+/-3,011)","42,584","(+/-3,663)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","58,692","(+/-3,550)","58,861","(+/-3,523)","54,259","(+/-3,256)","65,418","(+/-3,521)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","32,269","(+/-2,570)","27,709","(+/-2,784)","29,369","(+/-2,253)","37,223","(+/-3,593)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","34,278","(+/-2,999)","29,877","(+/-2,900)","36,691","(+/-2,613)","33,395","(+/-3,029)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","86,951","(+/-1,980)","80,789","(+/-3,033)","87,193","(+/-2,977)","100,006","(+/-3,331)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","114,778","(+/-3,050)","105,887","(+/-3,360)","118,768","(+/-3,735)","117,339","(+/-2,873)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","840,944","(+/-7,919)","842,661","(+/-9,953)","802,211","(+/-9,290)","868,072","(+/-10,125)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","788,638","(+/-10,176)","746,713","(+/-11,168)","743,131","(+/-10,981)","802,783","(+/-12,288)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","695,403","(+/-11,711)","608,170","(+/-13,284)","627,477","(+/-11,632)","699,386","(+/-13,756)"
Socioeconomic,"Health Insurance Coverage","With public coverage","170,672","(+/-6,683)","221,881","(+/-8,805)","188,510","(+/-9,145)","164,131","(+/-9,942)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","52,306","(+/-5,515)","95,948","(+/-10,119)","59,080","(+/-6,180)","65,289","(+/-8,458)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","242,890","(+/-5,112)","235,243","(+/-6,700)","226,626","(+/-7,104)","282,352","(+/-7,413)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","11,530","(+/-2,511)","21,252","(+/-4,830)","13,407","(+/-2,740)","14,391","(+/-3,329)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",5.1,(+/-0.7),6.9,(+/-1.1),6.8,(+/-1.0),3.7,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.2,(+/-1.3),8.9,(+/-1.9),8.6,(+/-1.5),5.2,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",10.8,(+/-4.8),9.4,(+/-5.2),8.1,(+/-3.1),6.0,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.1,(+/-0.7),5.4,(+/-1.1),5.2,(+/-1.1),2.1,(+/-0.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.0,(+/-1.1),6.6,(+/-1.9),6.2,(+/-1.6),2.6,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.7,(+/-3.0),6.1,(+/-4.6),6.4,(+/-3.3),1.8,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",19.5,(+/-4.1),15.0,(+/-4.7),15.9,(+/-4.4),13.9,(+/-4.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",31.5,(+/-7.2),20.0,(+/-7.4),20.8,(+/-6.2),20.4,(+/-7.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",57.3,(+/-23.7),31.6,(+/-21.0),25.5,(+/-17.5),35.7,(+/-16.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",8.4,(+/-0.8),9.7,(+/-1.1),9.7,(+/-1.0),5.2,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",8.6,(+/-1.7),11.3,(+/-2.5),8.7,(+/-1.7),5.7,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",8.2,(+/-1.7),11.1,(+/-2.4),8.6,(+/-1.7),5.4,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",10.6,(+/-3.1),13.1,(+/-4.2),10.0,(+/-2.3),8.3,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",7.5,(+/-1.9),10.5,(+/-2.4),8.1,(+/-1.7),4.5,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.3,(+/-0.7),9.2,(+/-0.9),10.1,(+/-0.9),4.9,(+/-0.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.5,(+/-1.2),8.1,(+/-1.3),8.5,(+/-1.3),6.4,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",5.4,(+/-0.9),7.5,(+/-1.3),6.6,(+/-1.0),3.7,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",24.5,(+/-2.3),20.5,(+/-2.0),27.3,(+/-2.3),16.3,(+/-1.9)
Education,"School Enrollment","Population 3 years and over enrolled in school","259,366","(+/-7,111)","228,906","(+/-6,611)","252,299","(+/-8,328)","268,523","(+/-8,011)"
Education,"School Enrollment","Nursery school, preschool","11,635","(+/-1,523)","12,734","(+/-1,887)","12,873","(+/-2,037)","18,491","(+/-2,379)"
Education,"School Enrollment",Kindergarten,"13,014","(+/-2,070)","10,029","(+/-1,733)","11,439","(+/-1,769)","13,108","(+/-1,799)"
Education,"School Enrollment","Elementary school (grades 1-8)","101,318","(+/-3,952)","101,930","(+/-4,396)","92,631","(+/-4,359)","119,284","(+/-4,416)"
Education,"School Enrollment","High school (grades 9-12)","56,568","(+/-2,662)","53,836","(+/-3,500)","51,349","(+/-2,854)","66,987","(+/-3,776)"
Education,"School Enrollment","College or graduate school","76,831","(+/-4,705)","50,377","(+/-4,062)","84,007","(+/-4,673)","50,653","(+/-4,300)"
Education,"Educational Attainment","Population 25 years and over","513,056","(+/-4,599)","533,330","(+/-6,562)","473,988","(+/-6,253)","522,538","(+/-7,582)"
Education,"Educational Attainment","Less than 9th grade","10,338","(+/-2,004)","23,609","(+/-3,978)","9,295","(+/-1,772)","17,890","(+/-3,501)"
Education,"Educational Attainment","9th to 12th grade, no diploma","16,584","(+/-2,056)","26,554","(+/-2,959)","16,373","(+/-2,142)","21,992","(+/-2,633)"
Education,"Educational Attainment","High school graduate (includes equivalency)","114,408","(+/-6,300)","129,018","(+/-6,340)","85,582","(+/-4,599)","120,450","(+/-6,120)"
Education,"Educational Attainment","Some college, no degree","115,557","(+/-5,128)","123,937","(+/-4,983)","108,229","(+/-5,397)","124,505","(+/-6,047)"
Education,"Educational Attainment","Associate's degree","50,921","(+/-3,629)","50,765","(+/-4,051)","45,517","(+/-3,265)","56,339","(+/-4,161)"
Education,"Educational Attainment","Bachelor's degree","129,219","(+/-5,919)","113,460","(+/-5,365)","139,439","(+/-3,898)","123,097","(+/-6,816)"
Education,"Educational Attainment","Graduate or professional degree","76,029","(+/-4,095)","65,987","(+/-5,487)","69,553","(+/-3,763)","58,265","(+/-3,761)"
Education,"Educational Attainment","Percent high school graduate or higher",94.8,(+/-0.5),90.6,(+/-0.9),94.6,(+/-0.5),92.4,(+/-0.8)
Education,"Educational Attainment","Percent bachelor's degree or higher",40.0,(+/-1.2),33.6,(+/-1.3),44.1,(+/-1.1),34.7,(+/-1.3)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","301,050",G,"414,189",G,"376,693",G,"247,356",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",286,G,42,J,94,G,80,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",701,H,"1,474",H,"3,334",H,"2,007",J
Business,"Paid employees for pay period including March 12",Utilities,498,H,"2,682",G,"1,156",J,228,H
Business,"Paid employees for pay period including March 12",Construction,"21,764",G,"34,384",G,"25,459",G,"24,807",G
Business,"Paid employees for pay period including March 12",Manufacturing,"50,208",G,"49,156",G,"21,356",G,"22,603",G
Business,"Paid employees for pay period including March 12","Wholesale trade","10,192",G,"27,497",G,"17,268",G,"7,347",G
Business,"Paid employees for pay period including March 12","Retail trade","38,511",G,"47,941",G,"48,131",G,"33,555",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","11,221",G,"39,583",G,"8,389",G,"3,210",G
Business,"Paid employees for pay period including March 12",Information,"4,823",G,"8,679",G,"23,513",G,"17,669",H
Business,"Paid employees for pay period including March 12","Finance and insurance","15,041",G,"22,096",G,"21,717",G,"12,914",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","4,987",H,"5,409",G,"9,447",H,"3,399",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","26,674",G,"22,004",G,"26,570",G,"26,663",H
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","5,442",H,"7,878",G,"7,296",G,"6,152",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","17,479",G,"26,975",G,"32,549",H,"15,054",G
Business,"Paid employees for pay period including March 12","Educational services","5,044",G,"8,474",G,"31,005",J,"13,222",H
Business,"Paid employees for pay period including March 12","Health care and social assistance","45,428",H,"37,129",G,"43,801",G,"30,150",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","5,863",H,"6,154",G,"9,674",G,"2,434",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","28,291",G,"36,576",G,"37,054",G,"19,840",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","8,573",G,"30,015",H,"8,861",G,"5,940",G
Business,"Paid employees for pay period including March 12","Industries not classified",24,G,41,J,19,J,82,J
Business,"Annual payroll ($1,000)","Total for all sectors","16,815,129",G,"22,369,200",G,"20,505,953",G,"14,374,265",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","29,480",G,"3,588",J,"3,212",G,"3,620",H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","70,184",H,"102,640",H,"275,190",H,"180,964",J
Business,"Annual payroll ($1,000)",Utilities,"52,833",H,"274,835",G,"123,879",J,"29,681",G
Business,"Annual payroll ($1,000)",Construction,"1,215,993",G,"2,197,681",G,"1,580,310",G,"1,287,986",G
Business,"Annual payroll ($1,000)",Manufacturing,"3,255,864",G,"3,176,525",G,"1,134,699",G,"1,457,836",H
Business,"Annual payroll ($1,000)","Wholesale trade","695,663",G,"2,000,604",G,"1,216,471",G,"484,726",G
Business,"Annual payroll ($1,000)","Retail trade","1,221,715",G,"1,720,498",G,"1,668,560",G,"1,330,725",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","591,594",G,"2,191,929",G,"476,545",G,"143,364",G
Business,"Annual payroll ($1,000)",Information,"417,769",G,"759,434",G,"2,656,552",H,"1,580,102",G
Business,"Annual payroll ($1,000)","Finance and insurance","1,682,998",G,"1,700,339",G,"2,060,337",G,"1,030,251",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","275,254",G,"300,743",G,"639,997",H,"186,467",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","2,279,040",G,"1,536,312",G,"1,955,500",G,"1,881,273",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","833,171",H,"708,180",G,"652,309",G,"1,219,761",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","671,734",G,"1,014,688",G,"1,532,225",H,"761,186",G
Business,"Annual payroll ($1,000)","Educational services","158,028",G,"333,025",H,"1,074,098",H,"624,124",H
Business,"Annual payroll ($1,000)","Health care and social assistance","2,378,307",H,"1,828,780",G,"2,081,472",G,"1,526,144",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","105,914",H,"303,565",H,"250,968",G,"45,360",G
Business,"Annual payroll ($1,000)","Accommodation and food services","566,027",G,"806,768",G,"809,312",G,"367,542",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","312,920",G,"1,408,298",H,"313,335",G,"230,880",G
Business,"Annual payroll ($1,000)","Industries not classified",641,G,768,H,982,H,"2,273",H
Business,"Total Establishments","Total for all sectors","21,408",X,"24,803",X,"26,532",X,"16,926",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",26,X,18,X,30,X,25,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",34,X,66,X,223,X,37,X
Business,"Total Establishments",Utilities,45,X,94,X,77,X,26,X
Business,"Total Establishments",Construction,"2,866",X,"3,292",X,"2,938",X,"2,937",X
Business,"Total Establishments",Manufacturing,818,X,"1,314",X,843,X,575,X
Business,"Total Establishments","Wholesale trade",713,X,"1,395",X,930,X,559,X
Business,"Total Establishments","Retail trade","2,433",X,"2,883",X,"3,179",X,"1,825",X
Business,"Total Establishments","Transportation and warehousing",606,X,"1,036",X,664,X,464,X
Business,"Total Establishments",Information,381,X,519,X,677,X,349,X
Business,"Total Establishments","Finance and insurance","1,303",X,"1,266",X,"1,810",X,"1,033",X
Business,"Total Establishments","Real estate and rental and leasing","1,635",X,"1,654",X,"2,201",X,"1,209",X
Business,"Total Establishments","Professional, scientific, and technical services","3,129",X,"2,919",X,"4,107",X,"2,389",X
Business,"Total Establishments","Management of companies and enterprises",116,X,135,X,174,X,79,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,185",X,"1,466",X,"1,471",X,"1,043",X
Business,"Total Establishments","Educational services",296,X,338,X,473,X,262,X
Business,"Total Establishments","Health care and social assistance","2,458",X,"2,238",X,"2,794",X,"1,806",X
Business,"Total Establishments","Arts, entertainment, and recreation",364,X,390,X,490,X,214,X
Business,"Total Establishments","Accommodation and food services","1,463",X,"2,031",X,"1,819",X,"1,009",X
Business,"Total Establishments","Other services (except public administration)","1,510",X,"1,727",X,"1,609",X,"1,065",X
Business,"Total Establishments","Industries not classified",27,X,22,X,23,X,20,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
