Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Accommodation and food services","21,208",G,"22,095",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","7,448",G,"8,336",G
Business,"Paid employees for pay period including March 12","Industries not classified",11,J,25,H
Business,"Annual payroll ($1,000)","Total for all sectors","11,678,612",G,"11,999,376",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","1,544",H,"7,491",H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","5,564",G,"4,427",J
Business,"Annual payroll ($1,000)",Utilities,"121,373",J,"32,814",G
Business,"Annual payroll ($1,000)",Construction,"688,479",G,"713,241",G
Business,"Annual payroll ($1,000)",Manufacturing,"1,168,796",G,"1,344,783",G
Business,"Annual payroll ($1,000)","Wholesale trade","704,299",G,"744,969",G
Business,"Annual payroll ($1,000)","Retail trade","662,531",G,"1,009,421",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","243,592",G,"319,317",G
Business,"Annual payroll ($1,000)",Information,"136,810",G,"384,211",H
Business,"Annual payroll ($1,000)","Finance and insurance","1,846,368",H,"1,533,145",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","151,491",G,"151,143",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","961,426",G,"883,985",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","589,247",H,"345,506",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","489,742",G,"538,895",G
Business,"Annual payroll ($1,000)","Educational services","874,980",H,"353,736",H
Business,"Annual payroll ($1,000)","Health care and social assistance","2,013,857",G,"2,532,462",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","111,531",G,"111,527",G
Business,"Annual payroll ($1,000)","Accommodation and food services","608,918",G,"620,054",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","297,576",G,"367,509",G
Business,"Annual payroll ($1,000)","Industries not classified",488,G,740,H
Business,"Total Establishments","Total for all sectors","13,416",X,"15,195",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",13,X,25,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",6,X,7,X
Business,"Total Establishments",Utilities,20,X,18,X
Business,"Total Establishments",Construction,"1,520",X,"1,854",X
Business,"Total Establishments",Manufacturing,602,X,587,X
Business,"Total Establishments","Wholesale trade",565,X,639,X
Business,"Total Establishments","Retail trade","1,642",X,"1,919",X
Business,"Total Establishments","Transportation and warehousing",378,X,405,X
Business,"Total Establishments",Information,181,X,231,X
Business,"Total Establishments","Finance and insurance",657,X,762,X
Business,"Total Establishments","Real estate and rental and leasing",589,X,614,X
Business,"Total Establishments","Professional, scientific, and technical services","1,346",X,"1,643",X
Business,"Total Establishments","Management of companies and enterprises",73,X,76,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",802,X,"1,095",X
Business,"Total Establishments","Educational services",222,X,208,X
Business,"Total Establishments","Health care and social assistance","1,551",X,"1,551",X
Business,"Total Establishments","Arts, entertainment, and recreation",300,X,308,X
Business,"Total Establishments","Accommodation and food services","1,489",X,"1,678",X
Business,"Total Establishments","Other services (except public administration)","1,446",X,"1,564",X
Business,"Total Establishments","Industries not classified",14,X,11,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
