Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","72,187","(+/-3,488)","72,434","(+/-4,150)","75,868","(+/-4,987)","72,532","(+/-3,873)","69,813","(+/-3,782)","73,678","(+/-3,730)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","52,606","(+/-3,161)","50,869","(+/-3,116)","47,091","(+/-3,671)","50,826","(+/-3,646)","55,010","(+/-3,150)","44,111","(+/-2,854)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","32,720","(+/-2,405)","28,474","(+/-2,529)","28,822","(+/-2,787)","32,791","(+/-2,435)","34,950","(+/-2,990)","26,762","(+/-2,333)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","35,879","(+/-2,525)","28,916","(+/-2,013)","31,397","(+/-2,457)","29,427","(+/-2,460)","41,685","(+/-2,587)","24,836","(+/-2,007)"
Housing,Value,"Owner-occupied units","215,982","(+/-4,884)","211,508","(+/-4,744)","201,032","(+/-4,370)","223,723","(+/-3,768)","212,546","(+/-4,613)","192,946","(+/-4,469)"
Housing,Value,"Less than $50,000","23,892","(+/-2,462)","17,754","(+/-2,104)","8,359","(+/-1,431)","14,146","(+/-1,718)","48,024","(+/-2,858)","10,996","(+/-1,649)"
Housing,Value,"$50,000 to $99,999","39,256","(+/-3,185)","21,424","(+/-2,321)","13,364","(+/-2,057)","18,824","(+/-1,888)","49,234","(+/-3,720)","10,741","(+/-1,411)"
Housing,Value,"$100,000 to $149,999","32,759","(+/-2,850)","26,595","(+/-2,017)","23,628","(+/-2,511)","27,092","(+/-2,941)","33,625","(+/-2,833)","21,476","(+/-2,225)"
Housing,Value,"$150,000 to $199,999","36,394","(+/-2,880)","37,695","(+/-3,001)","35,170","(+/-2,895)","29,917","(+/-2,770)","32,823","(+/-2,559)","28,350","(+/-2,504)"
Housing,Value,"$200,000 to $299,999","45,472","(+/-3,716)","48,830","(+/-3,539)","56,387","(+/-3,322)","52,978","(+/-3,653)","28,409","(+/-2,441)","52,817","(+/-3,559)"
Housing,Value,"$300,000 to $499,999","28,690","(+/-2,282)","44,358","(+/-3,455)","45,308","(+/-2,688)","56,418","(+/-3,808)","15,427","(+/-1,777)","47,295","(+/-3,079)"
Housing,Value,"$500,000 to $999,999","7,342","(+/-1,187)","13,763","(+/-1,985)","16,468","(+/-2,039)","21,731","(+/-1,821)","4,251",(+/-934),"16,756","(+/-1,667)"
Housing,Value,"$1,000,000 or more","2,177",(+/-641),"1,089",(+/-544),"2,348",(+/-648),"2,617",(+/-821),753,(+/-407),"4,515","(+/-1,041)"
Housing,Value,"Median (dollars)","163,700","(+/-4,452)","204,300","(+/-6,652)","234,000","(+/-5,057)","236,400","(+/-5,683)","111,100","(+/-4,147)","241,200","(+/-5,210)"
Housing,"Mortgage Status","Owner-occupied units","215,982","(+/-4,884)","211,508","(+/-4,744)","201,032","(+/-4,370)","223,723","(+/-3,768)","212,546","(+/-4,613)","192,946","(+/-4,469)"
Housing,"Mortgage Status","Housing units with a mortgage","114,150","(+/-4,658)","123,168","(+/-4,012)","126,454","(+/-4,659)","141,117","(+/-4,396)","87,057","(+/-4,413)","121,118","(+/-4,245)"
Housing,"Mortgage Status","Housing units without a mortgage","101,832","(+/-4,152)","88,340","(+/-3,770)","74,578","(+/-4,200)","82,606","(+/-3,672)","125,489","(+/-4,629)","71,828","(+/-3,219)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","114,150","(+/-4,658)","123,168","(+/-4,012)","126,454","(+/-4,659)","141,117","(+/-4,396)","87,057","(+/-4,413)","121,118","(+/-4,245)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","4,740","(+/-1,240)","2,282",(+/-613),"1,552",(+/-708),"1,910",(+/-663),"3,647","(+/-1,048)","2,229",(+/-932)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","37,801","(+/-2,981)","32,416","(+/-2,338)","21,686","(+/-2,829)","24,109","(+/-2,095)","32,088","(+/-3,054)","22,992","(+/-2,128)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","42,296","(+/-3,274)","41,116","(+/-2,779)","45,938","(+/-3,428)","49,296","(+/-3,326)","31,190","(+/-2,651)","43,050","(+/-3,000)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","17,506","(+/-2,231)","25,777","(+/-2,611)","30,158","(+/-2,599)","32,034","(+/-2,650)","12,956","(+/-1,683)","26,197","(+/-2,441)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","6,468","(+/-1,114)","11,223","(+/-1,736)","12,444","(+/-1,813)","15,632","(+/-1,933)","4,310","(+/-1,112)","13,465","(+/-1,986)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","2,924",(+/-867),"5,711","(+/-1,188)","5,468","(+/-1,069)","8,517","(+/-1,713)","1,782",(+/-760),"4,575","(+/-1,061)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","2,415",(+/-705),"4,643","(+/-1,307)","9,208","(+/-1,642)","9,619","(+/-1,247)","1,084",(+/-511),"8,610","(+/-1,503)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,157",(+/-28),"1,298",(+/-32),"1,431",(+/-33),"1,450",(+/-26),"1,099",(+/-26),"1,405",(+/-29)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","101,832","(+/-4,152)","88,340","(+/-3,770)","74,578","(+/-4,200)","82,606","(+/-3,672)","125,489","(+/-4,629)","71,828","(+/-3,219)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","16,916","(+/-1,958)","11,032","(+/-1,501)","2,756",(+/-822),"7,251","(+/-1,212)","29,338","(+/-1,945)","6,568","(+/-1,167)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","31,722","(+/-2,575)","27,275","(+/-2,379)","12,812","(+/-1,936)","18,168","(+/-2,162)","46,104","(+/-3,116)","18,749","(+/-1,802)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","31,505","(+/-2,909)","29,204","(+/-2,781)","26,645","(+/-2,527)","28,036","(+/-2,309)","33,163","(+/-3,010)","25,037","(+/-2,129)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","13,419","(+/-1,505)","12,098","(+/-1,793)","17,712","(+/-2,110)","15,459","(+/-1,955)","10,320","(+/-1,648)","12,985","(+/-1,862)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","3,744",(+/-891),"5,209","(+/-1,500)","8,022","(+/-1,242)","6,721","(+/-1,204)","3,152",(+/-807),"3,959",(+/-910)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","4,526",(+/-947),"3,522",(+/-814),"6,631","(+/-1,259)","6,971","(+/-1,248)","3,412",(+/-801),"4,530","(+/-1,132)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",412,(+/-12),436,(+/-13),563,(+/-16),515,(+/-14),360,(+/-9),479,(+/-16)
Housing,"Gross Rent","Occupied units paying rent","76,839","(+/-4,261)","80,360","(+/-3,836)","118,227","(+/-4,505)","64,394","(+/-3,607)","69,987","(+/-3,940)","111,678","(+/-4,571)"
Housing,"Gross Rent","Less than $500","15,135","(+/-1,716)","11,149","(+/-1,862)","10,078","(+/-2,021)","6,785","(+/-1,270)","14,822","(+/-1,676)","9,371","(+/-1,739)"
Housing,"Gross Rent","$500 to $999","43,440","(+/-3,602)","42,088","(+/-3,492)","42,833","(+/-3,703)","27,535","(+/-2,721)","44,808","(+/-3,539)","51,601","(+/-3,732)"
Housing,"Gross Rent","$1,000 to $1,499","14,676","(+/-2,354)","21,921","(+/-2,444)","43,961","(+/-3,410)","21,892","(+/-2,324)","8,861","(+/-1,794)","38,815","(+/-3,870)"
Housing,"Gross Rent","$1,500 to $1,999","2,977",(+/-977),"3,562","(+/-1,170)","15,371","(+/-2,600)","6,340","(+/-1,334)","1,226",(+/-689),"9,475","(+/-1,629)"
Housing,"Gross Rent","$2,000 to $2,499",273,(+/-239),723,(+/-436),"3,249","(+/-1,327)","1,371",(+/-531),104,(+/-124),"1,662",(+/-838)
Housing,"Gross Rent","$2,500 to $2,999",211,(+/-187),203,(+/-240),"1,341",(+/-807),245,(+/-292),0,(+/-204),195,(+/-219)
Housing,"Gross Rent","$3,000 or more",127,(+/-124),714,(+/-473),"1,394",(+/-538),226,(+/-212),166,(+/-172),559,(+/-344)
Housing,"Gross Rent","Median (dollars)",754,(+/-20),846,(+/-26),"1,056",(+/-28),972,(+/-27),704,(+/-23),958,(+/-26)
Housing,"Gross Rent","No rent paid","9,218","(+/-1,397)","7,475","(+/-1,402)","5,048","(+/-1,388)","5,968","(+/-1,201)","15,145","(+/-1,969)","6,604","(+/-1,418)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","302,039","(+/-3,854)","299,343","(+/-3,493)","324,307","(+/-3,666)","294,085","(+/-3,227)","297,678","(+/-4,469)","311,228","(+/-3,708)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","19,928","(+/-2,293)","19,411","(+/-2,538)","22,488","(+/-2,785)","13,996","(+/-1,907)","29,166","(+/-3,013)","18,708","(+/-2,237)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","19,026","(+/-1,846)","14,914","(+/-2,027)","15,515","(+/-2,188)","12,511","(+/-1,824)","29,849","(+/-3,061)","14,474","(+/-2,351)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","28,564","(+/-2,504)","26,632","(+/-3,027)","24,305","(+/-2,865)","17,037","(+/-1,795)","38,537","(+/-3,290)","27,242","(+/-2,847)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","29,652","(+/-2,536)","26,958","(+/-2,923)","26,912","(+/-2,638)","21,845","(+/-2,545)","31,071","(+/-2,668)","26,652","(+/-2,910)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","39,580","(+/-3,290)","35,827","(+/-3,010)","40,364","(+/-4,026)","31,953","(+/-2,529)","38,937","(+/-3,004)","40,302","(+/-3,407)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","57,142","(+/-3,431)","52,685","(+/-3,271)","59,304","(+/-4,189)","48,028","(+/-3,812)","50,258","(+/-3,124)","53,256","(+/-3,391)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","40,617","(+/-3,417)","38,164","(+/-3,322)","40,126","(+/-3,536)","40,314","(+/-3,609)","32,235","(+/-3,236)","38,783","(+/-3,200)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","41,157","(+/-3,329)","48,193","(+/-3,338)","49,818","(+/-3,825)","56,525","(+/-3,197)","29,162","(+/-2,855)","48,145","(+/-3,683)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","16,406","(+/-2,403)","18,368","(+/-2,043)","20,135","(+/-2,010)","25,129","(+/-2,390)","11,165","(+/-1,652)","21,610","(+/-2,288)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","9,967","(+/-1,423)","18,191","(+/-2,052)","25,340","(+/-2,746)","26,747","(+/-2,211)","7,298","(+/-1,308)","22,056","(+/-2,256)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","54,615","(+/-1,802)","61,768","(+/-1,696)","63,327","(+/-2,086)","75,907","(+/-2,295)","42,736","(+/-1,850)","62,298","(+/-1,981)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","72,355","(+/-2,331)","82,085","(+/-3,133)","92,398","(+/-4,167)","99,322","(+/-2,983)","59,085","(+/-1,987)","89,600","(+/-3,562)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","736,150","(+/-4,665)","741,800","(+/-6,782)","735,209","(+/-4,247)","751,020","(+/-4,401)","718,446","(+/-3,542)","745,649","(+/-4,588)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","684,300","(+/-6,862)","698,162","(+/-7,367)","695,459","(+/-5,579)","719,791","(+/-6,856)","680,179","(+/-4,680)","703,422","(+/-7,345)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","447,420","(+/-10,765)","476,958","(+/-10,618)","488,067","(+/-11,207)","537,520","(+/-10,532)","343,828","(+/-12,532)","487,802","(+/-9,639)"
Socioeconomic,"Health Insurance Coverage","With public coverage","349,830","(+/-9,718)","331,399","(+/-10,117)","304,445","(+/-9,615)","276,393","(+/-9,573)","429,824","(+/-10,987)","310,396","(+/-8,855)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","51,850","(+/-5,992)","43,638","(+/-5,210)","39,750","(+/-4,062)","31,229","(+/-4,398)","38,267","(+/-3,793)","42,227","(+/-5,404)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","181,281","(+/-3,255)","179,889","(+/-3,362)","170,816","(+/-2,039)","184,415","(+/-2,697)","169,309","(+/-2,671)","175,011","(+/-2,944)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","12,334","(+/-3,372)","10,460","(+/-3,333)","6,153","(+/-2,118)","6,475","(+/-1,849)","5,168","(+/-1,580)","5,050","(+/-1,483)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",12.8,(+/-1.3),10.6,(+/-1.1),11.1,(+/-1.3),6.5,(+/-1.0),19.8,(+/-1.6),10.3,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",20.0,(+/-2.4),16.1,(+/-2.2),18.5,(+/-2.9),8.4,(+/-1.7),28.5,(+/-2.4),16.4,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",19.9,(+/-5.6),19.1,(+/-6.1),16.9,(+/-6.0),7.2,(+/-3.1),23.1,(+/-5.5),19.6,(+/-7.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",8.0,(+/-1.2),6.4,(+/-1.1),4.5,(+/-0.9),3.9,(+/-0.9),11.8,(+/-1.4),5.2,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",11.2,(+/-2.5),7.7,(+/-2.0),5.7,(+/-2.1),3.3,(+/-1.2),15.8,(+/-2.3),7.6,(+/-1.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.0,(+/-4.7),3.5,(+/-3.1),4.3,(+/-4.1),2.1,(+/-2.4),9.2,(+/-4.0),5.3,(+/-3.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",32.5,(+/-4.0),29.4,(+/-4.1),28.7,(+/-4.4),17.1,(+/-4.2),45.7,(+/-4.2),24.7,(+/-3.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",41.8,(+/-4.9),39.7,(+/-6.1),40.5,(+/-6.9),24.6,(+/-6.2),57.3,(+/-5.2),33.9,(+/-5.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",52.0,(+/-13.3),53.5,(+/-15.7),41.7,(+/-16.0),15.2,(+/-8.6),53.3,(+/-12.5),39.5,(+/-15.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",17.6,(+/-1.1),15.3,(+/-1.1),15.2,(+/-1.2),10.0,(+/-1.0),25.7,(+/-1.3),15.3,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",23.9,(+/-2.6),18.7,(+/-2.9),21.2,(+/-3.1),11.0,(+/-2.2),32.6,(+/-2.5),19.1,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",23.4,(+/-2.6),18.4,(+/-2.9),21.1,(+/-3.1),10.3,(+/-2.1),32.4,(+/-2.5),18.8,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",25.6,(+/-3.4),24.1,(+/-4.9),20.7,(+/-4.6),10.2,(+/-3.2),33.1,(+/-3.8),25.0,(+/-4.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",22.7,(+/-2.9),16.3,(+/-2.8),21.2,(+/-3.7),10.3,(+/-2.2),32.1,(+/-2.9),16.6,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",15.8,(+/-1.0),14.4,(+/-0.9),13.5,(+/-0.9),9.7,(+/-0.8),23.7,(+/-1.3),14.3,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",13.4,(+/-1.4),12.6,(+/-1.5),9.7,(+/-1.3),10.9,(+/-1.5),20.7,(+/-1.9),10.7,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",14.4,(+/-1.4),11.6,(+/-1.4),12.5,(+/-1.5),6.5,(+/-1.1),21.2,(+/-1.5),11.2,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",30.9,(+/-2.1),30.8,(+/-2.0),23.1,(+/-1.7),26.7,(+/-2.3),45.9,(+/-2.2),28.8,(+/-2.1)
Education,"School Enrollment","Population 3 years and over enrolled in school","162,989","(+/-4,484)","169,575","(+/-5,002)","168,181","(+/-3,852)","176,841","(+/-3,677)","154,137","(+/-4,313)","186,471","(+/-5,001)"
Education,"School Enrollment","Nursery school, preschool","9,348","(+/-1,588)","10,669","(+/-1,945)","9,975","(+/-1,905)","11,987","(+/-1,648)","7,769","(+/-1,435)","10,476","(+/-1,580)"
Education,"School Enrollment",Kindergarten,"8,485","(+/-1,487)","9,779","(+/-1,696)","7,490","(+/-1,752)","8,017","(+/-1,453)","9,348","(+/-1,864)","7,372","(+/-1,258)"
Education,"School Enrollment","Elementary school (grades 1-8)","73,400","(+/-2,826)","72,271","(+/-3,374)","70,532","(+/-2,420)","77,735","(+/-2,455)","69,599","(+/-3,148)","73,150","(+/-2,718)"
Education,"School Enrollment","High school (grades 9-12)","39,369","(+/-2,440)","41,177","(+/-2,236)","35,368","(+/-2,246)","44,225","(+/-1,885)","36,035","(+/-1,909)","36,698","(+/-2,280)"
Education,"School Enrollment","College or graduate school","32,387","(+/-2,552)","35,679","(+/-3,392)","44,816","(+/-3,276)","34,877","(+/-2,480)","31,386","(+/-2,777)","58,775","(+/-3,790)"
Education,"Educational Attainment","Population 25 years and over","514,311","(+/-3,682)","515,563","(+/-5,017)","514,943","(+/-3,465)","525,962","(+/-3,120)","518,923","(+/-3,153)","501,797","(+/-3,939)"
Education,"Educational Attainment","Less than 9th grade","24,643","(+/-2,556)","21,969","(+/-2,295)","13,151","(+/-2,358)","12,944","(+/-1,674)","38,195","(+/-2,729)","21,230","(+/-2,404)"
Education,"Educational Attainment","9th to 12th grade, no diploma","33,517","(+/-2,982)","33,244","(+/-3,081)","28,608","(+/-3,321)","28,048","(+/-2,969)","57,919","(+/-3,965)","26,591","(+/-2,641)"
Education,"Educational Attainment","High school graduate (includes equivalency)","187,732","(+/-5,906)","188,926","(+/-6,273)","131,677","(+/-5,769)","165,212","(+/-6,506)","196,645","(+/-5,791)","132,479","(+/-5,339)"
Education,"Educational Attainment","Some college, no degree","110,014","(+/-5,489)","100,986","(+/-5,022)","107,436","(+/-5,441)","101,514","(+/-4,784)","99,190","(+/-5,349)","95,978","(+/-4,657)"
Education,"Educational Attainment","Associate's degree","50,221","(+/-3,017)","48,319","(+/-3,696)","41,000","(+/-3,675)","46,747","(+/-3,162)","44,203","(+/-3,374)","41,825","(+/-3,355)"
Education,"Educational Attainment","Bachelor's degree","63,415","(+/-3,819)","74,284","(+/-4,363)","110,166","(+/-5,435)","106,817","(+/-5,572)","45,967","(+/-3,895)","107,971","(+/-4,827)"
Education,"Educational Attainment","Graduate or professional degree","44,769","(+/-3,534)","47,835","(+/-3,853)","82,905","(+/-4,371)","64,680","(+/-3,742)","36,804","(+/-2,766)","75,723","(+/-4,347)"
Education,"Educational Attainment","Percent high school graduate or higher",88.7,(+/-0.7),89.3,(+/-0.8),91.9,(+/-0.8),92.2,(+/-0.7),81.5,(+/-1.0),90.5,(+/-0.7)
Education,"Educational Attainment","Percent bachelor's degree or higher",21.0,(+/-1.1),23.7,(+/-1.2),37.5,(+/-1.2),32.6,(+/-1.2),16.0,(+/-0.9),36.6,(+/-1.2)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","225,850",G,"225,155",G,"442,977",G,"241,132",G,"170,702",G,"272,443",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",209,H,71,J,22,G,155,G,131,H,767,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction","1,865",H,735,H,118,H,274,J,"3,426",G,327,J
Business,"Paid employees for pay period including March 12",Utilities,"1,122",H,920,H,"1,907",J,"1,514",H,"1,193",H,"1,454",H
Business,"Paid employees for pay period including March 12",Construction,"10,624",G,"12,646",G,"17,910",G,"11,750",G,"5,432",G,"17,239",G
Business,"Paid employees for pay period including March 12",Manufacturing,"52,013",G,"45,896",G,"52,142",G,"37,774",G,"19,048",G,"40,552",G
Business,"Paid employees for pay period including March 12","Wholesale trade","8,445",G,"7,814",G,"19,129",G,"14,730",G,"5,370",G,"9,880",G
Business,"Paid employees for pay period including March 12","Retail trade","35,149",H,"34,888",H,"43,118",G,"31,986",G,"31,561",G,"37,205",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","13,277",G,"11,598",G,"54,292",J,"23,960",H,"6,781",G,"11,897",G
Business,"Paid employees for pay period including March 12",Information,"2,875",G,"2,472",G,"7,943",H,"2,943",H,"4,308",H,"4,747",H
Business,"Paid employees for pay period including March 12","Finance and insurance","7,319",G,"7,824",G,"30,626",H,"12,967",G,"5,426",G,"7,297",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","2,093",G,"2,230",G,"5,374",G,"2,722",G,"1,610",G,"3,312",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","6,735",G,"7,663",G,"24,550",G,"9,378",G,"6,755",G,"17,013",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",737,G,"4,126",H,"24,723",G,"4,812",H,"1,357",G,"5,144",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","10,365",G,"13,794",G,"26,741",G,"15,044",G,"8,502",G,"18,092",G
Business,"Paid employees for pay period including March 12","Educational services","4,172",H,"1,840",G,"9,037",G,"3,952",H,"3,151",G,"5,639",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","34,903",G,"36,432",G,"67,217",G,"30,118",G,"41,494",G,"46,456",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","1,920",H,"1,770",G,"5,189",G,"3,179",H,769,G,"3,979",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","23,428",G,"23,813",G,"35,416",G,"25,087",G,"19,374",G,"30,268",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","8,553",G,"8,575",G,"17,513",G,"8,768",G,"4,990",G,"11,147",G
Business,"Paid employees for pay period including March 12","Industries not classified",46,J,48,G,10,G,19,J,24,J,28,J
Business,"Annual payroll ($1,000)","Total for all sectors","9,814,050",G,"10,039,177",G,"26,158,778",G,"12,505,376",G,"6,906,567",G,"13,360,682",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","11,231",H,"3,038",H,"1,216",G,"6,044",G,"3,833",G,"35,164",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","147,496",H,"49,555",H,"16,330",H,"18,248",J,"255,658",G,"15,404",H
Business,"Annual payroll ($1,000)",Utilities,"100,562",H,"79,591",H,"221,672",J,"153,494",H,"100,331",H,"158,021",H
Business,"Annual payroll ($1,000)",Construction,"579,821",G,"709,180",G,"1,130,071",G,"758,516",G,"276,124",G,"1,083,257",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,741,432",G,"2,633,767",G,"3,395,274",H,"2,407,776",H,"900,294",G,"2,298,363",G
Business,"Annual payroll ($1,000)","Wholesale trade","470,046",G,"449,944",G,"1,426,390",G,"1,151,824",G,"249,021",G,"649,178",H
Business,"Annual payroll ($1,000)","Retail trade","1,050,028",G,"1,089,040",H,"1,465,425",G,"963,219",G,"922,823",G,"1,191,781",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","691,543",G,"571,230",G,"3,229,421",J,"1,315,321",H,"318,628",H,"533,200",G
Business,"Annual payroll ($1,000)",Information,"140,707",G,"121,205",G,"587,840",H,"160,457",H,"156,775",H,"204,578",H
Business,"Annual payroll ($1,000)","Finance and insurance","456,878",G,"509,891",G,"2,964,002",H,"1,022,774",G,"283,118",G,"591,919",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","82,358",G,"88,469",G,"331,197",G,"156,410",H,"66,258",G,"149,753",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","374,964",G,"461,207",H,"1,861,500",G,"786,827",G,"239,548",G,"1,173,098",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","50,642",G,"237,806",G,"2,358,638",G,"381,416",H,"83,901",G,"594,800",H
