Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,Industry,"Civilian employed population 16 years and over","390,858","(+/-5,977)","408,952","(+/-9,067)","414,680","(+/-9,692)","390,772","(+/-8,878)","408,873","(+/-9,187)","403,106","(+/-7,807)","354,397","(+/-9,219)","396,780","(+/-9,905)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","5,147","(+/-1,231)","2,024","(+/-1,396)",789,(+/-563),294,(+/-438),"1,798",(+/-755),"5,281","(+/-1,744)",572,(+/-345),803,(+/-405)
Workers,Industry,Construction,"29,709","(+/-2,700)","24,835","(+/-3,373)","25,330","(+/-2,652)","41,977","(+/-4,392)","27,399","(+/-3,039)","30,932","(+/-3,444)","18,126","(+/-2,796)","28,325","(+/-3,892)"
Workers,Industry,Manufacturing,"30,380","(+/-3,213)","22,337","(+/-3,460)","20,484","(+/-2,749)","9,057","(+/-2,108)","14,155","(+/-2,051)","27,730","(+/-3,227)","17,808","(+/-2,983)","10,974","(+/-1,745)"
Workers,Industry,"Wholesale trade","6,348","(+/-1,438)","8,071","(+/-2,356)","7,826","(+/-1,822)","4,054","(+/-1,080)","4,097","(+/-1,238)","5,687","(+/-1,404)","4,712","(+/-1,310)","3,811","(+/-1,005)"
Workers,Industry,"Retail trade","41,712","(+/-3,618)","35,653","(+/-3,920)","34,694","(+/-4,126)","33,792","(+/-3,579)","30,925","(+/-3,724)","41,897","(+/-3,752)","34,842","(+/-4,547)","20,756","(+/-3,069)"
Workers,Industry,"Transportation and warehousing, and utilities","19,880","(+/-2,457)","24,079","(+/-3,967)","18,716","(+/-2,708)","26,806","(+/-3,498)","25,631","(+/-3,666)","18,377","(+/-3,160)","26,016","(+/-3,671)","12,944","(+/-2,185)"
Workers,Industry,Information,"5,497","(+/-1,356)","6,362","(+/-1,287)","8,193","(+/-1,815)","7,812","(+/-2,180)","6,638","(+/-1,811)","7,033","(+/-1,527)","5,899","(+/-1,541)","9,853","(+/-1,606)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","22,946","(+/-2,580)","31,195","(+/-3,321)","24,739","(+/-2,704)","16,472","(+/-2,660)","19,802","(+/-2,511)","21,696","(+/-2,415)","15,893","(+/-2,385)","24,938","(+/-2,396)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","46,850","(+/-3,958)","61,549","(+/-5,068)","80,252","(+/-5,041)","62,918","(+/-5,749)","67,649","(+/-5,248)","73,350","(+/-4,536)","44,632","(+/-4,745)","91,658","(+/-4,969)"
Workers,Industry,"Educational services, and health care and social assistance","94,863","(+/-5,449)","114,323","(+/-5,636)","100,361","(+/-5,457)","86,848","(+/-6,297)","84,291","(+/-6,498)","90,293","(+/-4,803)","105,251","(+/-5,450)","83,623","(+/-5,062)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","34,625","(+/-3,888)","29,298","(+/-3,818)","29,113","(+/-3,913)","31,966","(+/-3,785)","30,860","(+/-3,597)","27,346","(+/-3,032)","27,584","(+/-4,323)","30,788","(+/-4,043)"
Workers,Industry,"Other services, except public administration","16,727","(+/-2,233)","17,248","(+/-2,635)","17,502","(+/-2,596)","24,717","(+/-3,557)","19,462","(+/-2,778)","22,263","(+/-2,459)","17,787","(+/-2,691)","27,858","(+/-3,173)"
Workers,Industry,"Public administration","36,174","(+/-3,513)","31,978","(+/-3,394)","46,681","(+/-3,646)","44,059","(+/-3,745)","76,166","(+/-4,605)","31,221","(+/-3,155)","35,275","(+/-3,611)","50,449","(+/-3,765)"
Workers,"Class of Worker","Civilian employed population 16 years and over","390,858","(+/-5,977)","408,952","(+/-9,067)","414,680","(+/-9,692)","390,772","(+/-8,878)","408,873","(+/-9,187)","403,106","(+/-7,807)","354,397","(+/-9,219)","396,780","(+/-9,905)"
Workers,"Class of Worker","Private wage and salary workers","289,226","(+/-7,275)","312,142","(+/-8,651)","299,529","(+/-9,375)","274,865","(+/-7,469)","256,990","(+/-7,933)","299,761","(+/-8,424)","258,945","(+/-7,616)","278,659","(+/-7,957)"
Workers,"Class of Worker","Government workers","78,830","(+/-4,980)","77,067","(+/-6,061)","95,530","(+/-5,155)","90,798","(+/-5,529)","132,884","(+/-6,625)","79,532","(+/-5,232)","79,843","(+/-6,148)","85,928","(+/-5,121)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","22,306","(+/-2,291)","18,614","(+/-2,891)","19,148","(+/-2,660)","24,276","(+/-3,225)","18,469","(+/-3,176)","22,567","(+/-2,846)","15,320","(+/-2,476)","30,888","(+/-3,610)"
Workers,"Class of Worker","Unpaid family workers",496,(+/-316),"1,129",(+/-578),473,(+/-330),833,(+/-696),530,(+/-431),"1,246",(+/-690),289,(+/-253),"1,305",(+/-673)
Housing,"Housing Occupancy","Total housing units","364,094","(+/-1,881)","318,758","(+/-4,548)","303,754","(+/-3,379)","288,503","(+/-3,796)","302,070","(+/-4,620)","318,447","(+/-4,432)","365,228","(+/-4,229)","298,203","(+/-4,374)"
Housing,"Housing Occupancy","Occupied housing units","307,941","(+/-4,119)","307,296","(+/-4,509)","292,501","(+/-3,834)","274,361","(+/-4,178)","289,772","(+/-5,201)","296,431","(+/-4,093)","322,400","(+/-5,389)","285,282","(+/-4,738)"
Housing,"Housing Occupancy","Vacant housing units","56,153","(+/-3,760)","11,462","(+/-2,431)","11,253","(+/-2,044)","14,142","(+/-2,178)","12,298","(+/-3,000)","22,016","(+/-2,739)","42,828","(+/-3,457)","12,921","(+/-2,534)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.1,(+/-0.4),0.5,(+/-0.4),0.2,(+/-0.2),1.2,(+/-0.7),0.5,(+/-0.4),0.7,(+/-0.4),1.6,(+/-0.7),0.6,(+/-0.4)
Housing,"Housing Occupancy","Rental vacancy rate",6.2,(+/-2.1),3.7,(+/-1.5),4.1,(+/-1.8),3.5,(+/-1.2),2.9,(+/-1.8),4.2,(+/-1.2),3.9,(+/-1.0),3.0,(+/-1.2)
Housing,"Housing Tenure","Occupied housing units","307,941","(+/-4,119)","307,296","(+/-4,509)","292,501","(+/-3,834)","274,361","(+/-4,178)","289,772","(+/-5,201)","296,431","(+/-4,093)","322,400","(+/-5,389)","285,282","(+/-4,738)"
Housing,"Housing Tenure",Owner-occupied,"235,308","(+/-4,325)","213,206","(+/-5,685)","214,568","(+/-4,022)","150,876","(+/-4,868)","234,162","(+/-5,990)","205,709","(+/-4,542)","165,977","(+/-6,278)","189,782","(+/-5,431)"
Housing,"Housing Tenure",Renter-occupied,"72,633","(+/-4,165)","94,090","(+/-5,129)","77,933","(+/-4,161)","123,485","(+/-5,600)","55,610","(+/-4,428)","90,722","(+/-4,021)","156,423","(+/-5,470)","95,500","(+/-5,161)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.57,(+/-0.04),2.59,(+/-0.05),2.77,(+/-0.05),2.78,(+/-0.06),2.76,(+/-0.04),2.73,(+/-0.04),2.39,(+/-0.07),2.79,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.18,(+/-0.09),2.10,(+/-0.10),2.28,(+/-0.09),2.55,(+/-0.07),2.32,(+/-0.12),2.32,(+/-0.09),2.10,(+/-0.07),2.30,(+/-0.10)
Housing,"Year Householder Moved into Unit","Occupied housing units","307,941","(+/-4,119)","307,296","(+/-4,509)","292,501","(+/-3,834)","274,361","(+/-4,178)","289,772","(+/-5,201)","296,431","(+/-4,093)","322,400","(+/-5,389)","285,282","(+/-4,738)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","42,417","(+/-3,624)","46,329","(+/-4,136)","53,948","(+/-3,922)","45,734","(+/-4,696)","42,584","(+/-4,148)","51,866","(+/-4,185)","60,195","(+/-4,405)","52,566","(+/-3,980)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","61,174","(+/-4,147)","66,647","(+/-4,030)","61,534","(+/-4,558)","65,922","(+/-5,891)","60,216","(+/-4,282)","66,545","(+/-4,089)","80,417","(+/-4,829)","60,918","(+/-3,645)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","79,488","(+/-4,421)","73,239","(+/-4,505)","64,443","(+/-3,860)","64,709","(+/-3,887)","68,812","(+/-4,192)","67,508","(+/-3,980)","71,445","(+/-4,976)","64,005","(+/-3,836)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","57,406","(+/-3,270)","55,832","(+/-3,661)","51,485","(+/-3,668)","43,891","(+/-4,196)","54,889","(+/-4,273)","48,354","(+/-3,815)","45,396","(+/-3,561)","48,550","(+/-3,494)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","34,018","(+/-2,627)","34,697","(+/-2,884)","31,637","(+/-2,351)","26,556","(+/-2,653)","36,760","(+/-2,983)","31,465","(+/-3,137)","25,586","(+/-2,501)","29,849","(+/-2,466)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","33,438","(+/-2,540)","30,552","(+/-2,358)","29,454","(+/-2,224)","27,549","(+/-2,161)","26,511","(+/-2,141)","30,693","(+/-1,772)","39,361","(+/-3,570)","29,394","(+/-2,150)"
Housing,Value,"Owner-occupied units","235,308","(+/-4,325)","213,206","(+/-5,685)","214,568","(+/-4,022)","150,876","(+/-4,868)","234,162","(+/-5,990)","205,709","(+/-4,542)","165,977","(+/-6,278)","189,782","(+/-5,431)"
Housing,Value,"Less than $50,000","8,890","(+/-1,606)","6,720","(+/-1,522)","4,072","(+/-1,165)","4,935","(+/-1,249)","9,251","(+/-2,530)","6,747","(+/-1,424)","9,485","(+/-1,598)","2,792","(+/-1,095)"
Housing,Value,"$50,000 to $99,999","6,173","(+/-1,132)","2,680",(+/-950),"1,905",(+/-734),"1,641",(+/-873),"2,189",(+/-848),"8,179","(+/-1,285)","11,078","(+/-1,703)","1,538",(+/-750)
Housing,Value,"$100,000 to $149,999","7,245","(+/-1,248)","5,309","(+/-1,170)","1,476",(+/-610),"2,645",(+/-985),"1,747",(+/-717),"8,495","(+/-1,395)","22,828","(+/-2,869)","1,913",(+/-697)
Housing,Value,"$150,000 to $199,999","18,910","(+/-2,212)","12,836","(+/-1,878)","4,698","(+/-1,309)","4,338","(+/-1,248)","3,748",(+/-945),"11,384","(+/-1,600)","27,057","(+/-3,161)","3,342","(+/-1,139)"
Housing,Value,"$200,000 to $299,999","55,584","(+/-3,320)","46,155","(+/-3,627)","18,325","(+/-2,066)","19,254","(+/-2,384)","24,919","(+/-2,949)","33,024","(+/-3,042)","49,409","(+/-4,070)","11,371","(+/-1,609)"
Housing,Value,"$300,000 to $499,999","84,526","(+/-3,685)","86,685","(+/-4,184)","77,728","(+/-3,722)","84,340","(+/-3,629)","111,150","(+/-4,827)","71,516","(+/-4,091)","36,295","(+/-3,245)","36,813","(+/-3,011)"
Housing,Value,"$500,000 to $999,999","47,272","(+/-2,717)","47,993","(+/-2,743)","90,534","(+/-4,043)","31,269","(+/-2,758)","75,229","(+/-4,891)","59,505","(+/-3,575)","8,470","(+/-1,390)","93,480","(+/-4,109)"
Housing,Value,"$1,000,000 or more","6,708","(+/-1,235)","4,828","(+/-1,045)","15,830","(+/-1,847)","2,454",(+/-829),"5,929","(+/-1,208)","6,859","(+/-1,223)","1,355",(+/-562),"38,533","(+/-2,735)"
Housing,Value,"Median (dollars)","341,100","(+/-6,417)","361,100","(+/-6,207)","497,600","(+/-9,461)","390,200","(+/-6,598)","435,500","(+/-7,611)","391,100","(+/-9,082)","223,500","(+/-6,505)","660,600","(+/-11,962)"
Housing,"Mortgage Status","Owner-occupied units","235,308","(+/-4,325)","213,206","(+/-5,685)","214,568","(+/-4,022)","150,876","(+/-4,868)","234,162","(+/-5,990)","205,709","(+/-4,542)","165,977","(+/-6,278)","189,782","(+/-5,431)"
Housing,"Mortgage Status","Housing units with a mortgage","155,753","(+/-4,988)","148,538","(+/-4,578)","157,080","(+/-4,756)","113,679","(+/-5,423)","186,723","(+/-5,966)","145,471","(+/-4,813)","108,273","(+/-5,810)","128,711","(+/-5,140)"
Housing,"Mortgage Status","Housing units without a mortgage","79,555","(+/-3,584)","64,668","(+/-4,516)","57,488","(+/-3,432)","37,197","(+/-3,116)","47,439","(+/-3,618)","60,238","(+/-3,162)","57,704","(+/-4,449)","61,071","(+/-2,713)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","155,753","(+/-4,988)","148,538","(+/-4,578)","157,080","(+/-4,756)","113,679","(+/-5,423)","186,723","(+/-5,966)","145,471","(+/-4,813)","108,273","(+/-5,810)","128,711","(+/-5,140)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","1,548",(+/-775),"1,666",(+/-785),"1,186",(+/-668),544,(+/-314),"1,850","(+/-1,142)","1,956",(+/-645),"1,192",(+/-782),575,(+/-441)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","11,452","(+/-1,928)","6,806","(+/-1,593)","4,455","(+/-1,038)","3,894","(+/-1,243)","6,501","(+/-2,113)","10,117","(+/-1,308)","14,031","(+/-2,150)","3,695","(+/-1,153)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","40,127","(+/-3,679)","26,640","(+/-2,471)","16,564","(+/-2,096)","16,545","(+/-2,177)","17,752","(+/-2,445)","27,544","(+/-3,077)","33,151","(+/-3,822)","8,652","(+/-1,404)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","39,693","(+/-2,807)","42,771","(+/-3,409)","29,978","(+/-2,814)","28,285","(+/-2,954)","45,179","(+/-3,569)","33,264","(+/-2,685)","32,273","(+/-3,149)","16,944","(+/-2,101)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","26,477","(+/-2,238)","30,030","(+/-2,909)","33,404","(+/-2,669)","30,559","(+/-3,523)","44,035","(+/-4,027)","27,377","(+/-2,560)","15,341","(+/-2,122)","25,454","(+/-2,541)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","16,814","(+/-1,791)","19,344","(+/-2,275)","26,432","(+/-2,922)","16,897","(+/-1,870)","31,280","(+/-3,241)","18,354","(+/-2,463)","6,595","(+/-1,437)","19,324","(+/-2,089)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","19,642","(+/-2,244)","21,281","(+/-2,270)","45,061","(+/-3,243)","16,955","(+/-2,222)","40,126","(+/-3,657)","26,859","(+/-2,314)","5,690","(+/-1,313)","54,067","(+/-3,118)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,788",(+/-41),"1,959",(+/-34),"2,395",(+/-46),"2,124",(+/-40),"2,251",(+/-42),"1,998",(+/-52),"1,583",(+/-39),"2,734",(+/-60)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","79,555","(+/-3,584)","64,668","(+/-4,516)","57,488","(+/-3,432)","37,197","(+/-3,116)","47,439","(+/-3,618)","60,238","(+/-3,162)","57,704","(+/-4,449)","61,071","(+/-2,713)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","3,768","(+/-1,091)","2,099",(+/-693),802,(+/-505),"1,001",(+/-531),"1,211",(+/-609),"2,944",(+/-718),"3,221","(+/-1,017)","1,449",(+/-607)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","9,747","(+/-1,472)","5,007","(+/-1,193)","3,549","(+/-1,053)","1,671",(+/-677),"3,017",(+/-899),"10,144","(+/-1,389)","8,512","(+/-1,699)","1,520",(+/-647)
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","24,091","(+/-2,194)","18,715","(+/-2,235)","11,546","(+/-1,709)","7,700","(+/-1,253)","10,819","(+/-1,627)","18,375","(+/-1,902)","19,811","(+/-2,437)","6,341","(+/-1,176)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","21,208","(+/-2,055)","18,764","(+/-2,367)","14,592","(+/-1,810)","13,731","(+/-1,929)","13,149","(+/-2,058)","13,526","(+/-2,009)","13,603","(+/-2,224)","11,738","(+/-1,523)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","10,562","(+/-1,580)","8,688","(+/-1,628)","10,325","(+/-1,582)","8,185","(+/-1,722)","9,082","(+/-1,468)","7,225","(+/-1,219)","5,786","(+/-1,064)","10,935","(+/-1,338)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","10,179","(+/-1,680)","11,395","(+/-1,993)","16,674","(+/-1,958)","4,909","(+/-1,114)","10,161","(+/-1,781)","8,024","(+/-1,467)","6,771","(+/-1,302)","29,088","(+/-2,256)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",617,(+/-18),664,(+/-20),775,(+/-26),712,(+/-21),735,(+/-24),584,(+/-21),574,(+/-19),970,(+/-32)
Housing,"Gross Rent","Occupied units paying rent","66,941","(+/-3,915)","91,449","(+/-4,961)","76,556","(+/-4,219)","120,131","(+/-5,632)","51,984","(+/-4,084)","86,200","(+/-4,162)","150,932","(+/-5,700)","92,909","(+/-5,098)"
Housing,"Gross Rent","Less than $500","4,401",(+/-997),"4,021","(+/-1,421)","3,008","(+/-1,055)","3,096","(+/-1,106)","2,531",(+/-932),"6,584","(+/-1,551)","18,592","(+/-2,492)","3,355","(+/-1,050)"
Housing,"Gross Rent","$500 to $999","16,625","(+/-2,777)","11,199","(+/-2,376)","6,653","(+/-1,666)","5,787","(+/-1,792)","2,800",(+/-884),"18,354","(+/-2,150)","24,650","(+/-3,054)","2,865",(+/-914)
Housing,"Gross Rent","$1,000 to $1,499","22,108","(+/-2,769)","31,966","(+/-3,892)","12,421","(+/-1,918)","40,705","(+/-4,195)","8,575","(+/-1,674)","19,905","(+/-2,474)","61,208","(+/-4,904)","15,561","(+/-2,587)"
Housing,"Gross Rent","$1,500 to $1,999","16,948","(+/-2,315)","25,725","(+/-3,407)","25,840","(+/-3,050)","44,060","(+/-4,482)","16,778","(+/-2,849)","22,128","(+/-2,574)","32,397","(+/-3,963)","32,699","(+/-3,302)"
Housing,"Gross Rent","$2,000 to $2,499","4,836","(+/-1,338)","11,923","(+/-2,715)","17,859","(+/-2,928)","17,215","(+/-3,236)","14,435","(+/-2,743)","13,087","(+/-2,739)","9,364","(+/-2,039)","18,330","(+/-2,522)"
Housing,"Gross Rent","$2,500 to $2,999","1,083",(+/-456),"3,225","(+/-1,386)","5,414","(+/-1,530)","5,936","(+/-1,671)","5,238","(+/-1,375)","3,644","(+/-1,470)","2,589",(+/-849),"9,174","(+/-1,622)"
Housing,"Gross Rent","$3,000 or more",940,(+/-450),"3,390","(+/-1,299)","5,361","(+/-1,272)","3,332",(+/-735),"1,627",(+/-551),"2,498",(+/-830),"2,132",(+/-759),"10,925","(+/-1,680)"
Housing,"Gross Rent","Median (dollars)","1,281",(+/-59),"1,482",(+/-46),"1,813",(+/-45),"1,619",(+/-34),"1,860",(+/-55),"1,460",(+/-67),"1,254",(+/-29),"1,877",(+/-42)
Housing,"Gross Rent","No rent paid","5,692","(+/-1,376)","2,641","(+/-1,095)","1,377",(+/-596),"3,354","(+/-1,353)","3,626","(+/-1,092)","4,522","(+/-1,278)","5,491","(+/-1,558)","2,591",(+/-963)
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","307,941","(+/-4,119)","307,296","(+/-4,509)","292,501","(+/-3,834)","274,361","(+/-4,178)","289,772","(+/-5,201)","296,431","(+/-4,093)","322,400","(+/-5,389)","285,282","(+/-4,738)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","13,345","(+/-2,001)","14,614","(+/-2,066)","7,347","(+/-1,354)","13,495","(+/-2,410)","11,386","(+/-2,182)","11,037","(+/-1,765)","32,866","(+/-3,310)","10,360","(+/-1,925)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","7,198","(+/-1,351)","7,054","(+/-1,648)","3,366","(+/-1,211)","5,426","(+/-1,548)","5,379","(+/-1,483)","8,322","(+/-1,387)","19,891","(+/-2,879)","5,496","(+/-1,529)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","19,388","(+/-2,335)","14,061","(+/-1,993)","11,133","(+/-2,254)","13,015","(+/-2,288)","8,382","(+/-2,058)","15,714","(+/-1,870)","25,556","(+/-3,010)","9,796","(+/-1,731)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","20,722","(+/-2,594)","14,085","(+/-2,367)","11,373","(+/-1,808)","17,719","(+/-2,787)","10,081","(+/-1,643)","17,679","(+/-2,388)","26,846","(+/-3,528)","12,948","(+/-1,980)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","29,767","(+/-3,184)","29,025","(+/-3,442)","19,190","(+/-2,513)","28,097","(+/-3,495)","14,108","(+/-2,376)","22,941","(+/-2,360)","38,526","(+/-4,251)","15,985","(+/-2,366)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","44,433","(+/-3,677)","43,231","(+/-4,089)","35,586","(+/-3,561)","40,813","(+/-3,945)","31,912","(+/-3,072)","40,913","(+/-3,539)","51,395","(+/-4,070)","32,759","(+/-3,236)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","38,852","(+/-2,751)","42,520","(+/-3,815)","33,848","(+/-3,131)","40,798","(+/-4,143)","33,825","(+/-3,595)","36,902","(+/-3,278)","39,829","(+/-4,479)","31,299","(+/-3,386)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","58,487","(+/-3,518)","58,279","(+/-4,014)","56,273","(+/-3,926)","54,758","(+/-4,247)","64,199","(+/-3,993)","59,004","(+/-3,367)","45,720","(+/-3,596)","46,985","(+/-3,661)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","33,314","(+/-2,820)","37,371","(+/-3,447)","37,141","(+/-3,402)","30,393","(+/-3,198)","47,671","(+/-3,584)","35,015","(+/-2,293)","20,093","(+/-2,576)","33,907","(+/-2,637)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","42,435","(+/-3,373)","47,056","(+/-3,321)","77,244","(+/-4,133)","29,847","(+/-2,911)","62,829","(+/-4,275)","48,904","(+/-3,030)","21,678","(+/-2,183)","85,747","(+/-4,002)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","87,671","(+/-2,472)","92,468","(+/-3,155)","119,418","(+/-2,874)","86,941","(+/-3,119)","121,284","(+/-3,754)","96,041","(+/-2,831)","56,870","(+/-2,553)","123,494","(+/-4,356)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","114,238","(+/-3,681)","122,945","(+/-3,288)","154,980","(+/-4,204)","105,350","(+/-3,726)","139,340","(+/-3,556)","122,204","(+/-3,135)","79,362","(+/-2,423)","174,201","(+/-5,075)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","770,202","(+/-6,249)","764,181","(+/-12,951)","764,767","(+/-11,178)","744,569","(+/-12,006)","768,391","(+/-13,155)","776,592","(+/-11,580)","736,903","(+/-11,987)","747,434","(+/-13,171)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","739,966","(+/-7,548)","735,330","(+/-13,909)","731,226","(+/-10,697)","650,539","(+/-11,969)","735,631","(+/-14,009)","725,971","(+/-13,419)","690,294","(+/-12,943)","695,689","(+/-13,872)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","569,995","(+/-9,819)","603,006","(+/-16,588)","630,370","(+/-12,872)","448,161","(+/-13,226)","621,659","(+/-13,983)","563,677","(+/-14,231)","418,685","(+/-14,342)","565,336","(+/-14,438)"
Socioeconomic,"Health Insurance Coverage","With public coverage","297,015","(+/-10,115)","257,280","(+/-14,139)","204,662","(+/-7,678)","291,522","(+/-14,458)","231,226","(+/-12,405)","263,080","(+/-8,585)","356,432","(+/-12,260)","234,193","(+/-11,448)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","30,236","(+/-4,332)","28,851","(+/-5,263)","33,541","(+/-5,982)","94,030","(+/-7,809)","32,760","(+/-5,177)","50,621","(+/-6,267)","46,609","(+/-5,489)","51,745","(+/-5,883)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","174,246","(+/-3,434)","172,511","(+/-6,510)","184,936","(+/-4,387)","175,291","(+/-7,375)","189,252","(+/-7,448)","186,745","(+/-5,531)","169,717","(+/-5,849)","175,434","(+/-5,899)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","5,440","(+/-1,883)","6,791","(+/-2,499)","6,376","(+/-2,250)","14,387","(+/-3,207)","6,012","(+/-2,791)","8,834","(+/-2,448)","8,266","(+/-2,448)","3,919","(+/-1,903)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",5.5,(+/-1.0),6.1,(+/-1.0),3.3,(+/-0.8),8.6,(+/-1.5),4.7,(+/-1.0),6.5,(+/-0.9),14.1,(+/-1.7),5.3,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.1,(+/-1.9),9.0,(+/-2.0),5.1,(+/-1.5),14.0,(+/-2.6),7.4,(+/-1.9),9.5,(+/-1.6),20.3,(+/-2.9),8.6,(+/-1.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.1,(+/-4.5),7.8,(+/-4.7),4.1,(+/-3.1),11.9,(+/-5.5),9.6,(+/-6.2),12.2,(+/-6.5),9.6,(+/-5.1),6.2,(+/-4.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.6,(+/-0.8),3.3,(+/-0.9),1.7,(+/-0.6),5.2,(+/-1.3),2.2,(+/-0.5),3.3,(+/-0.8),8.6,(+/-1.9),3.4,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.7,(+/-1.2),4.0,(+/-1.8),2.0,(+/-1.0),7.6,(+/-2.4),2.7,(+/-1.2),3.6,(+/-1.4),9.5,(+/-3.4),4.9,(+/-1.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.4,(+/-1.6),3.0,(+/-3.5),1.1,(+/-1.2),10.0,(+/-6.1),1.6,(+/-2.0),0.9,(+/-1.2),4.1,(+/-3.6),3.8,(+/-3.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",18.0,(+/-3.7),16.9,(+/-4.1),11.9,(+/-4.3),13.6,(+/-3.1),13.5,(+/-3.8),16.8,(+/-3.6),21.7,(+/-3.0),16.4,(+/-5.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",24.0,(+/-5.9),25.1,(+/-6.1),16.5,(+/-6.4),22.5,(+/-5.3),20.1,(+/-6.0),24.1,(+/-5.8),30.6,(+/-4.8),25.0,(+/-7.2)
