Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Workers,"Commuting to Work",Walked,"10,511","(+/-1,833)","11,668","(+/-1,483)","8,609","(+/-1,658)","11,214","(+/-1,899)","18,231","(+/-2,373)","9,532","(+/-1,500)","46,950","(+/-4,930)","21,376","(+/-2,593)","7,918","(+/-1,906)"
Workers,"Commuting to Work","Other means","5,110","(+/-1,451)","9,137","(+/-2,166)","12,656","(+/-2,557)","8,219","(+/-1,943)","13,415","(+/-2,356)","9,580","(+/-2,305)","23,062","(+/-2,943)","9,462","(+/-1,675)","6,799","(+/-1,901)"
Workers,"Commuting to Work","Worked from home","41,622","(+/-3,857)","71,237","(+/-4,376)","64,307","(+/-4,794)","83,580","(+/-5,202)","105,795","(+/-5,392)","77,648","(+/-4,683)","81,008","(+/-5,413)","86,199","(+/-5,189)","58,885","(+/-4,550)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",23.3,(+/-0.7),26.5,(+/-0.7),28.1,(+/-0.8),30.1,(+/-0.8),29.1,(+/-0.6),29.5,(+/-0.7),30.6,(+/-0.8),32.2,(+/-0.9),27.3,(+/-0.7)
Workers,Occupation,"Civilian employed population 16 years and over","371,989","(+/-8,310)","402,939","(+/-7,672)","412,558","(+/-10,108)","421,597","(+/-8,601)","433,353","(+/-7,808)","410,221","(+/-6,093)","426,654","(+/-8,909)","439,070","(+/-8,545)","396,442","(+/-7,869)"
Workers,Occupation,"Management, business, science, and arts occupations","155,529","(+/-6,635)","201,060","(+/-7,438)","186,651","(+/-7,860)","228,996","(+/-7,470)","270,405","(+/-7,575)","208,037","(+/-6,234)","234,713","(+/-7,740)","234,373","(+/-8,148)","176,876","(+/-7,125)"
Workers,Occupation,"Service occupations","68,086","(+/-5,036)","59,827","(+/-4,309)","61,564","(+/-4,108)","53,213","(+/-4,301)","55,435","(+/-4,283)","57,115","(+/-3,810)","78,066","(+/-5,918)","67,199","(+/-4,964)","71,864","(+/-5,281)"
Workers,Occupation,"Sales and office occupations","67,659","(+/-5,838)","68,162","(+/-4,311)","76,287","(+/-4,692)","71,709","(+/-4,700)","57,972","(+/-3,994)","77,653","(+/-4,819)","64,537","(+/-4,852)","81,291","(+/-4,594)","73,813","(+/-6,071)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","33,094","(+/-3,212)","33,252","(+/-3,409)","28,663","(+/-3,285)","30,691","(+/-3,506)","24,666","(+/-3,743)","30,885","(+/-2,941)","17,529","(+/-2,266)","25,155","(+/-2,921)","40,375","(+/-3,953)"
Workers,Occupation,"Production, transportation, and material moving occupations","47,621","(+/-3,649)","40,638","(+/-3,500)","59,393","(+/-4,982)","36,988","(+/-4,032)","24,875","(+/-2,672)","36,531","(+/-3,835)","31,809","(+/-3,672)","31,052","(+/-3,597)","33,514","(+/-3,411)"
Workers,Industry,"Civilian employed population 16 years and over","371,989","(+/-8,310)","402,939","(+/-7,672)","412,558","(+/-10,108)","421,597","(+/-8,601)","433,353","(+/-7,808)","410,221","(+/-6,093)","426,654","(+/-8,909)","439,070","(+/-8,545)","396,442","(+/-7,869)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","2,845","(+/-1,238)","3,099",(+/-802),"2,964","(+/-1,163)",920,(+/-510),"1,614",(+/-647),"2,303",(+/-948),593,(+/-369),533,(+/-364),"4,431","(+/-1,246)"
Workers,Industry,Construction,"24,267","(+/-2,561)","27,907","(+/-3,251)","26,694","(+/-2,660)","27,741","(+/-3,084)","21,926","(+/-3,255)","28,757","(+/-3,456)","15,778","(+/-2,521)","25,047","(+/-2,977)","35,939","(+/-3,562)"
Workers,Industry,Manufacturing,"37,145","(+/-3,424)","41,663","(+/-3,330)","63,378","(+/-5,272)","40,595","(+/-3,637)","39,440","(+/-3,608)","37,846","(+/-3,158)","26,124","(+/-2,670)","25,507","(+/-3,225)","28,113","(+/-3,540)"
Workers,Industry,"Wholesale trade","6,983","(+/-1,400)","8,690","(+/-1,893)","9,438","(+/-1,729)","10,103","(+/-1,866)","5,893","(+/-1,300)","8,564","(+/-1,631)","6,667","(+/-1,514)","6,030","(+/-1,278)","7,453","(+/-1,478)"
Workers,Industry,"Retail trade","40,262","(+/-4,285)","37,692","(+/-3,694)","41,047","(+/-3,789)","38,877","(+/-3,435)","34,950","(+/-3,470)","39,863","(+/-3,828)","33,736","(+/-2,804)","43,203","(+/-3,833)","43,555","(+/-3,908)"
Workers,Industry,"Transportation and warehousing, and utilities","18,519","(+/-2,768)","18,452","(+/-3,081)","19,118","(+/-2,985)","16,393","(+/-2,314)","13,138","(+/-2,446)","19,815","(+/-2,626)","19,130","(+/-2,757)","17,277","(+/-2,632)","15,794","(+/-2,550)"
Workers,Industry,Information,"5,681","(+/-1,494)","7,408","(+/-1,567)","5,882","(+/-1,422)","6,663","(+/-1,261)","11,476","(+/-1,761)","6,462","(+/-1,313)","9,835","(+/-1,426)","12,442","(+/-1,963)","6,889","(+/-1,785)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","21,904","(+/-2,999)","24,812","(+/-2,377)","20,795","(+/-3,166)","33,620","(+/-3,448)","32,951","(+/-3,513)","30,004","(+/-3,577)","27,845","(+/-2,837)","43,798","(+/-3,411)","29,936","(+/-3,503)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","35,003","(+/-3,341)","51,188","(+/-4,004)","67,574","(+/-4,908)","66,063","(+/-4,434)","91,032","(+/-5,572)","67,562","(+/-5,176)","75,706","(+/-4,835)","71,652","(+/-4,842)","56,103","(+/-4,139)"
Workers,Industry,"Educational services, and health care and social assistance","113,710","(+/-5,522)","121,152","(+/-5,056)","98,326","(+/-5,895)","118,853","(+/-5,540)","120,163","(+/-6,460)","105,666","(+/-5,485)","142,326","(+/-5,484)","120,753","(+/-6,371)","98,395","(+/-5,783)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","30,508","(+/-3,744)","29,259","(+/-2,877)","29,284","(+/-3,465)","28,807","(+/-3,341)","29,597","(+/-3,219)","29,741","(+/-3,318)","38,874","(+/-4,396)","35,092","(+/-3,912)","36,485","(+/-3,726)"
Workers,Industry,"Other services, except public administration","19,314","(+/-2,237)","17,829","(+/-2,159)","15,621","(+/-2,290)","17,781","(+/-2,277)","17,459","(+/-2,581)","17,007","(+/-2,391)","17,521","(+/-2,745)","18,987","(+/-2,443)","14,867","(+/-2,429)"
Workers,Industry,"Public administration","15,848","(+/-2,414)","13,788","(+/-2,310)","12,437","(+/-2,082)","15,181","(+/-2,274)","13,714","(+/-2,048)","16,631","(+/-2,664)","12,519","(+/-1,933)","18,749","(+/-2,524)","18,482","(+/-3,046)"
Workers,"Class of Worker","Civilian employed population 16 years and over","371,989","(+/-8,310)","402,939","(+/-7,672)","412,558","(+/-10,108)","421,597","(+/-8,601)","433,353","(+/-7,808)","410,221","(+/-6,093)","426,654","(+/-8,909)","439,070","(+/-8,545)","396,442","(+/-7,869)"
Workers,"Class of Worker","Private wage and salary workers","290,844","(+/-7,360)","317,851","(+/-7,629)","348,545","(+/-9,720)","355,072","(+/-8,142)","366,600","(+/-7,896)","330,384","(+/-6,651)","357,649","(+/-8,576)","362,291","(+/-8,490)","313,088","(+/-8,185)"
Workers,"Class of Worker","Government workers","58,973","(+/-4,859)","60,390","(+/-4,590)","44,596","(+/-3,867)","47,205","(+/-4,111)","45,104","(+/-3,860)","54,854","(+/-4,157)","48,710","(+/-4,121)","55,079","(+/-3,782)","55,467","(+/-4,398)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","21,745","(+/-2,685)","23,792","(+/-2,737)","18,729","(+/-2,567)","19,076","(+/-2,449)","21,085","(+/-3,095)","24,419","(+/-3,002)","19,731","(+/-2,563)","21,064","(+/-2,544)","27,324","(+/-3,358)"
Workers,"Class of Worker","Unpaid family workers",427,(+/-457),906,(+/-465),688,(+/-662),244,(+/-216),564,(+/-461),564,(+/-495),564,(+/-572),636,(+/-480),563,(+/-339)
Housing,"Housing Occupancy","Total housing units","348,095","(+/-3,810)","324,611","(+/-4,678)","300,953","(+/-5,621)","312,132","(+/-4,869)","332,899","(+/-5,166)","318,849","(+/-4,243)","332,630","(+/-5,084)","347,871","(+/-5,530)","418,263","(+/-4,337)"
Housing,"Housing Occupancy","Occupied housing units","316,679","(+/-4,149)","307,405","(+/-4,952)","289,424","(+/-5,575)","299,652","(+/-4,910)","316,219","(+/-4,911)","305,376","(+/-3,789)","308,628","(+/-5,209)","326,309","(+/-5,472)","328,084","(+/-6,516)"
Housing,"Housing Occupancy","Vacant housing units","31,416","(+/-3,215)","17,206","(+/-2,995)","11,529","(+/-2,107)","12,480","(+/-2,106)","16,680","(+/-2,919)","13,473","(+/-2,331)","24,002","(+/-2,927)","21,562","(+/-3,249)","90,179","(+/-4,954)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.1,(+/-0.4),0.3,(+/-0.3),0.3,(+/-0.3),0.5,(+/-0.3),0.5,(+/-0.3),0.3,(+/-0.2),0.8,(+/-0.5),0.6,(+/-0.3),0.4,(+/-0.3)
Housing,"Housing Occupancy","Rental vacancy rate",5.0,(+/-1.6),3.5,(+/-1.1),3.2,(+/-1.0),2.7,(+/-1.0),4.1,(+/-1.2),2.5,(+/-1.0),3.8,(+/-0.6),3.0,(+/-1.1),2.5,(+/-1.2)
Housing,"Housing Tenure","Occupied housing units","316,679","(+/-4,149)","307,405","(+/-4,952)","289,424","(+/-5,575)","299,652","(+/-4,910)","316,219","(+/-4,911)","305,376","(+/-3,789)","308,628","(+/-5,209)","326,309","(+/-5,472)","328,084","(+/-6,516)"
Housing,"Housing Tenure",Owner-occupied,"206,229","(+/-5,422)","195,762","(+/-5,433)","186,932","(+/-5,363)","200,920","(+/-5,571)","186,671","(+/-5,353)","214,533","(+/-5,101)","102,323","(+/-4,498)","196,860","(+/-5,185)","251,325","(+/-5,263)"
Housing,"Housing Tenure",Renter-occupied,"110,450","(+/-4,643)","111,643","(+/-4,828)","102,492","(+/-4,360)","98,732","(+/-5,141)","129,548","(+/-5,586)","90,843","(+/-4,086)","206,305","(+/-6,119)","129,449","(+/-4,759)","76,759","(+/-4,160)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.53,(+/-0.04),2.64,(+/-0.04),2.73,(+/-0.06),2.75,(+/-0.05),2.59,(+/-0.06),2.65,(+/-0.05),2.57,(+/-0.08),2.59,(+/-0.05),2.46,(+/-0.05)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.06,(+/-0.07),2.04,(+/-0.07),2.45,(+/-0.08),2.11,(+/-0.06),2.04,(+/-0.05),2.04,(+/-0.08),2.12,(+/-0.04),1.92,(+/-0.05),1.96,(+/-0.09)
Housing,"Year Householder Moved into Unit","Occupied housing units","316,679","(+/-4,149)","307,405","(+/-4,952)","289,424","(+/-5,575)","299,652","(+/-4,910)","316,219","(+/-4,911)","305,376","(+/-3,789)","308,628","(+/-5,209)","326,309","(+/-5,472)","328,084","(+/-6,516)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","40,198","(+/-3,612)","48,617","(+/-3,767)","43,040","(+/-3,258)","44,065","(+/-4,062)","65,555","(+/-4,375)","42,286","(+/-3,818)","88,179","(+/-4,255)","66,883","(+/-4,174)","36,856","(+/-3,136)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","61,432","(+/-4,118)","63,348","(+/-3,572)","62,833","(+/-4,635)","56,131","(+/-4,407)","65,245","(+/-4,531)","61,002","(+/-3,721)","69,863","(+/-4,298)","64,027","(+/-4,879)","70,142","(+/-4,579)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","76,863","(+/-4,145)","76,358","(+/-4,350)","75,688","(+/-4,387)","77,241","(+/-4,175)","70,496","(+/-5,030)","74,635","(+/-4,202)","69,671","(+/-4,268)","79,264","(+/-4,155)","81,608","(+/-5,343)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","57,351","(+/-4,391)","50,750","(+/-3,762)","40,437","(+/-3,019)","46,462","(+/-3,443)","49,729","(+/-3,115)","49,500","(+/-3,359)","39,087","(+/-3,585)","46,840","(+/-3,856)","54,396","(+/-3,675)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","37,297","(+/-3,234)","31,287","(+/-2,452)","32,709","(+/-3,162)","36,986","(+/-3,060)","29,608","(+/-2,752)","38,127","(+/-2,615)","22,677","(+/-2,519)","31,783","(+/-3,015)","38,764","(+/-3,187)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","43,538","(+/-2,946)","37,045","(+/-2,937)","34,717","(+/-3,096)","38,767","(+/-3,092)","35,586","(+/-3,188)","39,826","(+/-2,765)","19,151","(+/-2,368)","37,512","(+/-2,750)","46,318","(+/-3,115)"
Housing,Value,"Owner-occupied units","206,229","(+/-5,422)","195,762","(+/-5,433)","186,932","(+/-5,363)","200,920","(+/-5,571)","186,671","(+/-5,353)","214,533","(+/-5,101)","102,323","(+/-4,498)","196,860","(+/-5,185)","251,325","(+/-5,263)"
Housing,Value,"Less than $50,000","5,851","(+/-1,104)","4,833","(+/-1,274)","4,621","(+/-1,100)","4,107",(+/-863),"2,636",(+/-868),"3,787","(+/-1,038)","3,129",(+/-875),"2,876",(+/-849),"5,079","(+/-1,110)"
Housing,Value,"$50,000 to $99,999","4,429","(+/-1,224)","1,915",(+/-789),"2,003",(+/-730),"1,847",(+/-769),"1,674",(+/-838),"2,539",(+/-770),629,(+/-377),"2,260",(+/-796),"2,874",(+/-696)
Housing,Value,"$100,000 to $149,999","10,264","(+/-1,395)","3,517","(+/-1,159)","3,030","(+/-1,051)","1,373",(+/-615),839,(+/-473),"1,464",(+/-817),117,(+/-115),854,(+/-448),"1,892",(+/-844)
Housing,Value,"$150,000 to $199,999","17,353","(+/-2,407)","7,377","(+/-1,373)","3,775","(+/-1,029)","1,822",(+/-730),912,(+/-425),"2,111",(+/-797),781,(+/-396),"1,018",(+/-627),"3,478","(+/-1,110)"
Housing,Value,"$200,000 to $299,999","63,523","(+/-3,863)","28,998","(+/-2,696)","18,177","(+/-2,327)","13,597","(+/-1,890)","4,546","(+/-1,478)","9,623","(+/-1,675)","3,990","(+/-1,190)","11,010","(+/-1,953)","14,069","(+/-2,031)"
Housing,Value,"$300,000 to $499,999","77,431","(+/-4,423)","82,777","(+/-3,872)","71,282","(+/-3,785)","66,796","(+/-3,780)","26,661","(+/-2,773)","45,821","(+/-3,020)","20,624","(+/-2,694)","49,138","(+/-3,685)","76,230","(+/-4,657)"
Housing,Value,"$500,000 to $999,999","24,163","(+/-2,490)","60,256","(+/-3,719)","74,943","(+/-4,249)","76,455","(+/-3,880)","102,967","(+/-4,377)","125,380","(+/-4,881)","51,207","(+/-3,806)","101,652","(+/-4,321)","113,810","(+/-4,976)"
Housing,Value,"$1,000,000 or more","3,215",(+/-784),"6,089","(+/-1,244)","9,101","(+/-1,555)","34,923","(+/-2,247)","46,436","(+/-2,503)","23,808","(+/-2,426)","21,846","(+/-2,055)","28,052","(+/-2,557)","33,893","(+/-2,817)"
Housing,Value,"Median (dollars)","303,100","(+/-6,225)","415,700","(+/-8,616)","474,700","(+/-8,885)","552,200","(+/-13,855)","743,000","(+/-14,604)","629,900","(+/-9,327)","670,900","(+/-16,462)","613,300","(+/-9,576)","572,500","(+/-12,577)"
Housing,"Mortgage Status","Owner-occupied units","206,229","(+/-5,422)","195,762","(+/-5,433)","186,932","(+/-5,363)","200,920","(+/-5,571)","186,671","(+/-5,353)","214,533","(+/-5,101)","102,323","(+/-4,498)","196,860","(+/-5,185)","251,325","(+/-5,263)"
Housing,"Mortgage Status","Housing units with a mortgage","129,328","(+/-4,746)","129,241","(+/-4,910)","124,136","(+/-4,763)","134,741","(+/-5,416)","121,035","(+/-4,589)","146,648","(+/-4,486)","71,463","(+/-4,101)","131,702","(+/-5,099)","152,482","(+/-5,753)"
Housing,"Mortgage Status","Housing units without a mortgage","76,901","(+/-3,937)","66,521","(+/-3,360)","62,796","(+/-3,252)","66,179","(+/-3,540)","65,636","(+/-4,093)","67,885","(+/-4,090)","30,860","(+/-2,418)","65,158","(+/-3,546)","98,843","(+/-5,157)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","129,328","(+/-4,746)","129,241","(+/-4,910)","124,136","(+/-4,763)","134,741","(+/-5,416)","121,035","(+/-4,589)","146,648","(+/-4,486)","71,463","(+/-4,101)","131,702","(+/-5,099)","152,482","(+/-5,753)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","1,288",(+/-611),"1,055",(+/-579),"1,157",(+/-628),623,(+/-426),634,(+/-381),"1,064",(+/-579),764,(+/-560),731,(+/-454),878,(+/-391)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","7,200","(+/-1,269)","4,619","(+/-1,056)","3,539","(+/-1,024)","2,834",(+/-921),"2,006",(+/-615),"2,318",(+/-838),"1,788",(+/-704),"1,937",(+/-817),"4,471","(+/-1,161)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","32,172","(+/-2,849)","17,213","(+/-2,321)","11,520","(+/-1,495)","10,905","(+/-1,857)","7,008","(+/-1,597)","9,460","(+/-1,887)","4,838","(+/-1,098)","8,529","(+/-1,690)","17,129","(+/-2,403)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","38,083","(+/-3,003)","27,883","(+/-2,402)","24,771","(+/-2,652)","19,202","(+/-2,308)","11,141","(+/-1,604)","17,744","(+/-2,054)","9,829","(+/-1,709)","19,853","(+/-2,578)","27,487","(+/-2,589)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","25,478","(+/-2,889)","28,706","(+/-3,171)","25,097","(+/-2,787)","27,979","(+/-2,628)","18,436","(+/-2,111)","28,828","(+/-2,857)","12,638","(+/-1,797)","24,712","(+/-2,249)","29,598","(+/-3,257)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","14,529","(+/-1,932)","20,799","(+/-2,419)","21,158","(+/-2,527)","21,891","(+/-2,521)","21,118","(+/-2,434)","30,615","(+/-3,028)","12,317","(+/-1,541)","25,377","(+/-2,787)","23,763","(+/-2,724)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","10,578","(+/-1,593)","28,966","(+/-2,290)","36,894","(+/-3,260)","51,307","(+/-3,250)","60,692","(+/-3,280)","56,619","(+/-3,131)","29,289","(+/-2,641)","50,563","(+/-3,487)","49,156","(+/-3,389)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,804",(+/-39),"2,241",(+/-44),"2,420",(+/-51),"2,633",(+/-57),"3,005",(+/-68),"2,727",(+/-40),"2,738",(+/-86),"2,699",(+/-56),"2,444",(+/-52)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","76,901","(+/-3,937)","66,521","(+/-3,360)","62,796","(+/-3,252)","66,179","(+/-3,540)","65,636","(+/-4,093)","67,885","(+/-4,090)","30,860","(+/-2,418)","65,158","(+/-3,546)","98,843","(+/-5,157)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","1,960",(+/-784),966,(+/-590),863,(+/-499),900,(+/-545),678,(+/-418),913,(+/-435),"1,019",(+/-602),"1,214",(+/-562),"1,971",(+/-909)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","3,533","(+/-1,175)","1,764",(+/-604),"2,739",(+/-913),"1,880",(+/-731),"1,208",(+/-744),"1,709",(+/-724),"1,084",(+/-444),"1,136",(+/-510),"3,560",(+/-918)
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","16,796","(+/-2,286)","9,023","(+/-1,663)","7,560","(+/-1,407)","3,966","(+/-1,106)","4,055","(+/-1,139)","4,038","(+/-1,091)","3,248",(+/-841),"4,256","(+/-1,447)","14,260","(+/-2,108)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","21,885","(+/-2,374)","13,788","(+/-1,746)","11,151","(+/-1,834)","11,026","(+/-1,640)","7,262","(+/-1,602)","9,917","(+/-1,367)","5,198","(+/-1,022)","8,962","(+/-1,459)","20,633","(+/-2,548)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","14,601","(+/-1,955)","13,324","(+/-1,641)","11,787","(+/-1,656)","11,560","(+/-1,645)","11,951","(+/-1,605)","14,510","(+/-2,206)","6,170","(+/-1,448)","15,410","(+/-1,922)","16,921","(+/-2,083)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","18,126","(+/-2,245)","27,656","(+/-2,613)","28,696","(+/-2,709)","36,847","(+/-2,774)","40,482","(+/-3,234)","36,798","(+/-2,921)","14,141","(+/-1,808)","34,180","(+/-2,669)","41,498","(+/-2,999)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",745,(+/-22),916,(+/-30),948,(+/-46),"1,070",(+/-34),"1,139",(+/-35),"1,046",(+/-31),951,(+/-55),"1,025",(+/-31),908,(+/-28)
Housing,"Gross Rent","Occupied units paying rent","104,509","(+/-4,618)","107,976","(+/-4,827)","99,966","(+/-4,325)","95,168","(+/-5,015)","125,165","(+/-5,551)","87,173","(+/-4,193)","202,501","(+/-6,237)","125,678","(+/-4,573)","72,368","(+/-4,096)"
Housing,"Gross Rent","Less than $500","18,776","(+/-2,542)","12,067","(+/-1,989)","9,128","(+/-1,326)","11,010","(+/-2,162)","10,947","(+/-1,821)","8,728","(+/-1,315)","23,165","(+/-2,575)","13,264","(+/-1,930)","8,763","(+/-1,595)"
Housing,"Gross Rent","$500 to $999","30,154","(+/-3,144)","16,511","(+/-2,116)","10,251","(+/-1,865)","15,400","(+/-2,250)","8,978","(+/-2,007)","9,031","(+/-1,684)","21,237","(+/-3,005)","7,808","(+/-1,341)","14,091","(+/-2,221)"
Housing,"Gross Rent","$1,000 to $1,499","35,054","(+/-3,967)","34,509","(+/-2,930)","27,102","(+/-2,884)","21,007","(+/-2,737)","10,633","(+/-1,894)","15,219","(+/-2,302)","22,712","(+/-2,724)","15,578","(+/-2,449)","18,386","(+/-2,683)"
Housing,"Gross Rent","$1,500 to $1,999","15,438","(+/-2,550)","26,912","(+/-2,884)","29,608","(+/-3,160)","20,054","(+/-2,797)","28,966","(+/-3,559)","19,857","(+/-2,534)","39,022","(+/-3,665)","28,893","(+/-3,116)","17,075","(+/-2,746)"
Housing,"Gross Rent","$2,000 to $2,499","3,181","(+/-1,372)","10,886","(+/-1,999)","13,883","(+/-2,189)","9,489","(+/-2,213)","29,024","(+/-3,093)","19,399","(+/-2,879)","39,589","(+/-3,213)","27,382","(+/-3,438)","8,618","(+/-2,053)"
Housing,"Gross Rent","$2,500 to $2,999",435,(+/-313),"2,912","(+/-1,157)","6,446","(+/-1,716)","8,002","(+/-1,610)","16,999","(+/-2,193)","7,551","(+/-1,844)","25,203","(+/-2,924)","12,928","(+/-2,049)","2,374",(+/-920)
Housing,"Gross Rent","$3,000 or more","1,471",(+/-655),"4,179","(+/-1,183)","3,548","(+/-1,258)","10,206","(+/-1,583)","19,618","(+/-2,525)","7,388","(+/-1,697)","31,573","(+/-2,433)","19,825","(+/-2,198)","3,061","(+/-1,237)"
Housing,"Gross Rent","Median (dollars)","1,042",(+/-41),"1,348",(+/-42),"1,559",(+/-46),"1,504",(+/-77),"2,053",(+/-55),"1,767",(+/-66),"1,937",(+/-50),"1,953",(+/-51),"1,332",(+/-75)
Housing,"Gross Rent","No rent paid","5,941","(+/-1,393)","3,667",(+/-962),"2,526",(+/-905),"3,564","(+/-1,153)","4,383","(+/-1,227)","3,670",(+/-954),"3,804","(+/-1,267)","3,771","(+/-1,148)","4,391",(+/-930)
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","316,679","(+/-4,149)","307,405","(+/-4,952)","289,424","(+/-5,575)","299,652","(+/-4,910)","316,219","(+/-4,911)","305,376","(+/-3,789)","308,628","(+/-5,209)","326,309","(+/-5,472)","328,084","(+/-6,516)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","20,546","(+/-2,833)","16,525","(+/-1,936)","13,360","(+/-1,997)","12,135","(+/-2,236)","14,032","(+/-2,234)","13,043","(+/-2,015)","27,116","(+/-2,786)","15,283","(+/-2,305)","14,130","(+/-1,831)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","19,688","(+/-2,911)","11,975","(+/-2,202)","8,957","(+/-1,490)","9,765","(+/-1,535)","9,574","(+/-1,860)","8,537","(+/-1,533)","14,894","(+/-2,265)","9,330","(+/-1,691)","8,976","(+/-1,696)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","25,614","(+/-2,802)","16,663","(+/-2,200)","15,982","(+/-2,328)","14,341","(+/-2,318)","13,646","(+/-2,331)","15,164","(+/-2,261)","20,309","(+/-2,374)","15,843","(+/-2,574)","17,868","(+/-2,311)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","22,071","(+/-2,574)","21,680","(+/-2,981)","17,139","(+/-2,514)","14,330","(+/-2,298)","12,115","(+/-1,955)","17,245","(+/-3,018)","18,098","(+/-3,001)","16,242","(+/-2,524)","17,891","(+/-2,425)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","34,143","(+/-3,775)","25,697","(+/-2,696)","25,726","(+/-3,303)","21,873","(+/-2,519)","20,172","(+/-3,294)","21,246","(+/-2,487)","27,035","(+/-3,215)","26,382","(+/-3,335)","29,080","(+/-3,005)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","45,755","(+/-3,538)","42,202","(+/-3,482)","40,010","(+/-3,453)","32,848","(+/-2,800)","36,341","(+/-2,984)","35,223","(+/-3,420)","36,721","(+/-3,661)","39,112","(+/-3,419)","46,717","(+/-3,828)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","41,926","(+/-3,131)","36,896","(+/-2,927)","33,405","(+/-3,261)","31,820","(+/-3,269)","32,513","(+/-3,404)","33,161","(+/-2,941)","32,112","(+/-3,313)","35,430","(+/-3,150)","39,801","(+/-3,142)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","54,371","(+/-4,023)","55,250","(+/-4,138)","53,773","(+/-4,348)","54,382","(+/-3,698)","53,834","(+/-4,086)","56,003","(+/-4,167)","48,409","(+/-3,920)","56,694","(+/-4,012)","61,027","(+/-3,477)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","26,701","(+/-2,912)","32,077","(+/-3,122)","29,766","(+/-2,952)","36,236","(+/-3,496)","39,385","(+/-3,547)","39,173","(+/-3,320)","30,351","(+/-3,093)","39,042","(+/-3,015)","35,964","(+/-3,041)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","25,864","(+/-2,677)","48,440","(+/-3,241)","51,306","(+/-3,516)","71,922","(+/-3,435)","84,607","(+/-3,875)","66,581","(+/-3,385)","53,583","(+/-3,308)","72,951","(+/-4,185)","56,630","(+/-3,707)"
