Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","25,451","(+/-2,757)","30,854","(+/-2,786)","28,422","(+/-3,074)","22,108","(+/-2,521)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","38,945","(+/-3,544)","38,273","(+/-3,601)","37,005","(+/-3,565)","37,326","(+/-3,132)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","50,085","(+/-4,320)","43,408","(+/-3,765)","49,389","(+/-4,185)","56,520","(+/-3,749)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","40,129","(+/-3,445)","29,701","(+/-2,706)","33,221","(+/-2,655)","36,465","(+/-3,689)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","40,562","(+/-3,492)","26,250","(+/-2,897)","41,919","(+/-3,743)","42,404","(+/-2,833)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","13,747","(+/-2,039)","7,638","(+/-1,458)","18,019","(+/-2,395)","15,678","(+/-1,872)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","15,785","(+/-1,846)","9,853","(+/-1,970)","15,466","(+/-1,649)","15,134","(+/-1,828)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","56,871","(+/-1,978)","40,532","(+/-1,776)","56,209","(+/-1,733)","57,460","(+/-1,948)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","76,762","(+/-2,492)","59,788","(+/-2,333)","78,754","(+/-2,175)","74,679","(+/-2,166)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","737,091","(+/-3,017)","683,453","(+/-6,403)","718,972","(+/-6,573)","732,596","(+/-2,946)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","664,551","(+/-6,573)","604,781","(+/-8,164)","646,017","(+/-7,453)","645,189","(+/-7,341)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","486,003","(+/-9,148)","356,301","(+/-10,767)","452,941","(+/-11,257)","471,558","(+/-9,625)"
Socioeconomic,"Health Insurance Coverage","With public coverage","265,373","(+/-7,161)","325,088","(+/-9,082)","279,012","(+/-8,205)","282,364","(+/-8,049)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","72,540","(+/-6,381)","78,672","(+/-6,773)","72,955","(+/-5,386)","87,407","(+/-6,380)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","186,335","(+/-2,511)","175,441","(+/-3,332)","176,778","(+/-3,225)","182,922","(+/-2,227)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","9,863","(+/-2,319)","9,143","(+/-2,631)","7,565","(+/-1,701)","12,861","(+/-2,594)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",11.3,(+/-1.3),20.3,(+/-1.8),12.2,(+/-1.5),13.5,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",16.7,(+/-2.3),31.1,(+/-3.1),19.6,(+/-2.7),20.8,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",14.1,(+/-5.4),18.2,(+/-6.3),19.5,(+/-7.0),21.5,(+/-7.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.6,(+/-1.1),9.4,(+/-1.6),5.0,(+/-1.0),7.2,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.6,(+/-1.9),12.8,(+/-3.3),7.2,(+/-2.0),9.1,(+/-2.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.9,(+/-3.1),5.7,(+/-7.1),4.8,(+/-4.5),8.1,(+/-5.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",28.1,(+/-3.5),36.5,(+/-4.3),29.6,(+/-4.2),33.1,(+/-3.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",36.3,(+/-5.0),48.9,(+/-5.6),37.2,(+/-5.9),45.5,(+/-5.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",47.2,(+/-16.8),29.8,(+/-12.7),46.9,(+/-16.3),60.1,(+/-15.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",15.3,(+/-1.2),25.9,(+/-1.6),17.7,(+/-1.3),18.1,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",20.7,(+/-2.7),35.5,(+/-3.4),25.8,(+/-3.0),24.0,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",20.5,(+/-2.7),35.5,(+/-3.4),25.6,(+/-3.0),23.8,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",20.7,(+/-4.7),27.9,(+/-5.1),26.1,(+/-4.4),27.1,(+/-4.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",20.5,(+/-3.1),38.0,(+/-4.0),25.4,(+/-3.2),22.8,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",13.7,(+/-1.1),22.9,(+/-1.4),15.3,(+/-1.1),16.3,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",12.2,(+/-1.7),19.1,(+/-2.1),13.3,(+/-1.6),14.3,(+/-1.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",12.6,(+/-1.4),23.0,(+/-1.8),14.5,(+/-1.6),15.0,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",29.2,(+/-2.6),38.2,(+/-2.3),32.3,(+/-2.7),32.0,(+/-2.2)
Education,"School Enrollment","Population 3 years and over enrolled in school","182,456","(+/-5,872)","177,785","(+/-5,016)","181,184","(+/-5,332)","176,265","(+/-4,927)"
Education,"School Enrollment","Nursery school, preschool","8,912","(+/-1,593)","13,199","(+/-2,275)","8,984","(+/-1,727)","9,430","(+/-1,967)"
Education,"School Enrollment",Kindergarten,"9,533","(+/-1,593)","9,180","(+/-1,706)","9,571","(+/-1,828)","7,877","(+/-1,584)"
Education,"School Enrollment","Elementary school (grades 1-8)","76,908","(+/-2,980)","74,389","(+/-2,762)","78,142","(+/-3,181)","76,604","(+/-2,939)"
Education,"School Enrollment","High school (grades 9-12)","40,941","(+/-2,885)","40,941","(+/-3,143)","36,842","(+/-2,322)","41,019","(+/-2,774)"
Education,"School Enrollment","College or graduate school","46,162","(+/-4,048)","40,076","(+/-3,024)","47,645","(+/-3,914)","41,335","(+/-3,009)"
Education,"Educational Attainment","Population 25 years and over","498,027","(+/-2,735)","468,338","(+/-5,020)","493,304","(+/-5,406)","503,653","(+/-3,115)"
Education,"Educational Attainment","Less than 9th grade","22,619","(+/-2,558)","23,794","(+/-2,590)","20,125","(+/-2,568)","17,066","(+/-2,226)"
Education,"Educational Attainment","9th to 12th grade, no diploma","40,057","(+/-3,764)","47,594","(+/-4,127)","38,650","(+/-3,571)","33,621","(+/-3,493)"
Education,"Educational Attainment","High school graduate (includes equivalency)","161,042","(+/-6,940)","146,103","(+/-4,840)","144,173","(+/-5,393)","152,845","(+/-5,286)"
Education,"Educational Attainment","Some college, no degree","108,773","(+/-5,539)","101,090","(+/-4,556)","94,739","(+/-5,292)","114,968","(+/-5,700)"
Education,"Educational Attainment","Associate's degree","52,398","(+/-4,525)","48,120","(+/-3,794)","51,675","(+/-3,915)","57,684","(+/-3,747)"
Education,"Educational Attainment","Bachelor's degree","72,758","(+/-4,495)","60,915","(+/-4,109)","85,565","(+/-4,358)","78,242","(+/-4,461)"
Education,"Educational Attainment","Graduate or professional degree","40,380","(+/-4,048)","40,722","(+/-3,621)","58,377","(+/-4,149)","49,227","(+/-3,619)"
Education,"Educational Attainment","Percent high school graduate or higher",87.4,(+/-0.8),84.8,(+/-1.0),88.1,(+/-0.9),89.9,(+/-0.8)
Education,"Educational Attainment","Percent bachelor's degree or higher",22.7,(+/-1.1),21.7,(+/-1.1),29.2,(+/-1.1),25.3,(+/-1.0)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","232,453",G,"197,340",G,"255,469",G,"219,989",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",852,G,"1,094",G,"1,887",G,597,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",437,H,400,G,730,G,582,H
Business,"Paid employees for pay period including March 12",Utilities,"1,434",G,"3,408",J,"1,566",G,"3,130",H
Business,"Paid employees for pay period including March 12",Construction,"8,402",G,"7,786",G,"15,868",G,"10,887",G
Business,"Paid employees for pay period including March 12",Manufacturing,"51,115",G,"29,798",G,"29,616",H,"34,655",G
Business,"Paid employees for pay period including March 12","Wholesale trade","10,044",G,"8,553",G,"12,548",G,"6,654",G
Business,"Paid employees for pay period including March 12","Retail trade","34,785",G,"28,352",G,"37,131",G,"35,012",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","18,941",G,"9,871",G,"12,010",G,"5,530",G
Business,"Paid employees for pay period including March 12",Information,"2,144",G,"2,879",G,"3,543",G,"2,136",G
Business,"Paid employees for pay period including March 12","Finance and insurance","6,920",G,"7,258",H,"10,777",G,"6,853",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","1,910",G,"2,033",G,"3,799",G,"2,277",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","6,236",G,"5,819",G,"9,722",G,"7,892",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","1,284",H,"1,805",H,"2,854",G,"1,840",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","13,126",G,"9,866",G,"10,449",G,"10,164",G
Business,"Paid employees for pay period including March 12","Educational services","2,179",G,"5,236",H,"4,133",G,"2,451",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","34,273",G,"38,225",G,"54,260",G,"39,953",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","1,773",G,"1,503",G,"1,677",G,"2,407",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","27,677",G,"24,806",G,"32,493",G,"38,722",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","8,854",G,"8,616",G,"10,360",G,"8,232",G
Business,"Paid employees for pay period including March 12","Industries not classified",67,J,32,J,46,J,15,J
Business,"Annual payroll ($1,000)","Total for all sectors","9,586,862",G,"8,361,077",G,"11,860,081",G,"9,989,882",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","40,163",G,"47,911",G,"110,285",H,"25,551",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","30,502",H,"27,107",G,"61,924",G,"43,140",H
Business,"Annual payroll ($1,000)",Utilities,"100,663",G,"395,331",J,"130,433",G,"288,530",H
Business,"Annual payroll ($1,000)",Construction,"431,197",G,"410,754",G,"1,064,645",G,"584,338",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,529,234",G,"1,627,535",G,"1,481,313",H,"2,105,613",H
Business,"Annual payroll ($1,000)","Wholesale trade","552,944",G,"495,983",G,"782,544",G,"518,659",H
Business,"Annual payroll ($1,000)","Retail trade","989,319",G,"806,465",G,"1,129,189",G,"1,020,033",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","932,517",G,"491,605",G,"603,095",G,"271,714",G
Business,"Annual payroll ($1,000)",Information,"109,832",H,"161,018",G,"199,051",G,"107,377",G
Business,"Annual payroll ($1,000)","Finance and insurance","448,854",G,"485,338",G,"815,892",G,"424,325",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","85,339",G,"74,407",G,"189,565",G,"96,297",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","335,882",G,"347,215",G,"605,455",G,"452,511",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","95,097",H,"119,440",H,"249,068",G,"192,845",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","423,239",G,"303,036",G,"283,051",G,"330,854",G
Business,"Annual payroll ($1,000)","Educational services","61,186",G,"141,725",G,"126,568",G,"75,030",H
Business,"Annual payroll ($1,000)","Health care and social assistance","1,646,994",G,"1,636,766",G,"3,085,961",G,"2,322,099",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","38,970",H,"39,377",G,"33,999",G,"50,734",G
Business,"Annual payroll ($1,000)","Accommodation and food services","467,125",G,"491,062",H,"580,468",G,"848,200",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","266,389",G,"258,264",G,"326,638",G,"231,419",G
Business,"Annual payroll ($1,000)","Industries not classified","1,416",G,738,G,937,H,613,G
Business,"Total Establishments","Total for all sectors","14,696",X,"14,024",X,"16,777",X,"13,848",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",108,X,189,X,230,X,95,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",15,X,59,X,101,X,73,X
Business,"Total Establishments",Utilities,120,X,176,X,152,X,143,X
Business,"Total Establishments",Construction,957,X,799,X,"1,253",X,991,X
Business,"Total Establishments",Manufacturing,735,X,414,X,476,X,399,X
Business,"Total Establishments","Wholesale trade",613,X,648,X,710,X,517,X
Business,"Total Establishments","Retail trade","2,902",X,"2,642",X,"2,959",X,"2,651",X
Business,"Total Establishments","Transportation and warehousing",771,X,583,X,621,X,433,X
Business,"Total Establishments",Information,232,X,299,X,268,X,211,X
Business,"Total Establishments","Finance and insurance","1,110",X,"1,018",X,"1,403",X,"1,022",X
Business,"Total Establishments","Real estate and rental and leasing",537,X,602,X,759,X,610,X
Business,"Total Establishments","Professional, scientific, and technical services",953,X,"1,022",X,"1,471",X,"1,179",X
Business,"Total Establishments","Management of companies and enterprises",52,X,71,X,110,X,79,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",602,X,530,X,708,X,598,X
Business,"Total Establishments","Educational services",127,X,144,X,168,X,113,X
Business,"Total Establishments","Health care and social assistance","1,559",X,"1,676",X,"1,803",X,"1,582",X
Business,"Total Establishments","Arts, entertainment, and recreation",175,X,185,X,173,X,170,X
Business,"Total Establishments","Accommodation and food services","1,531",X,"1,315",X,"1,554",X,"1,546",X
Business,"Total Establishments","Other services (except public administration)","1,565",X,"1,627",X,"1,827",X,"1,415",X
Business,"Total Establishments","Industries not classified",32,X,25,X,31,X,21,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
